Unnamed: 0,CVEGEO,water_availability,economic_output,n_industy,distance_ciit,dist_to_border_km,dist_min_ports,highways,dist_min_km,gen_min_km,rails,pv_mean_annual_kwh,wind_mean,rainfall,crime,idx_resources,idx_energy,idx_logistics,idx_market,idx_security,RELMS_index,RELM_index,rank
2344,31050,1.0,0.847521526787352,0.8813988647678943,0.2479917064504823,0.3984606305797794,0.5994812981734189,1.0,0.8326121848265187,0.6700653123438738,1.0,0.630047863850256,0.6676639428675115,0.8212921674167302,0.2727881299240646,0.7797509935336244,0.7513387485851962,0.6491867270407361,0.8644601957776232,0.2727881299240646,0.6173711987140685,0.7572278688069306,13
2044,29059,0.4346167842399759,0.546686075491745,0.5766425555610933,0.3403106221672545,0.4072694291928803,0.2528035097431991,1.0,0.7436760784289473,0.5938526968147498,1.0,0.9240120743534692,0.6510898367193114,0.0,0.7914566825269261,0.5024296738281891,0.6687643876218485,0.6000767122206667,0.5616643155264192,0.7914566825269261,0.617293686522426,0.5801068668860698,14
2351,31032,1.0,0.3608936074940737,0.7085217640497922,0.2323403666615774,0.3426566834197704,0.3384489174937576,1.0,0.3422106360888711,0.4022432979539668,1.0,0.6026921526433819,0.6070185878384647,0.832611560697172,1.0,0.7605805752947548,0.37222696702141894,0.5826891935150211,0.534707685771933,1.0,0.6153203675693221,0.5449750419580579,15
2417,31099,1.0,0.2311182731500914,0.5660383747757567,0.2339128448716568,0.3625314547965125,0.3280963258579575,1.0,0.4776916010876678,0.5117804075537336,1.0,0.6044290987860426,0.6070418893821626,0.8429462157448122,1.0,0.7636043009782544,0.49473600432070064,0.5849081251052254,0.39857832396292403,1.0,0.6151324570347358,0.5447670148729575,16
2340,31102,1.0,0.5081930332084085,0.7905251148011398,0.2298887098244325,0.3636384508568311,0.2920227181915324,1.0,0.5361758469484084,0.6040599273214331,1.0,0.5827182037297651,0.6017363489827882,0.8429462157448122,0.5431683198140091,0.7568501921143413,0.5701178871349207,0.5771099757745592,0.6493590740047741,0.5431683198140091,0.6147952507754552,0.6341317847232805,17
2321,31093,1.0,0.5360554408580644,0.5081302213907973,0.2454184439276626,0.388051096773869,0.5477139632797327,1.0,0.4773097030741218,0.4358480534464845,1.0,0.6283109177075954,0.6752800416493012,0.0,1.0,0.5758977398392242,0.45657887826030313,0.6362367007962528,0.5220928311244308,1.0,0.6141090926784734,0.5436343743409341,18
2055,29031,0.0381689124905122,0.7917593324171738,0.5660383747757567,0.3405116662047714,0.435208260940923,0.2630074577535748,1.0,0.443000464623785,0.5864557038622666,1.0,0.9209725738916432,0.5861136903216676,0.7947952132712555,0.7028614859709643,0.5850125974937697,0.5147280842430259,0.6077454769798539,0.6788988535964653,0.7028614859709643,0.6140842065388518,0.5937005803170059,19
1304,20087,0.1826590576547239,0.354560094835688,0.592383971983194,0.478867874747077,0.5459054135594494,0.2810624228566831,1.0,0.7123991922602269,0.9915558550222956,0.0,0.8827616222070704,0.5160164474433779,0.7789425991309047,0.7771461144782232,0.5900949316090193,0.8519775236412612,0.4611671422326419,0.473472033409441,0.7771461144782232,0.6112249562546065,0.5756064842488082,20
2328,31091,1.0,0.3070588845569371,0.6134658541714606,0.2372473707446728,0.373753803523529,0.343214219830165,1.0,0.3882250306700154,0.4335513759057003,1.0,0.6087711535670339,0.6037849001595789,0.832611560697172,1.0,0.7612919036059462,0.41088820328785786,0.5908430788196734,0.46026236936419884,1.0,0.6108723965008235,0.540055168002955,21
2072,29010,0.4346167842399759,0.5324402581770775,0.7375728500534576,0.3418140814693339,0.4169919897348862,0.2595756260232953,1.0,0.638518318566399,0.6466642144782319,1.0,0.7559705582556082,0.5635509361325939,0.8212921674167302,0.5238807753512185,0.6438576115112271,0.6425912665223155,0.6036763394455031,0.6350065541152676,0.5238807753512185,0.6080060425139694,0.6310688648629446,22
2416,31041,1.0,0.7134130378779511,0.6758158176443988,0.2482760136650791,0.3996004969685912,0.5580455912682173,1.0,0.5448450559790303,0.5534182051211123,1.0,0.6352582881773576,0.7003045998238043,0.0,0.5807482395941909,0.5838907220002905,0.5491316305500713,0.6411844203803775,0.694614427761175,0.5807482395941909,0.6077773897123817,0.6147289963436082,23
190,7071,0.4817047495775224,0.382260790195054,0.4813774416562334,0.3904973047524803,0.95986729261814,0.1931282552274387,1.0,0.506741409052357,0.6633691141430695,1.0,0.5714285714285714,0.3365062956551038,0.9701320359742358,0.7771461144782232,0.5899429131588583,0.5850552615977133,0.7086985705196118,0.4318191159256437,0.7771461144782232,0.6065332248859464,0.5700888863873864,24
1523,20409,0.1826590576547239,0.478868337723838,0.4656067442112324,0.4848648912316416,0.5514885313426225,0.2884197850256265,1.0,0.558344945450299,0.6600090606247436,1.0,0.8319582768516984,0.5701452699810976,0.7789425991309047,0.725114210224383,0.5909263009046062,0.6091770030375213,0.6649546415199781,0.47223754096753523,0.725114210224383,0.6063552656977037,0.5798388865647328,25
1260,20030,0.3932202598211434,0.3094006555514527,0.4779408145365494,0.8882821856249674,0.7060723334511463,0.5881886174499218,1.0,0.7060836340790968,0.5946312436343717,1.0,0.7872341394704188,0.9996737431119468,0.0,0.6963643413004936,0.5450320356008773,0.6503574388567342,0.8365086273052071,0.3936707350440011,0.6963643413004936,0.605344839397041,0.5845133361911754,26
2087,29028,0.3859842990059995,0.6821114825639835,0.5958836678446106,0.3433466568319391,0.4110024644911602,0.2611463950132349,1.0,0.5385530348251786,0.5677694427853208,1.0,0.7064697672194014,0.3664067057375106,0.8212921674167302,0.668732778856004,0.5700382348449105,0.5531612388052497,0.6030991032672668,0.638997575204297,0.668732778856004,0.6053119479664432,0.5904197887933944,27
1443,20305,0.3932202598211434,0.2760083241455092,0.5189426848865937,0.8778839953329006,0.6953453756738461,0.6104514865715412,1.0,0.5500617699247616,0.5811272096098337,1.0,0.7520624811972316,0.9278315125971168,0.0,0.8275164340507248,0.5182785634038729,0.5655944897672976,0.8367361715156576,0.3974755045160514,0.8275164340507248,0.6044338684825069,0.5587812595925166,28
2097,29018,0.4346167842399759,0.5649399450697464,0.700140005856829,0.3410230753294053,0.4190336545339674,0.2591924556545508,1.0,0.6565625662988508,0.6606077843632827,1.0,0.8419453548337266,0.6496796204885321,0.0,0.6639688805647354,0.4815604398905587,0.6585851753310668,0.6038498371035848,0.6325399754632877,0.6639688805647354,0.604067515831336,0.589956405746427,29
1103,20043,0.3932202598211434,0.5224875490740685,0.9054749417903384,0.7823990611888088,0.7184906617276448,0.589564651277657,1.0,0.5637419521048164,0.5549239260940901,1.0,0.672166685542765,0.9500751956254778,0.0,0.4878210238274196,0.5038655352473466,0.5593329390994533,0.8180908748388221,0.7139812454322034,0.4878210238274196,0.6038746281246926,0.636969078966644,30
2237,30048,0.5409829611285887,0.794091060136302,0.6636282205342648,0.4860298580816283,0.6685872563221985,0.6934815185758055,1.0,0.3607498565208394,0.7493400947829288,1.0,0.4129396379640233,0.695430814485466,0.9036320434281871,0.4028318892804721,0.6382463642515663,0.5550449756518842,0.7696197265959265,0.7288596403352834,0.4028318892804721,0.6034927990497253,0.6676658366675988,31
785,15010,0.4519602008481309,0.6782959416703299,0.5784615423939182,0.2990468274087782,0.4493451903883428,0.2040014605813087,1.0,0.6639855219719613,0.5523026333014445,1.0,0.8697350437632163,0.5566686539399159,0.7606458862803938,0.5372945175374426,0.6597524462079143,0.6081440776367029,0.590478695675686,0.6283787420321241,0.5372945175374426,0.603399746769334,0.6211597438202882,32
1120,20010,0.3932202598211434,0.654243138097182,0.3672064354830018,0.7868915322174953,0.692719336435885,0.4672156199161259,1.0,0.4100978191023059,0.4669091767504558,1.0,0.3929656890504063,0.7012360493512131,0.869453057760477,0.7645232988719857,0.58921876399581,0.4385034979263809,0.7893652977139013,0.5107247867900919,0.7645232988719857,0.6028663787758934,0.5681050491901705,33
1104,20079,0.1148309954543066,0.8961078115559071,0.6658252590797944,0.7025061767143267,0.6987281166722432,0.9804688019359676,1.0,0.3632080598764016,0.3931907291812906,1.0,0.8150238283999081,0.9145249636499626,0.8212921674167302,0.45410245906211,0.6664179887302268,0.3781993945288461,0.8763406190645074,0.7809665353178508,0.45410245906211,0.6008766840314801,0.6444559340028269,34
2399,31013,1.0,0.4582738864673765,0.4501424337437721,0.2446869046063978,0.385061147900164,0.6386448792216392,1.0,0.5372774954990688,0.4820656101479276,0.0,0.6382977886391836,0.7417437554656571,0.8212921674167302,0.9257153714927412,0.8003334278803926,0.5096715528234982,0.4536785863456402,0.4542081601055743,0.9257153714927412,0.6000789713143805,0.5384447429573265,35
2202,30026,0.5634396951732947,0.4666040141131835,0.5397000541697546,0.3566749201693683,0.4256354690933898,0.410913730110893,1.0,0.9257768188444472,0.6448574026658369,1.0,0.4224924276477764,0.4352491094576896,0.869453057760477,0.5358750257235614,0.5726585725098094,0.785317110755142,0.6386448238747302,0.503152034141469,0.5358750257235614,0.5995047034386466,0.6165593158051983,36
842,16105,0.0,0.7251583977424148,0.4470711062141527,0.2231744724830021,0.3579663495844949,0.2377386911483461,1.0,0.3173289640811597,0.8916023348850711,1.0,0.8849327531227871,0.5820119697801558,0.7947952132712555,0.6844442827380792,0.5654349840435495,0.6044656494831154,0.5637759026431686,0.5861147519782837,0.6844442827380792,0.5992890087120049,0.5797100983123519,37
2195,30120,0.5409829611285887,0.3272336262560217,0.5165436379277445,0.4936570737259794,0.6681479785331523,0.6180112887644795,1.0,0.4289415689110294,0.619177618795036,1.0,0.4342162447220254,0.7161224725545424,0.9036320434281871,0.7097780834867178,0.6487384304583359,0.5240595938530327,0.7559632682047223,0.4218886320918831,0.7097780834867178,0.5987620696560247,0.5738352260919353,38
1042,20005,0.3932202598211434,0.311576782171963,0.5802498275569147,0.8447473564746122,0.7044042057841249,0.496787447662316,1.0,0.4526124232498856,0.5176097710785456,1.0,0.40338684828027,0.7191739640747923,0.8429462157448122,0.7430174073632629,0.5896818219802544,0.4851110971642156,0.8091878019842106,0.4459133048644388,0.7430174073632629,0.5983448251076253,0.5668128364028395,39
2076,29041,0.3859842990059995,0.7243023605904098,0.6586704328327954,0.3412439792688397,0.4044381923048701,0.2535157741912646,1.0,0.6464476252928761,0.5469632470281863,1.0,0.9066434411286236,0.5832664715440716,0.0,0.6391266864816243,0.4689735529196737,0.5967054361605313,0.5998395891529948,0.6914863967116025,0.6391266864816243,0.5943781186536627,0.5836893621692918,40
138,7040,0.4817047495775224,0.6089291510382556,0.6057384124667595,0.385164824751801,0.9668379722649828,0.1867185802512128,1.0,0.4156977603063118,0.5706805067036698,1.0,0.5145462251495474,0.2262198997285068,0.9701320359742358,0.6319793675308782,0.5481507276074531,0.4931891335049908,0.7077442754535993,0.6073337817525075,0.6319793675308782,0.5931766399867185,0.5838540869064145,41
2297,30082,0.5409829611285887,0.6233711695525851,0.3960187319622951,0.4818456116456699,0.6771699504753927,0.719116700862247,1.0,0.374727269614073,0.4952630168798025,1.0,0.3864525033536994,0.6868910201532258,0.9301468010770012,0.668732778856004,0.6361183214281289,0.4349951432469378,0.775626452596662,0.5096949507574401,0.668732778856004,0.5927172591278869,0.5751039017342529,42
1279,20045,0.1826590576547239,0.5697731536843136,0.4743889719851997,0.4611885508341583,0.5281749058068133,0.259704409357836,1.0,0.4577288818821462,0.4945848035801027,1.0,0.8406425934641215,0.6167017329425057,0.7789425991309047,0.7430174073632629,0.604736495798064,0.47615684273112446,0.6498135731997615,0.5220810628347566,0.7430174073632629,0.591791037181895,0.5590629760871353,43
2068,29001,0.4346167842399759,0.2723160430065441,0.5115761635028553,0.3386978851204169,0.4205566855511553,0.2543075748084566,1.0,0.6745075521461501,0.7005858788295245,1.0,0.9257490204961296,0.5662733531926609,0.0,0.9257153714927412,0.4816597894821916,0.6875467154878373,0.6027124290960058,0.3919461032546997,0.9257153714927412,0.5915225636926814,0.5288649378266636,44
2082,29002,0.4346167842399759,0.4935904183848482,0.5531143480757917,0.338494881930054,0.4194400619945206,0.2532494761993473,1.0,0.7122574110871857,0.7434128314576677,1.0,0.93920978371304,0.5964898970701961,0.0,0.6391266864816243,0.49257911625580303,0.7278351212724267,0.6022368840247844,0.52335238323032,0.6391266864816243,0.5911960210604934,0.5797858876129526,45
1189,20550,0.1826590576547239,0.3052069781347294,0.5947298991221847,0.4935922027527466,0.5592487830783948,0.2981590071157645,1.0,0.4586347264805878,0.5446682480800762,1.0,0.832826853448249,0.4436234286059714,0.7789425991309047,0.8514307429854822,0.5595129847099622,0.5016514872803319,0.6701999985893812,0.44996843862845703,0.8514307429854822,0.5909484738753481,0.5393860216812287,46
116,7012,0.7458238413671683,0.5500193281853162,0.7416124733153854,0.4672198656082137,0.8091231124724665,0.2956890277039325,1.0,0.4775070110247298,0.489191432308512,0.0,0.3217542100083628,0.3664091460895054,0.869453057760477,0.7771461144782232,0.5758600638063783,0.48334922166662087,0.5144064011569226,0.6458159007503508,0.7771461144782232,0.5906077650380167,0.5514400066204201,47
1001,19046,0.0,0.9232892479923662,0.7458758129826413,0.1818158922840586,0.8334700177325176,0.1196530879349253,1.0,0.7305603096706872,0.8430129300403383,1.0,0.5670863095971399,0.589589163351937,0.7606458862803938,0.3633914597742862,0.47933033980736767,0.7867866198555127,0.6269877995903004,0.8345825304875037,0.3633914597742862,0.5903628169103806,0.6665075390800421,48
1196,20553,0.1826590576547239,0.4338473240034627,0.6329453239805526,0.4832317198363109,0.549988743157612,0.28601864555633,1.0,0.5645745668120159,0.6707866748027669,1.0,0.6977854506069787,0.3612734325007628,0.7789425991309047,0.6467849483079785,0.5051651349733425,0.6176806208073914,0.6638478217100505,0.5333963239920076,0.6467849483079785,0.5899499390561074,0.5765393771311269,49
1345,20145,0.1826590576547239,0.3762765605430279,0.4824986519146431,0.4883595367230778,0.5546468196983385,0.2923119162829819,1.0,0.5115671497257146,0.6060446463335498,1.0,0.8814590678879053,0.5800892864123853,0.7789425991309047,0.725114210224383,0.6057875027714797,0.5588058980296322,0.6670636545408797,0.4293876062288355,0.725114210224383,0.5880319156096449,0.5580196837848265,50
2414,31030,1.0,0.2207730503968454,0.5828769054600584,0.236885221099096,0.3652600928594982,0.3542187459855982,1.0,0.3560749017298349,0.4079990064363982,1.0,0.6148501544906859,0.5997966164814739,0.832611560697172,1.0,0.7618145829173331,0.38203695408311655,0.5912728119888385,0.4018249779284519,1.0,0.5860786474358206,0.512796289207574,51
2084,29004,0.3393034787428914,0.450644663855585,0.5397000541697546,0.3511642069175202,0.4270648445767747,0.293598428137974,1.0,0.3271248708761229,0.4062446083536492,1.0,0.8897089926768322,0.4883419467631447,0.7606458862803938,1.0,0.6195000761158156,0.366684739614886,0.6143654959264537,0.4951723590126698,1.0,0.5860079155027721,0.5127189307213065,52
