CVEGEO,local_I,p_sim,quadrant,cluster
14079,0.1441216802737418,0.199,HH,ns
14080,0.02311335643775697,0.311,LL,ns
14081,0.031769861110259645,0.264,HH,ns
14082,0.04058253989565778,0.45,HH,ns
14083,0.16341209565887596,0.256,HH,ns
14084,-0.09464723278327224,0.2,HL,ns
14085,-0.0020255319480641026,0.344,HL,ns
14086,0.03961109836573439,0.341,LL,ns
14087,0.15647324501736515,0.224,LL,ns
14088,0.13366287998476092,0.201,LL,ns
14089,0.011923819542813921,0.32,HH,ns
14090,0.2577595035606033,0.069,LL,ns
14091,0.008993273027014106,0.493,HH,ns
14092,0.11835666483563467,0.15,HH,ns
14093,0.019416791425591964,0.296,HH,ns
14094,-0.15434331829940912,0.113,HL,ns
14095,0.16580934621336726,0.104,HH,ns
14096,0.08661102743956701,0.058,HH,ns
14097,0.06581461764846241,0.274,HH,ns
14098,0.03830812461266248,0.118,LL,ns
14099,0.42558518191305467,0.059,LL,ns
14100,0.193448626849941,0.174,LL,ns
14101,0.37489751036770685,0.105,LL,ns
14102,0.16439812122449204,0.064,LL,ns
14103,-0.02382726384433192,0.377,HL,ns
14104,0.19532067980035955,0.084,LL,ns
14105,0.12589424096780774,0.212,HH,ns
14106,0.5753427091483735,0.092,LL,ns
14107,-0.023887932195396235,0.161,LH,ns
14108,-0.036122190397243764,0.267,HL,ns
14109,-0.6269672278509654,0.111,HL,ns
14110,0.4010727976073558,0.091,LL,ns
14111,0.017117776110027107,0.343,HH,ns
14112,-0.014271573417843375,0.376,HL,ns
14113,0.11886927395077877,0.194,LL,ns
14114,0.1861226528536172,0.164,HH,ns
14115,0.29217319990425455,0.043,LL,LL
14116,-0.09394290918501984,0.247,HL,ns
14117,0.00040231739828030616,0.294,HH,ns
14118,0.01791270195596903,0.46,HH,ns
14119,0.2905180426315793,0.127,HH,ns
14120,0.06399218689420265,0.299,LL,ns
14121,-0.030597970372976922,0.422,HL,ns
14122,0.14700549329351914,0.281,LL,ns
14123,0.12676155056473015,0.12,HH,ns
14124,0.16579963175385193,0.204,LL,ns
14125,0.16147837470996623,0.364,HH,ns
15001,0.1483182391188911,0.155,HH,ns
15002,0.5110410135773722,0.096,HH,ns
15003,-0.007909129955228486,0.158,LH,ns
15004,0.0038361797909365093,0.488,HH,ns
15005,0.017102609216155976,0.494,HH,ns
15006,0.6152230505521192,0.08,HH,ns
15007,0.22295647318602194,0.121,LL,ns
15008,0.00402645796903363,0.436,HH,ns
15009,0.10378522968527504,0.054,HH,ns
15010,2.411977803254888,0.002,HH,HH
15011,0.27618414181293477,0.064,HH,ns
15012,0.6781354490041027,0.094,HH,ns
15013,-0.003305037685974538,0.499,LH,ns
15014,0.47651226813933983,0.067,HH,ns
15015,0.22692347537451282,0.169,HH,ns
15016,0.4209455795908895,0.01,HH,HH
15017,-0.07509645563016666,0.078,LH,ns
15018,0.12770621992374284,0.172,HH,ns
15019,0.03439665006029,0.052,HH,ns
15020,-0.02662429548596803,0.431,LH,ns
15021,0.008832035148223154,0.405,LL,ns
15022,0.0031040528745407453,0.275,HH,ns
15023,0.667312478370999,0.077,HH,ns
15024,0.21960065277972243,0.112,HH,ns
15025,-0.0554006762737756,0.102,LH,ns
15026,0.04079389667831133,0.157,HH,ns
15027,-0.0829685829215894,0.121,LH,ns
15028,0.2068000448162976,0.103,HH,ns
15029,0.11176796878123198,0.318,HH,ns
15030,0.2385449375224507,0.216,HH,ns
15031,0.012047583541230032,0.268,HH,ns
15032,0.5569489979733073,0.105,LL,ns
15033,-0.10201099412041892,0.184,LH,ns
15034,-0.054535757466537806,0.205,LH,ns
15035,0.8841206782358794,0.003,HH,HH
15036,0.5944866230618274,0.001,HH,HH
15037,0.4386990699928329,0.052,HH,ns
15038,-0.009796534967000772,0.481,LH,ns
15039,-0.06712368845354216,0.133,LH,ns
15040,-0.020434710375310604,0.397,LH,ns
15041,0.560505759115564,0.052,LL,ns
15042,0.2596577111740828,0.202,HH,ns
15043,0.08561665970644639,0.429,HH,ns
15044,-0.0041289272302299,0.224,LH,ns
15045,0.34866187413325944,0.035,HH,HH
15046,-0.0021052530595890477,0.445,HL,ns
15047,-0.10882906128816702,0.198,LH,ns
15048,0.5364121619081539,0.071,HH,ns
15049,0.062592728098877,0.287,HH,ns
15050,0.049274356247999224,0.145,HH,ns
15051,0.33656024087571396,0.097,HH,ns
15052,-0.01916590339930833,0.352,HL,ns
15053,0.030464548399462738,0.118,HH,ns
15054,0.28866954203887896,0.132,HH,ns
15055,0.11471802331759572,0.275,HH,ns
15056,0.06650486409304963,0.227,HH,ns
15057,-0.053033165973136,0.113,LH,ns
15058,0.008695551151866515,0.425,LL,ns
15059,0.2542664147772004,0.176,HH,ns
15060,-0.012023206631761608,0.48,LH,ns
15061,0.42697267377855114,0.113,HH,ns
15062,0.46264726408832624,0.06,HH,ns
15063,-0.043419511406428996,0.339,LH,ns
15064,0.30161001567275747,0.047,HH,HH
15065,-0.01854975551764308,0.034,LH,LH
15066,0.4190260293563326,0.081,LL,ns
15067,0.037321712332906855,0.363,HH,ns
15068,0.3594775723036243,0.102,HH,ns
15069,-0.2000262679197965,0.323,LH,ns
15070,0.05495673079635881,0.457,HH,ns
15071,0.33450021600404434,0.122,HH,ns
15072,0.16992164117911518,0.19,HH,ns
15073,0.2619795970795175,0.04,HH,HH
15074,0.14391938091296452,0.144,HH,ns
15075,0.5003868303124395,0.108,HH,ns
15076,0.39176177526374145,0.177,HH,ns
15077,0.03668274726108449,0.378,LL,ns
15078,0.5267732368404815,0.039,LL,LL
15079,0.8600068591090888,0.051,HH,ns
15080,0.0006687503172445259,0.345,HH,ns
15081,0.17551478749647775,0.029,HH,HH
15082,-0.040923276451116306,0.304,HL,ns
15083,0.1782657015794313,0.263,HH,ns
15084,0.7601884271175913,0.008,HH,HH
15085,0.6372559976872901,0.091,HH,ns
15086,0.13737083256741328,0.245,LL,ns
15087,0.009962052400491339,0.433,HH,ns
15088,0.014981195633722822,0.46,HH,ns
15089,0.1656322367131944,0.325,HH,ns
15090,0.04014342500835353,0.362,HH,ns
15091,0.36447732584886006,0.072,HH,ns
15092,0.5427371545600752,0.059,HH,ns
15093,0.010225521550839712,0.043,HH,HH
15094,0.165189844578584,0.262,HH,ns
15095,0.25963649162891683,0.045,HH,HH
15096,1.3703105529081308,0.001,HH,HH
15097,-0.01115443823223161,0.325,HL,ns
15098,0.22009312253192703,0.089,HH,ns
15099,0.05012154475005239,0.334,HH,ns
15100,0.900084815457576,0.079,HH,ns
15101,0.2723772910966044,0.019,HH,HH
15102,0.03680384897585942,0.185,HH,ns
15103,0.15713062078789627,0.114,HH,ns
15104,0.02908807482694336,0.444,HH,ns
15105,4.171215668104064e-06,0.454,LL,ns
15106,-0.048732658911668,0.077,LH,ns
15107,0.04069136001716411,0.436,HH,ns
15108,0.11444538564375689,0.279,HH,ns
15109,0.017166492600438888,0.192,HH,ns
15110,0.19640117507838414,0.071,LL,ns
15111,0.3986625709336673,0.15,LL,ns
15112,0.022957825104626715,0.322,HH,ns
15113,-0.004135328586108089,0.494,LH,ns
15114,0.04054222515890402,0.33,LL,ns
15115,0.02314205448290272,0.261,HH,ns
15116,-0.05413068506306715,0.218,HL,ns
15117,0.00788261850846804,0.491,HH,ns
15118,0.006877026578850513,0.324,LL,ns
15119,-0.0020636197682505518,0.442,HL,ns
15120,0.33336616156068016,0.007,HH,HH
15121,0.06479054098276811,0.336,HH,ns
15122,0.12325428067009526,0.306,HH,ns
15123,-0.03169303432917145,0.095,HL,ns
15124,-0.020078096851480248,0.25,LH,ns
15125,0.08994931807996473,0.366,HH,ns
16001,0.04827060819406744,0.325,HH,ns
16002,0.21630255947272306,0.155,LL,ns
16003,0.3761994581323165,0.076,HH,ns
16004,-0.009479225286966585,0.229,LH,ns
16005,0.16553130309994316,0.265,HH,ns
16006,0.0015928142130468947,0.379,LL,ns
16007,-0.0030109334313141722,0.085,LH,ns
16008,0.7922995023058933,0.116,LL,ns
16009,0.16743973921854768,0.245,HH,ns
16010,-0.14234132199110025,0.099,HL,ns
16011,-0.10434019612581694,0.003,LH,LH
16012,-0.010238327020543454,0.167,HL,ns
16013,0.05160472060057069,0.26,LL,ns
16014,0.7164731794570687,0.04,LL,LL
16015,0.6820445823260504,0.055,LL,ns
16016,0.37900515709684385,0.169,HH,ns
16017,0.17828033977424604,0.111,HH,ns
16018,-0.036989899790207066,0.36,LH,ns
16019,0.0008870996465444539,0.44,LL,ns
16020,0.21495494259176956,0.168,HH,ns
16021,0.1603602377763717,0.216,HH,ns
16022,0.06038809880596353,0.373,HH,ns
16023,0.2969604675680748,0.167,HH,ns
16024,0.2309952923964638,0.027,HH,HH
16025,0.14656484887262328,0.05,HH,ns
16026,1.15331759636602,0.048,LL,LL
16027,0.007904799644510572,0.283,LL,ns
16028,-0.20844300105157887,0.305,LH,ns
16029,0.03104245515361273,0.345,LL,ns
16030,0.15013443121246714,0.248,HH,ns
16031,0.004003551959265182,0.412,LL,ns
16032,0.13307918876951955,0.001,HH,HH
16033,0.1354500239209801,0.23,HH,ns
16034,0.007035808520732613,0.42,LL,ns
16035,0.03535799103170902,0.409,HH,ns
16036,0.0006846826293026852,0.453,HH,ns
16037,-0.042706910862106894,0.425,LH,ns
16038,0.12685886924659767,0.123,LL,ns
16039,0.16490100899438437,0.084,HH,ns
16040,0.057173364003350075,0.446,HH,ns
16041,0.1381292509175508,0.331,HH,ns
16042,0.3056830851667777,0.011,HH,HH
16043,-0.013235303880204437,0.474,LH,ns
16044,0.08966499656482915,0.107,HH,ns
16045,0.05023122414556249,0.22,HH,ns
16046,0.25807688786434796,0.06,LL,ns
16047,0.08057507025080282,0.295,LL,ns
16048,0.24520137799631533,0.272,HH,ns
16049,0.024352606456469805,0.246,LL,ns
16050,0.11732507705259865,0.208,HH,ns
16051,0.07989916340750933,0.452,HH,ns
16052,-0.2989903254161386,0.108,HL,ns
16053,-0.08587562268413829,0.113,LH,ns
16054,-0.015083705127809596,0.495,LH,ns
16055,0.4403937124264874,0.161,HH,ns
16056,0.6383168624001713,0.027,HH,HH
16057,0.005407334282506357,0.433,LL,ns
16058,0.007883760756525434,0.473,HH,ns
16059,-0.5475927043542376,0.084,LH,ns
16060,-0.04506684418441572,0.151,LH,ns
16061,0.11655002011664131,0.368,HH,ns
16062,0.19192331326710735,0.053,HH,ns
16063,0.22156970093595663,0.145,HH,ns
16064,0.21411211500176547,0.258,HH,ns
16065,0.3386942351448016,0.124,HH,ns
16066,0.4643806079477823,0.073,HH,ns
16067,-0.00015979663161927267,0.405,LH,ns
16068,0.011750932361377356,0.266,LL,ns
16069,0.19677217694989793,0.345,HH,ns
16070,0.15725265152336715,0.308,HH,ns
16071,0.032854424265507304,0.443,HH,ns
16072,0.00636070706524186,0.441,LL,ns
16073,0.4533443196156307,0.146,HH,ns
16074,0.11850575206928175,0.112,HH,ns
16075,0.012440120501932276,0.496,HH,ns
16076,0.09392458663482742,0.278,HH,ns
16077,0.159751249790135,0.218,LL,ns
16078,0.30599962597932284,0.183,HH,ns
16079,0.8393849436405524,0.014,HH,HH
16080,0.1936222317021465,0.15,HH,ns
16081,0.7958447049712999,0.117,LL,ns
16082,0.09331814661397858,0.15,HH,ns
16083,-0.14355506502532128,0.214,LH,ns
16084,0.04671622682334356,0.249,HH,ns
16085,-0.021577919712042808,0.379,LH,ns
16086,0.8373285580609598,0.004,HH,HH
16087,0.3685112002621702,0.186,HH,ns
16088,0.06800116412643861,0.266,HH,ns
16089,0.18545833166203185,0.085,LL,ns
16090,0.7888734329647644,0.034,HH,HH
16091,0.0034602488008537743,0.217,HH,ns
16092,0.17178401917392427,0.145,LL,ns
16093,0.24857990157944493,0.198,HH,ns
16094,-0.22846876109258307,0.22,LH,ns
16095,-0.06244665533827753,0.306,HL,ns
16096,0.11944288753100485,0.285,LL,ns
16097,-0.000891911987762559,0.479,LH,ns
16098,0.03747158700035129,0.426,HH,ns
16099,0.3204720015160743,0.073,LL,ns
16100,0.46583522009496037,0.103,HH,ns
16101,0.08621676452143448,0.299,LL,ns
16102,0.20346661105150274,0.045,HH,HH
16103,-0.10220145015487342,0.09,LH,ns
16104,0.15951693406648068,0.331,HH,ns
16105,1.042562403735106,0.086,HH,ns
16106,0.6190360101067477,0.062,HH,ns
16107,0.5085287967480834,0.157,HH,ns
16108,0.02077342879912502,0.43,HH,ns
16109,0.0034509557678322656,0.48,HH,ns
16110,0.06794207864623984,0.263,HH,ns
16111,0.5520943773088015,0.019,HH,HH
16112,0.02792741320501475,0.083,LL,ns
16113,0.023378510289842933,0.298,HH,ns
17001,-0.08151149186062769,0.281,HL,ns
17002,0.12854884197385347,0.271,HH,ns
17003,0.04672092891994527,0.428,HH,ns
17004,0.07818897850415961,0.314,HH,ns
17005,-0.039809310136818585,0.496,LH,ns
17006,-0.06824343560312683,0.195,LH,ns
17007,-0.06298528314405603,0.451,LH,ns
17008,0.0007365926724488839,0.451,HH,ns
17009,0.00016222706092115116,0.484,HH,ns
17010,-0.04965071352979412,0.211,LH,ns
17011,-0.06131909752260888,0.323,HL,ns
17012,-0.05504623353095485,0.183,LH,ns
17013,0.13421905871519738,0.231,HH,ns
17014,0.09453333314055419,0.3,LL,ns
17015,-0.02293277453756814,0.141,HL,ns
17016,-0.01982589417752359,0.275,LH,ns
17017,0.022957252377626757,0.451,HH,ns
17018,-0.00021381836557368114,0.456,LH,ns
17019,0.10375940951109243,0.366,HH,ns
17020,-0.018497256927335046,0.361,HL,ns
17021,0.24848024156608509,0.192,LL,ns
17022,-0.023645841290169094,0.361,LH,ns
17023,0.0059758603468654005,0.447,HH,ns
17024,0.0954546548319564,0.218,HH,ns
17025,-0.012894648198722472,0.353,LH,ns
17026,-0.005426080483039438,0.467,LH,ns
17027,-0.013767194390132086,0.275,LH,ns
17028,0.12004639345914267,0.289,HH,ns
17029,-0.10559528541823805,0.273,LH,ns
17030,0.29570966491310235,0.182,HH,ns
17031,0.13112671177672555,0.322,HH,ns
17032,0.10009345763020712,0.231,HH,ns
17033,0.09866511447301059,0.134,HH,ns
17034,-0.01763695437800734,0.368,LH,ns
17035,0.1860576777364883,0.288,HH,ns
17036,0.015523191481476187,0.454,HH,ns
18001,-0.2595715569854543,0.151,HL,ns
18002,0.09462445887146112,0.395,HH,ns
18003,-0.005019999196904701,0.362,LH,ns
18004,-0.014006422649970414,0.47,LH,ns
18005,0.11222609569902343,0.347,LL,ns
18006,0.04680105835220115,0.467,HH,ns
18007,0.0053715915492398,0.287,HH,ns
18008,-0.0028128602573784986,0.448,HL,ns
18009,0.08425187865412598,0.188,LL,ns
18010,-0.02481352583703021,0.384,LH,ns
18011,-0.1998386345970128,0.184,HL,ns
18012,0.03354640955726497,0.389,LL,ns
18013,0.008025039913649478,0.412,HH,ns
18014,0.049151039525970885,0.395,HH,ns
18015,-0.044364420983453064,0.494,LH,ns
18016,-0.002051721277071661,0.42,HL,ns
18017,-0.09520257050394013,0.335,HL,ns
18018,0.02171528516732322,0.369,LL,ns
18019,0.06484027755750223,0.323,LL,ns
18020,-0.04208893621773388,0.164,HL,ns
19001,1.4406443976021264,0.013,HH,HH
19002,0.03221840712896249,0.056,LL,ns
19003,6.009483358097572,0.02,LL,LL
19004,-0.054025908638506155,0.408,LH,ns
19005,-0.7558894645189754,0.003,HL,HL
19006,1.4773126796089173,0.001,HH,HH
19007,0.5718284825164701,0.063,LL,ns
19008,0.14639307580768526,0.188,LL,ns
19009,0.1319137864802668,0.339,HH,ns
19010,1.20642110940753,0.015,HH,HH
19011,0.16034948073044408,0.114,LL,ns
19012,-0.018872734791451334,0.456,HL,ns
19013,0.5827580055956064,0.005,LL,LL
19014,-0.04642448759630903,0.111,HL,ns
19015,2.8931461177354265,0.007,LL,LL
19016,0.12395004181258885,0.253,HH,ns
19017,0.19348606585053216,0.108,LL,ns
19018,0.3449855796802259,0.108,HH,ns
19019,0.6340462051350639,0.24,HH,ns
19020,0.14516616989534065,0.17,LL,ns
19021,1.3517360720695764,0.001,HH,HH
19022,0.030738343140853035,0.496,HH,ns
19023,2.1867121008356105,0.004,LL,LL
19024,0.48913218500741273,0.125,LL,ns
19025,0.47613514821842756,0.109,HH,ns
19026,1.013173435884335,0.014,HH,HH
19027,1.2373603276693361,0.004,LL,LL
19028,-0.8604786177522589,0.09,LH,ns
19029,0.34269084966604685,0.178,HH,ns
19030,0.31836849861772676,0.046,LL,LL
19031,0.3814541325234398,0.013,HH,HH
19032,-0.15189158668462677,0.005,HL,HL
19033,-0.3930372901991559,0.07,HL,ns
19034,0.052195414925203285,0.468,HH,ns
19035,1.3203077620410506,0.064,LL,ns
19036,0.2732448043286982,0.147,LL,ns
19037,-0.015941688740065057,0.474,LH,ns
19038,-0.010090757444073,0.4,HL,ns
19039,0.27934679458592665,0.003,HH,HH
19040,1.200634048246022,0.037,LL,LL
19041,0.586255587635178,0.016,HH,HH
19042,-0.021485504917060853,0.413,LH,ns
19043,0.17793327135766482,0.365,LL,ns
19044,-0.13714456403409525,0.263,HL,ns
19045,0.21019242362413476,0.049,HH,HH
19046,1.8509052440644795,0.012,HH,HH
19047,0.6776919380831383,0.011,HH,HH
19048,0.16825454732282755,0.256,HH,ns
19049,0.027620767203019352,0.388,LL,ns
19050,0.37678693653928325,0.289,LL,ns
19051,0.03884420342329874,0.423,HH,ns
20001,1.104122428702796,0.034,LL,LL
20002,0.9008616445813232,0.023,HH,HH
20003,0.5484038238148935,0.068,LL,ns
20004,0.4682843969130903,0.078,LL,ns
20005,2.827094648536532,0.001,HH,HH
20006,-0.3481234205023507,0.005,HL,HL
20007,-0.27681563078138316,0.234,LH,ns
20008,0.07020012190856133,0.311,LL,ns
20009,-0.01399446336126372,0.087,HL,ns
20010,2.2080983894739985,0.001,HH,HH
20011,2.172949956119298,0.026,LL,LL
20012,0.009996070808419485,0.494,HH,ns
20013,0.5819377342426695,0.056,HH,ns
20014,3.475491980986946,0.001,HH,HH
20015,0.018901352268353117,0.479,HH,ns
20016,0.01570360502348536,0.313,LL,ns
20017,0.1690752291336108,0.158,LL,ns
20018,0.23411696448079822,0.1,LL,ns
20019,0.44581684572468927,0.041,LL,LL
20020,0.02293624484992687,0.449,LL,ns
20021,0.9848692356964638,0.035,HH,HH
20022,0.036444134758946985,0.337,LL,ns
20023,-0.43573808265404346,0.15,HL,ns
20024,-0.018117234363786948,0.226,HL,ns
20025,0.26602390224927736,0.331,HH,ns
20026,0.09569942871402143,0.007,LL,LL
20027,-0.22110560515144198,0.169,HL,ns
20028,-0.020957273580733345,0.139,HL,ns
20029,-0.0890522637497257,0.217,LH,ns
20030,4.347954709354772,0.001,HH,HH
20031,0.1388869987835547,0.135,LL,ns
20032,0.2714013264323732,0.27,LL,ns
20033,1.0629275445428694,0.011,HH,HH
20034,0.283630219936906,0.126,LL,ns
20035,0.4843398185247993,0.125,LL,ns
20036,0.10100259194195842,0.407,HH,ns
20037,0.02636808890727444,0.456,LL,ns
20038,-0.2020821208422407,0.147,HL,ns
20039,-0.06587768912481731,0.163,HL,ns
20040,0.09698245263070698,0.257,HH,ns
20041,0.14779061652551584,0.333,HH,ns
20042,0.05272795283456066,0.001,LL,LL
20043,3.581438280578061,0.001,HH,HH
20044,0.7359561180866597,0.063,HH,ns
20045,1.0890953931214336,0.039,HH,HH
20046,0.23054064112329975,0.088,LL,ns
20047,1.2754713763332084,0.032,LL,LL
20048,9.662105061802587,0.004,LL,LL
20049,-0.07359805528035916,0.46,LH,ns
20050,0.8900418087834595,0.005,LL,LL
20051,1.1309167846915846,0.002,HH,HH
20052,-0.01714901896356231,0.179,HL,ns
20053,1.958429356610379,0.001,HH,HH
20054,0.287281742150282,0.181,LL,ns
20055,0.25660476777408975,0.002,LL,LL
20056,0.026285037197787672,0.332,HH,ns
20057,0.6224153490389269,0.009,HH,HH
20058,0.0046541922863900095,0.174,HH,ns
20059,-0.0023930547183466213,0.201,HL,ns
20060,-0.027188265957548915,0.486,LH,ns
20061,-0.14733729054595035,0.408,LH,ns
20062,0.732765327368046,0.134,LL,ns
20063,0.3199954857722743,0.074,HH,ns
20064,0.1880151744936868,0.148,LL,ns
20065,0.882270436573424,0.073,LL,ns
20066,2.0166473167543257,0.001,HH,HH
20067,1.1163294291508379,0.001,HH,HH
20068,0.21236350742275767,0.137,HH,ns
20069,0.7112726926812096,0.118,LL,ns
20070,0.29258244882211365,0.219,HH,ns
20071,-0.04922276066110147,0.075,HL,ns
20072,-0.0015275393612940538,0.437,HL,ns
20073,0.08092036286294231,0.005,LL,LL
20074,0.8745707276895208,0.036,LL,LL
20075,0.7628570631497575,0.005,HH,HH
20076,0.14468349797539504,0.225,LL,ns
20077,0.62139863702495,0.008,HH,HH
20078,0.9585366081812557,0.001,HH,HH
20079,2.5042421677376985,0.005,HH,HH
20080,0.03523602123101152,0.26,LL,ns
20081,0.4314451486231013,0.143,LL,ns
20082,-0.031093716454696774,0.49,LH,ns
20083,0.2098475371623494,0.048,HH,HH
20084,0.2038195565429029,0.144,HH,ns
20085,0.035058002366473634,0.294,LL,ns
20086,1.1558067589210332,0.027,LL,LL
20087,2.469405308055143,0.001,HH,HH
20088,0.3456343097923636,0.105,LL,ns
20089,-0.026074622013555673,0.436,LH,ns
20090,-0.007801647525737585,0.16,LH,ns
20091,1.0340422720881903,0.002,HH,HH
20092,0.20866308117260032,0.144,LL,ns
20093,2.2757352269136697,0.043,LL,LL
20094,0.41133083707547796,0.151,LL,ns
20095,-0.020008150423854718,0.224,HL,ns
20096,0.33624827353974185,0.169,LL,ns
20097,0.43048244888958925,0.005,LL,LL
20098,0.008695084956932218,0.361,LL,ns
20099,1.9087844748938985,0.046,LL,LL
20100,1.3509664776227464,0.048,LL,LL
20101,3.537567545430002e-05,0.485,HH,ns
20102,0.12479039506866861,0.133,HH,ns
20103,0.5591720556337663,0.058,HH,ns
20104,0.26073564531542165,0.085,LL,ns
20105,0.29983702670603224,0.153,LL,ns
20106,0.556682010278522,0.187,LL,ns
20107,0.8224940204072273,0.001,HH,HH
20108,0.873889081638904,0.007,LL,LL
20109,-0.327196062237758,0.027,LH,LH
20110,1.5364335354211283,0.054,LL,ns
20111,0.09377566683506056,0.279,HH,ns
20112,0.4486847564350237,0.014,HH,HH
20113,0.11519358588275469,0.199,LL,ns
20114,0.7021105691956148,0.121,LL,ns
20115,0.2595760697056854,0.017,HH,HH
20116,0.08948384464001484,0.197,HH,ns
20117,0.03345319270641527,0.4,LL,ns
20118,0.5190293318401487,0.021,HH,HH
20119,0.9489098535783377,0.018,LL,LL
20120,1.4296775474403522,0.057,LL,ns
20121,0.8650727353013067,0.049,LL,LL
20122,0.1555716600000766,0.07,LL,ns
20123,0.1573266848084562,0.03,LL,LL
20124,5.151586112301467,0.001,HH,HH
20125,0.8238346791993229,0.003,LL,LL
20126,-0.14631549997757343,0.125,HL,ns
20127,0.9346170058052936,0.051,LL,ns
20128,0.47269763389375175,0.135,LL,ns
20129,0.011173132702949232,0.443,LL,ns
20130,2.8709742039613086,0.001,HH,HH
20131,0.4449477073791074,0.091,HH,ns
20132,-0.011766843181702354,0.283,LH,ns
20133,1.2440012464267347,0.01,LL,LL
20134,0.4374557613887158,0.1,HH,ns
20135,-0.6082754293496694,0.034,HL,HL
20136,-0.057459908884170886,0.209,HL,ns
20137,1.4915108737537288,0.021,LL,LL
20138,0.007763494790880276,0.432,LL,ns
20139,0.4272406726119993,0.165,LL,ns
20140,1.8964794448603914,0.005,LL,LL
20141,1.78149132002782,0.001,HH,HH
20142,-0.014969834397592073,0.443,HL,ns
20143,1.6944099245447843,0.001,HH,HH
20144,0.19647078659896638,0.06,LL,ns
20145,2.0961707382285852,0.001,HH,HH
20146,0.08566820566412765,0.286,HH,ns
20147,1.327272056649715,0.021,LL,LL
20148,4.737875943108997,0.013,LL,LL
20149,0.09268375712473326,0.239,LL,ns
20150,-0.14157076662979556,0.32,HL,ns
20151,0.643064380456888,0.015,LL,LL
20152,0.5390130857216943,0.077,LL,ns
20153,-0.014406731709064712,0.448,HL,ns
20154,-0.051797049509964076,0.476,LH,ns
20155,0.09824194749892981,0.242,LL,ns
20156,0.500330919300705,0.002,LL,LL
20157,1.1305104458196817,0.082,HH,ns
20158,1.7185302684190977,0.038,LL,LL
20159,0.0451923234792322,0.426,LL,ns
20160,-0.001395468584388901,0.431,HL,ns
20161,0.19008579343277676,0.134,LL,ns
20162,-0.11654769967727377,0.076,LH,ns
20163,-0.040205562504686404,0.389,HL,ns
20164,0.230676038819908,0.088,LL,ns
20165,0.01695350616546226,0.32,LL,ns
20166,0.1861848351878558,0.199,HH,ns
20167,0.05366895700169989,0.285,LL,ns
20168,-0.007501283774332066,0.49,LH,ns
20169,-0.008787887868109114,0.301,LH,ns
20170,-0.05710973767188048,0.09,HL,ns
20171,0.08396231581162479,0.089,HH,ns
20172,3.630283395778209,0.002,LL,LL
20173,0.49401303979786537,0.049,LL,LL
20174,-0.04655118069486816,0.111,LH,ns
20175,0.9790174017503095,0.062,LL,ns
20176,0.021119239382318314,0.103,LL,ns
20177,-0.17300656852778296,0.015,HL,HL
20178,0.41082015267698174,0.12,HH,ns
20179,0.0809926882665269,0.383,LL,ns
20180,0.06738401284032634,0.347,HH,ns
20181,0.821863078338824,0.091,LL,ns
20182,0.030779720708834613,0.254,LL,ns
20183,0.46106065181115286,0.007,LL,LL
20184,0.7906484865148526,0.005,HH,HH
20185,0.03103741102062634,0.304,HH,ns
20186,1.527820811477649,0.058,LL,ns
20187,-0.1877728898007096,0.155,LH,ns
20188,0.007044196529327042,0.48,HH,ns
20189,1.4690342252802806,0.023,LL,LL
20190,-0.001407528744008517,0.455,HL,ns
20191,0.38082259318895506,0.199,LL,ns
20192,0.1844912541459005,0.076,HH,ns
20193,0.011696667392995054,0.128,HH,ns
20194,0.3315318805381626,0.171,HH,ns
20195,1.0287550901490534,0.04,LL,LL
20196,0.4925775990628237,0.087,LL,ns
20197,1.40655889674863,0.001,HH,HH
20198,0.7414213810884167,0.097,HH,ns
20199,2.532129198977769,0.023,LL,LL
20200,0.2960559168934655,0.045,LL,LL
20201,1.9232265345271868,0.004,LL,LL
20202,0.08005872992971765,0.381,HH,ns
20203,-0.08919031946837519,0.279,LH,ns
20204,0.6915784593145244,0.072,LL,ns
20205,0.5422705542917662,0.07,LL,ns
20206,0.21214713115479453,0.237,HH,ns
20207,-0.07490810284376097,0.319,LH,ns
20208,0.3163566655938044,0.042,LL,LL
20209,0.7666975307317079,0.059,LL,ns
20210,1.5676107070236063,0.019,LL,LL
20211,3.0651580961058897,0.004,LL,LL
20212,1.7284018921904003,0.055,LL,ns
20213,0.45944651419024535,0.097,LL,ns
20214,0.46531083676471346,0.007,LL,LL
20215,0.3213213577525243,0.031,LL,LL
20216,0.7230946186397693,0.109,LL,ns
20217,0.9512196626443943,0.04,LL,LL
20218,0.6542951502034265,0.056,LL,ns
20219,0.8373313246777848,0.01,HH,HH
20220,1.4534422832535927,0.04,LL,LL
20221,2.099410430518431,0.003,LL,LL
20222,0.7765300602737452,0.04,LL,LL
20223,1.2474811500121952,0.041,LL,LL
20224,0.1235203211938139,0.226,LL,ns
20225,0.038906993505831225,0.329,HH,ns
20226,0.2661580874694512,0.043,HH,HH
20227,0.8445717290981372,0.039,HH,HH
20228,1.31159829230382e-05,0.474,HH,ns
20229,0.2605806970821313,0.17,LL,ns
20230,0.7783064409526594,0.236,LL,ns
20231,1.052953162897037,0.078,LL,ns
20232,0.314879276523337,0.135,HH,ns
20233,0.40103577750715763,0.047,HH,HH
20234,-0.08103044598013176,0.078,LH,ns
20235,0.026636592428986743,0.484,HH,ns
20236,1.229520160963014,0.047,LL,LL
20237,0.011231479585043207,0.19,LL,ns
