CVEGEO,local_I,p_sim,quadrant,cluster
14082,0.02391655318731406,0.451,HH,ns
14083,0.8481122640680082,0.016,HH,HH
14084,-0.005616218849212256,0.284,HL,ns
14085,8.350891288015091e-05,0.321,LL,ns
14086,0.11116428750889847,0.215,LL,ns
14087,0.20562407501737073,0.235,LL,ns
14088,0.19832471948906766,0.14,LL,ns
14089,-0.004706490091874516,0.488,LH,ns
14090,0.5243339650239635,0.037,LL,LL
14091,0.044299991956854474,0.234,HH,ns
14092,0.0017297362434603052,0.243,HH,ns
14093,0.07437438209206379,0.326,HH,ns
14094,-0.13925157538648486,0.215,HL,ns
14095,0.11442470341053641,0.06,HH,ns
14096,0.07700954606443534,0.115,HH,ns
14097,1.8272366678314587,0.004,HH,HH
14098,2.1563527321085725,0.005,HH,HH
14099,0.4938201439633623,0.057,LL,ns
14100,0.30282157036231083,0.093,LL,ns
14101,0.3241005923201392,0.052,HH,ns
14102,0.3663190728527731,0.031,LL,LL
14103,0.00024378802712134758,0.48,HH,ns
14104,0.41600285716289714,0.072,LL,ns
14105,0.17540188446167757,0.096,HH,ns
14106,0.7406522638771127,0.084,LL,ns
14107,-0.05872775830035623,0.224,LH,ns
14108,-0.027083141775036422,0.381,HL,ns
14109,1.013670739064184,0.008,HH,HH
14110,0.4784304663242892,0.071,LL,ns
14111,-0.017286592938283857,0.353,LH,ns
14112,0.04457992073653468,0.296,LL,ns
14113,0.1376164822446002,0.217,LL,ns
14114,0.2081857021310616,0.127,HH,ns
14115,0.5818620122674867,0.011,LL,LL
14116,0.07113493537602247,0.146,HH,ns
14117,-0.028733988298458323,0.426,LH,ns
14118,-0.00564504818980472,0.454,HL,ns
14119,0.2040095596057047,0.223,HH,ns
14120,0.8821321139726324,0.031,HH,HH
14121,0.019833827390897476,0.473,HH,ns
14122,0.17391842946007788,0.321,LL,ns
14123,0.22988023536323168,0.053,HH,ns
14124,-0.05834156597187781,0.265,LH,ns
14125,0.15254671443176254,0.227,HH,ns
15001,0.4883377697520749,0.048,HH,HH
15002,2.6391651809323156,0.001,HH,HH
15003,0.23576627497626612,0.014,HH,HH
15004,0.002825251239401772,0.411,LL,ns
15005,0.9138610700653397,0.015,HH,HH
15006,0.6292964950008183,0.068,HH,ns
15007,0.017112534698013448,0.454,LL,ns
15008,0.0034079116757900593,0.487,LL,ns
15009,0.4463806347907775,0.032,HH,HH
15010,2.8165471366739094,0.004,HH,HH
15011,1.5498304201394315,0.001,HH,HH
15012,0.8478892728516328,0.07,HH,ns
15013,1.926107522683891,0.001,HH,HH
15014,1.213337688545702,0.031,HH,HH
15015,0.29190326498695307,0.137,HH,ns
15016,1.0049147480879566,0.002,HH,HH
15017,-0.1657140425245502,0.042,LH,LH
15018,0.6699319987582673,0.003,HH,HH
15019,0.3712143766314011,0.008,HH,HH
15020,1.7110881188302582,0.001,HH,HH
15021,-0.015896425415563416,0.371,LH,ns
15022,0.17755878674281633,0.052,HH,ns
15023,2.5481606062735747,0.002,HH,HH
15024,2.2837771817947816,0.001,HH,HH
15025,1.3808376329912215,0.003,HH,HH
15026,0.08791168997461758,0.057,HH,ns
15027,-0.0857483391830105,0.014,LH,LH
15028,0.673656239448979,0.007,HH,HH
15029,2.2640009903265006,0.002,HH,HH
15030,0.9814844344724205,0.032,HH,HH
15031,2.8417612592218875,0.002,HH,HH
15032,0.28046606422316206,0.258,LL,ns
15033,3.828859951748254,0.001,HH,HH
15034,-0.13387834487326353,0.137,LH,ns
15035,3.245746255056678,0.001,HH,HH
15036,1.0201122759746213,0.001,HH,HH
15037,3.343582157733548,0.001,HH,HH
15038,-0.16233921992734676,0.046,LH,LH
15039,1.483592066832969,0.001,HH,HH
15040,0.0023688453166183735,0.423,HH,ns
15041,0.49463938539130053,0.09,LL,ns
15042,1.0386295031256936,0.047,HH,HH
15043,0.6654204803852046,0.027,HH,HH
15044,0.40296801744874516,0.001,HH,HH
15045,0.9331505196071959,0.015,HH,HH
15046,0.19603924175593132,0.022,HH,HH
15047,-0.05688468323828892,0.018,LH,LH
15048,1.2484868609499904,0.01,HH,HH
15049,0.10242303336565366,0.101,HH,ns
15050,0.13614353118728517,0.048,HH,HH
15051,2.4322869463410686,0.001,HH,HH
15052,-0.0013491861846711473,0.498,HL,ns
15053,0.7246187268599823,0.009,HH,HH
15054,2.299627011469908,0.002,HH,HH
15055,0.40797518777515795,0.059,HH,ns
15056,0.15428641950271246,0.083,HH,ns
15057,3.4858317318242316,0.001,HH,HH
15058,2.5455517179947287,0.001,HH,HH
15059,1.6381422509578742,0.001,HH,HH
15060,0.8093337199131595,0.014,HH,HH
15061,0.8438137017245192,0.056,HH,ns
15062,2.185088893569967,0.001,HH,HH
15063,-0.021039411115582166,0.031,LH,LH
15064,0.50427884916698,0.023,HH,HH
15065,0.3942822972126407,0.009,HH,HH
15066,0.5499857109384487,0.073,LL,ns
15067,0.5924114077364403,0.016,HH,HH
15068,0.5730832214852737,0.054,HH,ns
15069,-0.6553026044551407,0.067,LH,ns
15070,3.345245729879603,0.001,HH,HH
15071,0.9548487768628482,0.017,HH,HH
15072,0.19197260421948015,0.126,HH,ns
15073,0.3900314471326999,0.038,HH,HH
15074,0.532132210012273,0.021,HH,HH
15075,1.167106794788327,0.023,HH,HH
15076,3.109297405648611,0.002,HH,HH
15077,0.039133100009287894,0.452,LL,ns
15078,0.6575338989889742,0.05,LL,ns
15079,1.7703750242761065,0.009,HH,HH
15080,-0.006046942483515922,0.471,LH,ns
15081,2.808374087098009,0.001,HH,HH
15082,-0.13275723437905848,0.186,HL,ns
15083,0.4663601693710799,0.065,HH,ns
15084,1.7663444624882558,0.001,HH,HH
15085,1.313538705190411,0.018,HH,HH
15086,0.07478608551472059,0.352,LL,ns
15087,0.4784831697958581,0.009,HH,HH
15088,0.1571028757651601,0.291,HH,ns
15089,0.43094956843672355,0.099,HH,ns
15090,0.4284850323709657,0.037,HH,HH
15091,2.085902849206118,0.004,HH,HH
15092,1.8498708396627097,0.004,HH,HH
15093,0.2144633868606201,0.003,HH,HH
15094,0.2019432374796249,0.244,HH,ns
15095,1.8788579636645635,0.001,HH,HH
15096,2.3791724178146674,0.001,HH,HH
15097,0.00435199253013189,0.324,LL,ns
15098,0.09378399973966427,0.047,HH,HH
15099,1.5163532260821633,0.001,HH,HH
15100,1.9958824269674786,0.02,HH,HH
15101,0.9292360196911345,0.003,HH,HH
15102,0.03177205071904384,0.043,HH,HH
15103,0.5653351862062781,0.007,HH,HH
15104,5.5208036472617374,0.001,HH,HH
15105,0.05887913973041723,0.333,LL,ns
15106,2.6432982870355826,0.001,HH,HH
15107,0.025412704922337537,0.432,HH,ns
15108,1.6564983784682619,0.004,HH,HH
15109,2.5983398637777704,0.001,HH,HH
15110,-0.04286822325428851,0.042,HL,HL
15111,0.10923686751964135,0.376,LL,ns
15112,0.19423721162564325,0.04,HH,HH
15113,0.025208063698924005,0.27,HH,ns
15114,0.009216986519556276,0.376,HH,ns
15115,0.5651353016528697,0.007,HH,HH
15116,0.0477534244381333,0.287,LL,ns
15117,0.010383459790787475,0.365,LL,ns
15118,0.39050011500044424,0.094,HH,ns
15119,-0.0022871126994034167,0.38,LH,ns
15120,2.33572013625476,0.001,HH,HH
15121,3.8210988031632582,0.001,HH,HH
15122,3.4965456445393612,0.001,HH,HH
15123,0.12369749681108023,0.067,LL,ns
15124,0.026239775725181717,0.165,HH,ns
15125,1.0015651832726495,0.001,HH,HH
16001,0.16302569971755027,0.028,HH,HH
16002,0.1925097061521949,0.28,LL,ns
16003,0.5955664033026064,0.027,HH,HH
16004,-0.08733311260260858,0.13,LH,ns
16005,0.03801679685656209,0.381,HH,ns
16006,-0.12314791511229385,0.364,HL,ns
16007,-0.11188625291586628,0.178,LH,ns
16008,0.3869792031342006,0.286,LL,ns
16009,0.21819226880341494,0.205,HH,ns
16010,-0.1784971705009574,0.117,HL,ns
16011,-0.28665350428151926,0.017,LH,LH
16012,-0.03320756498637108,0.274,HL,ns
16013,0.20064540474072248,0.244,LL,ns
16014,0.37815968653307946,0.14,LL,ns
16015,0.7022518707133326,0.021,LL,LL
16016,0.671415347561515,0.036,HH,HH
16017,0.25791903914032116,0.062,HH,ns
16018,-0.09181987446118259,0.065,LH,ns
16019,0.005076053858032239,0.454,LL,ns
16020,0.38917664208457753,0.095,HH,ns
16021,0.12232739811316579,0.064,HH,ns
16022,0.34989516272337556,0.058,HH,ns
16023,0.2980983499565745,0.135,HH,ns
16024,0.05565516362096974,0.034,HH,HH
16025,0.20205582762709812,0.087,HH,ns
16026,0.8282524424362204,0.096,LL,ns
16027,-0.035007265674746144,0.326,LH,ns
16028,-0.22713793868870885,0.263,LH,ns
16029,0.1036461462183101,0.324,LL,ns
16030,0.3154853394819788,0.122,HH,ns
16031,-0.054104327090899025,0.29,LH,ns
16032,0.003803535005199828,0.002,HH,HH
16033,0.20219132971990794,0.101,HH,ns
16034,0.0019265074095130511,0.47,HH,ns
16035,0.022068677083513198,0.345,HH,ns
16036,0.01390075701077961,0.33,HH,ns
16037,-0.18989207655912627,0.156,LH,ns
16038,0.07094135567826262,0.079,LL,ns
16039,0.17277300716369814,0.006,HH,HH
16040,0.1201377040618507,0.336,HH,ns
16041,0.15257162608775932,0.273,HH,ns
16042,0.15575452507593973,0.018,HH,HH
16043,0.14881634342646763,0.203,HH,ns
16044,0.04421054184903738,0.103,HH,ns
16045,0.08312288326485018,0.281,HH,ns
16046,0.2914116812334341,0.131,LL,ns
16047,0.0154682761630026,0.457,LL,ns
16048,0.5533595531310205,0.033,HH,HH
16049,-0.0032034744793426307,0.475,LH,ns
16050,0.32301617302929475,0.108,HH,ns
16051,-0.033239202634053125,0.442,HL,ns
16052,-0.7133000092963011,0.218,HL,ns
16053,0.6961298713244524,0.094,HH,ns
16054,-0.051373666094604926,0.384,LH,ns
16055,0.40722852513272606,0.23,HH,ns
16056,0.7356177395220852,0.013,HH,HH
16057,0.06322086071311633,0.39,LL,ns
16058,0.4718329353807416,0.132,HH,ns
16059,-0.7934942076633594,0.034,LH,LH
16060,-0.1194953111987682,0.063,LH,ns
16061,0.09800932303324521,0.337,HH,ns
16062,0.05959693582598399,0.13,HH,ns
16063,0.23376042261774663,0.156,HH,ns
16064,0.4640367776488435,0.051,HH,ns
16065,0.4597544889338476,0.068,HH,ns
16066,1.2221158166373838,0.016,HH,HH
16067,-0.027854346173321824,0.293,LH,ns
16068,-0.003907890554099871,0.455,LH,ns
16069,0.4879265989735579,0.22,HH,ns
16070,0.1599669776999595,0.267,HH,ns
16071,0.17084776747469715,0.246,HH,ns
16072,-0.04068132429286556,0.388,LH,ns
16073,1.0603689528492943,0.028,HH,HH
16074,0.036006286372245594,0.108,HH,ns
16075,0.08911488211203386,0.292,HH,ns
16076,0.16122857598230989,0.311,HH,ns
16077,0.18672385428899083,0.253,LL,ns
16078,0.40958910507131757,0.021,HH,HH
16079,1.2875131318160222,0.01,HH,HH
16080,0.10172202428083238,0.189,HH,ns
16081,0.8661462953427191,0.105,LL,ns
16082,0.20154433693974255,0.131,HH,ns
16083,-0.17921986012300348,0.05,LH,ns
16084,0.1702304317064007,0.109,HH,ns
16085,-0.012138897387362917,0.194,LH,ns
16086,0.7067297751847518,0.014,HH,HH
16087,0.7466094333048527,0.048,HH,HH
16088,0.6018825782119828,0.042,HH,HH
16089,0.1843906450847223,0.072,LL,ns
16090,1.1435766330210633,0.005,HH,HH
16091,0.053730449825361556,0.221,HH,ns
16092,0.271481766213303,0.102,LL,ns
16093,0.2558666059184715,0.146,HH,ns
16094,-0.3893159680079501,0.128,LH,ns
16095,-0.03922554197008369,0.376,HL,ns
16096,0.06284613348528621,0.434,LL,ns
16097,0.012198415971176832,0.428,LL,ns
16098,0.0508096155549012,0.34,HH,ns
16099,0.40440406765570475,0.064,LL,ns
16100,0.8961253906391172,0.016,HH,HH
16101,-0.13351826751596133,0.299,LH,ns
16102,0.7603515425983138,0.074,HH,ns
16103,-0.08258304663409995,0.138,LH,ns
16104,0.18049215607371297,0.24,HH,ns
16105,0.6984554007584399,0.162,HH,ns
16106,0.7256356196848269,0.048,HH,HH
16107,0.3993344719924956,0.225,HH,ns
16108,0.19176629485312194,0.302,HH,ns
16109,-0.010435786409976732,0.368,LH,ns
16110,0.30657497301512243,0.081,HH,ns
16111,0.9950325997334354,0.005,HH,HH
16112,-0.2885583025404904,0.073,HL,ns
16113,0.0770495909001982,0.057,HH,ns
17001,-0.010203225105556107,0.49,HL,ns
17002,0.48342964312227465,0.037,HH,HH
17003,0.03162601165960498,0.42,HH,ns
17004,0.4967206327425214,0.042,HH,HH
17005,-0.06405976880926845,0.401,LH,ns
17006,1.0578005800730284,0.039,HH,HH
17007,0.8439729770804542,0.035,HH,HH
17008,1.0720888120423566,0.01,HH,HH
17009,0.5411058743923541,0.013,HH,HH
17010,0.00966438338485404,0.142,HH,ns
17011,1.4364626719436573,0.039,HH,HH
17012,0.26594000641634324,0.116,HH,ns
17013,0.26721724849977646,0.132,HH,ns
17014,0.057965053114017805,0.411,LL,ns
17015,0.003634866653074906,0.402,HH,ns
17016,0.008708576840762193,0.281,HH,ns
17017,0.12732481596133235,0.307,HH,ns
17018,0.5086086139707692,0.067,HH,ns
17019,0.16265959664689406,0.262,HH,ns
17020,0.4717745221504612,0.035,HH,HH
17021,0.23157805657007818,0.265,LL,ns
17022,-0.014556467590886359,0.418,LH,ns
17023,6.285390435957486e-05,0.237,HH,ns
17024,0.3751433485048077,0.023,HH,HH
17025,0.0224018705900195,0.175,HH,ns
17026,0.016726926666715936,0.216,HH,ns
17027,-0.054584437291412276,0.227,LH,ns
17028,0.6585885877273029,0.09,HH,ns
17029,0.437975685999025,0.011,HH,HH
17030,0.7590635719788827,0.058,HH,ns
17031,0.33406662403195964,0.181,HH,ns
17032,0.05163333951429898,0.22,HH,ns
17033,0.184816639124444,0.091,HH,ns
17034,-0.09516429522749872,0.112,LH,ns
17035,0.41575167057738055,0.077,HH,ns
17036,0.0009333406609084268,0.489,LL,ns
18001,-0.24896270205318402,0.216,HL,ns
18002,-0.0029509311970156342,0.497,HL,ns
18003,-0.015522648912452083,0.4,LH,ns
18004,-0.021275144440013792,0.453,LH,ns
18005,-0.0808729091963446,0.424,LH,ns
18006,-0.03419613562044777,0.427,HL,ns
18007,-0.01561594345355211,0.392,LH,ns
18008,0.11307715316453669,0.331,HH,ns
18009,0.09595920432544587,0.309,LL,ns
18010,-0.006942968632072169,0.436,LH,ns
18011,-0.1352963361968606,0.233,HL,ns
18012,-0.09625729102328545,0.28,LH,ns
18013,-0.012015830206286958,0.409,LH,ns
18014,0.03098140893955753,0.371,HH,ns
18015,-0.0662686230682802,0.379,LH,ns
18016,0.011845290588333317,0.399,HH,ns
18017,-0.20345587564042894,0.377,HL,ns
18018,0.008429778261449456,0.466,LL,ns
18019,0.21902164013830916,0.229,LL,ns
18020,-0.05936823788399222,0.447,HL,ns
19001,0.8199841128617287,0.009,HH,HH
19002,0.3145564754965325,0.028,LL,LL
19003,4.4575533556538725,0.005,LL,LL
19004,-0.0834698287155241,0.266,LH,ns
19005,-0.31615030509053144,0.002,HL,HL
19006,3.8404441343283504,0.001,HH,HH
19007,0.7273285600341257,0.032,LL,LL
19008,0.3502890764467593,0.136,LL,ns
19009,0.5022565070010633,0.064,HH,ns
19010,1.4643576803390872,0.018,HH,HH
19011,0.37366515449503007,0.043,LL,LL
19012,0.07125683238041415,0.423,HH,ns
19013,0.48874032642592036,0.008,LL,LL
19014,-0.06608473129078914,0.116,HL,ns
19015,2.1991773356656457,0.003,LL,LL
19016,0.009612534341917498,0.376,HH,ns
19017,0.09137752348388824,0.178,LL,ns
19018,1.472402917010218,0.009,HH,HH
19019,2.61369611362604,0.018,HH,HH
19020,0.02436798677933694,0.438,LL,ns
19021,3.133894778740603,0.001,HH,HH
19022,0.031126892044223503,0.413,HH,ns
19023,2.1713556844015907,0.002,LL,LL
19024,0.5567025163694206,0.147,LL,ns
19025,0.7545129129113975,0.04,HH,HH
19026,3.9689315255836473,0.001,HH,HH
19027,1.4981661246182412,0.002,LL,LL
19028,-0.8478756886688531,0.123,LH,ns
19029,0.19419827286135438,0.178,HH,ns
19030,0.6175611117984103,0.038,LL,LL
19031,2.133960355639837,0.001,HH,HH
19032,0.34341344861297907,0.002,LL,LL
19033,-0.5748900481109166,0.03,HL,HL
19034,0.0038437124425321776,0.5,HH,ns
19035,1.7422676446412317,0.038,LL,LL
19036,0.46933444043162104,0.156,LL,ns
19037,-0.09709451013315826,0.236,LH,ns
19038,-0.0008569935739413217,0.497,HL,ns
19039,2.692576045421771,0.001,HH,HH
19040,1.5584507763906452,0.022,LL,LL
19041,0.9732406992500313,0.012,HH,HH
19042,-0.01615966059678444,0.448,LH,ns
19043,-0.05605046699289953,0.455,LH,ns
19044,-0.1590530974858746,0.194,HL,ns
19045,0.38832501140290854,0.048,HH,HH
19046,5.366202257636851,0.001,HH,HH
19047,0.6408347293532329,0.011,HH,HH
19048,1.0851828113487696,0.011,HH,HH
19049,-0.10151418725373897,0.145,LH,ns
19050,0.8651294997305962,0.134,LL,ns
19051,-0.0002395298274184011,0.475,HL,ns
20001,1.650356338185526,0.004,LL,LL
20002,0.6281575843068193,0.063,HH,ns
20003,0.9744697387484454,0.022,LL,LL
20004,0.7766279313326094,0.053,LL,ns
20005,1.794945694024157,0.001,HH,HH
20006,-0.5382409823535742,0.001,HL,HL
20007,-0.18657269919753428,0.383,LH,ns
20008,0.3019504447239147,0.239,LL,ns
20009,0.1806882806159438,0.028,LL,LL
20010,1.3065517729256138,0.012,HH,HH
20011,2.526828259678661,0.003,LL,LL
20012,0.01198395141506098,0.321,LL,ns
20013,0.2732719511574416,0.107,HH,ns
20014,2.4449407985965848,0.025,HH,HH
20015,0.0055851156621514195,0.422,LL,ns
20016,0.1765719899570032,0.226,LL,ns
20017,0.4965434885299245,0.034,LL,LL
20018,0.6074260535394851,0.04,LL,LL
20019,0.8233444044412059,0.008,LL,LL
20020,0.19926904811677829,0.377,LL,ns
20021,0.7136945738322463,0.044,HH,HH
20022,0.26798118032018337,0.212,LL,ns
20023,-0.054528303200598455,0.438,HL,ns
20024,0.2045482196474402,0.086,LL,ns
20025,0.08714815192992018,0.383,HH,ns
20026,0.4960991889159336,0.001,LL,LL
20027,-0.048865487605061646,0.051,HL,ns
20028,-0.09533678866299974,0.006,HL,HL
20029,0.0944889304734771,0.322,LL,ns
20030,3.526179679751613,0.001,HH,HH
20031,0.45281105227060126,0.049,LL,LL
20032,0.5927125667116232,0.195,LL,ns
20033,0.5182883114809226,0.054,HH,ns
20034,0.6883257677489691,0.045,LL,LL
20035,0.9710718436920335,0.109,LL,ns
20036,-0.007500350325390883,0.305,HL,ns
20037,0.2055948676568177,0.356,LL,ns
20038,0.02166645626467275,0.029,LL,LL
20039,-0.3755201129844776,0.022,HL,HL
20040,0.014427734467413866,0.367,LL,ns
20041,-0.16448240806564624,0.213,HL,ns
20042,0.45801368977751905,0.001,LL,LL
20043,2.9233170777943225,0.001,HH,HH
20044,0.5126897731954996,0.154,HH,ns
20045,0.4929988645807235,0.172,HH,ns
20046,0.6216216326143547,0.027,LL,LL
20047,1.8445372891522487,0.004,LL,LL
20048,6.276823518549846,0.003,LL,LL
20049,0.05033419280328398,0.465,LL,ns
20050,1.3991792923586508,0.002,LL,LL
20051,0.37530003255969313,0.086,HH,ns
20052,0.040636526584208923,0.112,LL,ns
20053,0.7287014924602472,0.015,HH,HH
20054,0.6010931928658808,0.093,LL,ns
20055,0.6120369048819764,0.001,LL,LL
20056,0.001463766507505582,0.489,LL,ns
20057,0.34949310725311494,0.124,HH,ns
20058,0.05224355008875187,0.379,LL,ns
20059,-0.12369269144025849,0.005,HL,HL
20060,0.4419916923148601,0.183,LL,ns
20061,0.048849638192048524,0.48,LL,ns
20062,1.2310066510809217,0.112,LL,ns
20063,0.04660961240332063,0.263,HH,ns
20064,0.4563824064834515,0.044,LL,LL
20065,1.344657713738937,0.017,LL,LL
20066,1.030263658165432,0.002,HH,HH
20067,2.8758696874888137,0.001,HH,HH
20068,-0.07404267428780689,0.344,HL,ns
20069,0.9895484416462308,0.121,LL,ns
20070,0.00786389743322846,0.489,HH,ns
20071,0.2195395183442876,0.047,LL,LL
20072,0.08838075254834032,0.165,LL,ns
20073,0.13529621008188897,0.001,LL,LL
20074,1.3784432747567494,0.006,LL,LL
20075,0.19550391863573563,0.066,HH,ns
20076,0.5258573863296792,0.078,LL,ns
20077,0.20795219706456905,0.065,HH,ns
20078,0.2831964012014382,0.007,HH,HH
20079,2.290969241936643,0.039,HH,HH
20080,0.22159680988692299,0.218,LL,ns
20081,0.8212290570570456,0.082,LL,ns
20082,0.2872958912349357,0.216,LL,ns
20083,0.1517832923315238,0.12,HH,ns
20084,0.0176880694047343,0.332,HH,ns
20085,0.23375594437162658,0.098,LL,ns
20086,1.6385285484310939,0.011,LL,LL
20087,2.3661379973521792,0.001,HH,HH
20088,0.6934781001503585,0.051,LL,ns
20089,0.12995935874894593,0.268,LL,ns
20090,-0.020602161793701806,0.432,LH,ns
20091,0.6574024208759011,0.004,HH,HH
20092,0.20679902537302547,0.275,LL,ns
20093,2.052494145897137,0.028,LL,LL
20094,0.8079136091488395,0.072,LL,ns
20095,0.21118856363665153,0.094,LL,ns
20096,0.6786889910290982,0.08,LL,ns
20097,1.0568855680450937,0.001,LL,LL
20098,0.22761273634897128,0.115,LL,ns
20099,2.463327365283902,0.016,LL,LL
20100,1.895933644161731,0.006,LL,LL
20101,0.17273648534101713,0.249,LL,ns
20102,0.0032255739568301223,0.429,HH,ns
20103,0.21144886751453307,0.24,HH,ns
20104,0.661011037086105,0.022,LL,LL
20105,0.7163355027367672,0.053,LL,ns
20106,1.078009879267856,0.101,LL,ns
20107,1.0126005254721915,0.001,HH,HH
20108,1.3226790985350096,0.001,LL,LL
20109,-0.43814554982158127,0.075,LH,ns
20110,2.001081627468492,0.012,LL,LL
20111,0.03107380787530564,0.329,LL,ns
20112,0.05265677401933209,0.249,HH,ns
20113,0.41017165466464056,0.099,LL,ns
20114,1.3825719453474827,0.024,LL,LL
20115,0.16141689313129218,0.119,HH,ns
20116,0.013089243988201403,0.404,LL,ns
20117,0.2115879516333197,0.265,LL,ns
20118,0.05460388282666936,0.094,HH,ns
20119,1.485408493258187,0.002,LL,LL
20120,2.0164183129109166,0.018,LL,LL
20121,1.31628467855159,0.007,LL,LL
20122,0.5530846080993106,0.08,LL,ns
20123,0.4649728334129373,0.016,LL,LL
20124,3.8230421878187277,0.001,HH,HH
20125,1.1654198588864575,0.001,LL,LL
20126,0.09954959245034932,0.027,LL,LL
20127,1.3008779172346203,0.04,LL,LL
20128,0.9623530865889722,0.068,LL,ns
20129,0.20817407157694068,0.23,LL,ns
20130,1.3670267661714097,0.001,HH,HH
20131,0.15938095910860003,0.225,HH,ns
20132,-0.02378975643775158,0.458,LH,ns
20133,1.5284728213143142,0.002,LL,LL
20134,0.02097180551997956,0.461,HH,ns
20135,-0.2500944667340379,0.011,HL,HL
20136,0.06803197626453386,0.075,LL,ns
20137,2.0084933006353043,0.002,LL,LL
20138,0.3467392038695958,0.095,LL,ns
20139,1.0181319175839938,0.031,LL,LL
20140,2.253778702154883,0.001,LL,LL
20141,0.8707995369988897,0.012,HH,HH
20142,0.0803978604068231,0.157,LL,ns
20143,0.6850542151379421,0.046,HH,HH
20144,0.6242344260329682,0.025,LL,LL
20145,1.0119005188268244,0.022,HH,HH
20146,0.04454010074612147,0.386,LL,ns
20147,1.8448576170922169,0.004,LL,LL
20148,4.557465504872367,0.018,LL,LL
20149,0.3333201295003443,0.128,LL,ns
20150,-0.28071390861950196,0.135,HL,ns
20151,1.1923245307881911,0.001,LL,LL
20152,1.014516662478453,0.02,LL,LL
20153,0.0018968742262682361,0.264,LL,ns
20154,0.3194159624539012,0.306,LL,ns
20155,0.41817695544383093,0.135,LL,ns
20156,1.0283503804894245,0.001,LL,LL
20157,2.2271168411490927,0.009,HH,HH
20158,2.1135045839673063,0.024,LL,LL
20159,0.4289627760460916,0.211,LL,ns
20160,0.062076016329247335,0.396,LL,ns
20161,0.4553430366210309,0.061,LL,ns
20162,-0.09212615103642625,0.331,LH,ns
20163,0.0037144269178774484,0.121,LL,ns
20164,0.6493948418986153,0.027,LL,LL
20165,0.2309782007496746,0.194,LL,ns
20166,0.07119784047079757,0.142,HH,ns
20167,0.30956723566553646,0.163,LL,ns
20168,0.1710254527762809,0.312,LL,ns
20169,-0.021272868562984337,0.463,LH,ns
20170,0.24521085208770912,0.012,LL,LL
20171,-0.009994177604313625,0.434,LH,ns
20172,3.5384086153788017,0.002,LL,LL
20173,0.9453897259027122,0.006,LL,LL
20174,-0.11551093456689454,0.098,LH,ns
20175,1.5025483480407666,0.01,LL,LL
20176,0.2182557780411157,0.012,LL,LL
20177,-0.045998460788659934,0.001,HL,HL
20178,0.09249281376181161,0.348,HH,ns
20179,0.39956741976634763,0.184,LL,ns
20180,-0.0118099842992672,0.437,LH,ns
20181,1.3628815116641397,0.029,LL,LL
20182,0.3032448490657151,0.154,LL,ns
20183,1.0266877368735225,0.001,LL,LL
20184,1.0429888570632802,0.023,HH,HH
20185,0.021844113315269895,0.389,LL,ns
20186,1.8242068803921474,0.013,LL,LL
20187,0.026203265129499904,0.469,LL,ns
20188,8.254327275541575e-05,0.138,LL,ns
20189,1.9604663792153119,0.01,LL,LL
20190,-0.026327625028215482,0.269,HL,ns
20191,0.923389696551622,0.064,LL,ns
20192,-0.13321413528798517,0.177,LH,ns
20193,-0.03288063737789125,0.374,LH,ns
20194,0.01711066989476825,0.437,HH,ns
20195,1.5011380019098344,0.019,LL,LL
20196,0.9183125242989606,0.048,LL,LL
20197,0.4592118990792019,0.053,HH,ns
20198,0.24518916007990982,0.288,HH,ns
20199,2.8867970667642187,0.008,LL,LL
20200,0.6611028922435155,0.007,LL,LL
20201,2.2303242027313552,0.001,LL,LL
20202,0.0035598636965102812,0.271,LL,ns
20203,0.07942922349848813,0.397,LL,ns
20204,1.0831297335631451,0.052,LL,ns
20205,0.8217571140355415,0.028,LL,LL
20206,-0.006907090132641522,0.442,HL,ns
20207,0.1322506549935286,0.272,LL,ns
20208,0.6316556554103496,0.011,LL,LL
20209,1.2743264058894619,0.022,LL,LL
20210,1.9555444883811082,0.004,LL,LL
20211,3.2752343577306964,0.001,LL,LL
20212,2.2050756060789216,0.014,LL,LL
20213,0.8818309126911521,0.049,LL,LL
20214,1.0495424087273588,0.001,LL,LL
20215,0.7742904550564815,0.006,LL,LL
20216,1.3175860931595222,0.047,LL,LL
20217,1.4001077968087965,0.004,LL,LL
20218,1.2272612215918817,0.009,LL,LL
20219,0.1388502985963729,0.196,HH,ns
20220,1.9512824358344079,0.006,LL,LL
20221,2.0919165921742087,0.002,LL,LL
20222,1.3007737161704318,0.018,LL,LL
20223,1.7779127345387644,0.004,LL,LL
20224,0.3965379586654194,0.163,LL,ns
20225,0.05136300023933482,0.307,LL,ns
20226,-0.06988703123369425,0.151,LH,ns
20227,0.47304634384119804,0.131,HH,ns
20228,0.1850489178424897,0.187,LL,ns
20229,0.6971652306207397,0.115,LL,ns
20230,1.4051613325779349,0.185,LL,ns
20231,1.5835127734584553,0.037,LL,LL
20232,0.12570886260204953,0.247,HH,ns
20233,-0.025740590254530352,0.101,LH,ns
20234,-0.009137950864681279,0.476,LH,ns
20235,0.02519743435259664,0.176,LL,ns
20236,1.7498802026194067,0.01,LL,LL
20237,0.24377925355422428,0.076,LL,ns
20238,0.05029704444189204,0.468,LL,ns
20239,3.897923695962721,0.001,LL,LL
20240,0.34002042997657134,0.27,LL,ns
20241,0.05614817205335815,0.27,LL,ns
20242,0.39953561689212747,0.077,LL,ns
