CVEGEO,dist_min_km,gen_min_km
8002,67.54890627618585,66.17153780579801
8065,98.94597132596395,110.2131465835412
8063,57.17147513105595,91.69470749583874
8022,78.28040569752478,72.57822733724481
8066,48.07280935761048,70.20474805634537
8004,24.39645842989905,20.687448749666242
8009,76.56146781639795,146.84050226905796
8010,183.09949365366992,154.4621995692089
8011,84.97134411175026,105.64335110024193
8012,108.7983749702168,125.85412926363202
8013,219.69247896418315,176.13605952821214
8053,62.19399744638511,54.21190210513933
8057,102.23309273358399,97.24100106456562
8044,74.22952487120764,75.05106980379513
8031,67.10204805854774,134.97267904399502
8056,90.25674058622218,93.93880378078781
8045,41.23318171758316,19.45145118310363
8046,69.94474848460308,79.52590434615763
8047,51.60919928969203,30.905082355450773
8025,133.01585625302891,158.6380998382287
8048,122.53548399229888,123.91147853882904
8024,41.769616834997585,36.610339392454556
8064,81.28785381317654,103.24611251544466
8050,178.20390136987925,149.0400711618295
8026,57.792347890358236,54.02326296730965
8027,39.49263034326331,156.58325085253549
8028,115.02063935758153,98.3000455196857
8030,90.80883575560324,113.2607872874314
8033,103.83472840015092,83.27075329123159
8034,174.03927241352588,190.85047881071287
8035,212.57047897576854,116.83942053864479
8038,61.20252723791264,58.72398918496564
8039,23.98243600505366,24.554826920591136
8040,124.04196917311924,121.52544974506061
8042,174.47278196827304,182.7766858870615
8005,109.10639844225946,99.15463278546565
9005,5.8935932232298525,2.3367607070568455
9007,11.556769683412071,4.94660465822388
9015,2.4330096334259674,2.7401556194079437
9017,8.203096853045936,7.413004556219832
9013,2.2215928562075264,11.837959931968816
9003,4.855670414377391,1.0805530628906728
9008,9.597313076583976,5.9382574807194075
9009,14.06994431096065,20.68302767972098
9010,3.417368760575765,3.388818176208844
9014,2.965659300462176,2.1157506310380523
9011,11.250509741725763,6.172416314962534
9006,8.616351731663471,4.9372448349125175
9002,4.674914197261861,1.12404969674487
9012,12.139357376071622,11.931695626089939
9004,6.66284791902892,5.332831334822134
9016,0.0331954525641398,0.0331954525641398
10009,13.461218512363336,100.37410482482824
10017,66.24643145821514,104.08228889041305
10036,90.90527492079532,88.30002740124789
10021,100.28234392930204,72.14711039243556
10034,78.1014667888102,32.15220455632638
10024,121.65682292453518,87.52024862893614
10012,29.08970161683353,17.220972183843404
10039,98.06767415055572,44.24205147269794
10018,84.81132981099749,58.81698210845452
10011,98.05380158682811,85.90915178137102
10005,18.758116704492895,48.11037464243957
10010,114.27362866492308,115.27297479953616
10030,100.87169741676637,86.9312535362125
10029,92.18949624927659,79.75763750523673
10023,93.0041744282388,77.7464582501694
10033,27.227491671555324,92.97872493698314
10016,24.717997230471646,52.446771471059684
10003,111.12520228452027,63.780214530064676
10004,94.7724665393997,92.24489152320692
10006,84.47460856701979,90.82004137537602
10025,39.067223450330054,127.76378811658246
10008,71.02113583154278,44.03217452994601
10027,110.03282830181723,125.02675064358837
10001,60.38504881494841,56.968790286261104
10035,54.535151994464535,57.49524876474844
10014,85.48480912676168,81.98029210087569
10022,30.367600638573883,51.0108779686417
10038,3.4585172010020955,73.5263837425581
10037,98.31025547690426,5.694204431780395
10019,135.93116670311332,64.56705598169795
10028,86.97003177267567,63.543360972339116
10026,111.99987895365574,95.83928324703497
10015,74.01927278309063,63.91246131719843
10031,102.41785989020386,102.52920215525373
10007,25.863925679076235,19.606902925827736
10020,58.53448676488253,31.063190167026335
10032,107.9613993966901,28.177752431342554
10013,101.48013150871589,88.92672124285917
10002,107.28399627262927,19.123826730150192
11044,10.739542695161294,21.436219138409854
11017,32.22425555700449,22.542372688959283
11037,44.17673807278939,16.221163552612833
11010,51.763555871758896,38.36808903938375
11031,14.68341410185465,24.939533491357164
11015,35.9812751536089,7.432729822492231
11034,46.085257807971885,76.48184904443316
11036,12.719263091380913,22.926698544773632
11030,49.84096153472223,59.51362350849875
11026,23.150506679555832,33.32105688939205
11009,23.69513564650638,4.740678247097769
11016,9.799040291241562,39.043200301302214
11024,20.742692137727655,17.45756183232095
11029,32.35072783586819,64.15696463345036
11011,23.838564516465976,27.775525949776828
11027,18.02734470968832,6.261301885201884
11025,12.752240515447472,33.660212175048
11003,31.94562167802383,23.669206048212423
11004,39.64764555332069,32.19259921725162
11005,39.07224608039524,18.184950868269436
11043,65.92375647902416,91.48290634225683
11022,33.57159087322906,54.90170841425082
11014,1.705439596230764,41.06614354674566
11045,43.890748157545005,100.08965991087973
11001,9.088384786781416,35.680811203009156
11033,51.26615148455868,80.70106476492958
11006,23.407361343977083,94.69378591544407
11002,21.869558717225157,34.69714100844214
11012,1.6147136945513338,47.44698403386705
11013,58.22657906104881,62.87037012394824
11007,23.968356298139675,10.777553893121809
11019,38.8422118042141,49.75813974179414
11035,3.871617882159448,22.114021452899745
11018,24.301843557800932,28.20720566823169
11008,23.348679009255058,43.45300183539248
11041,29.98323859821652,19.02795006986276
11028,3.58563701936809,31.325415655995435
11040,55.89747989490705,63.41002962786451
11042,28.237461275790505,23.154568684710434
11039,17.420102406766468,37.60225868865428
11032,57.81957028553269,49.953682796553686
11023,29.12853547764366,22.294719197639544
11038,43.04613785527678,47.048402828033545
11046,36.01495662609598,28.90869142031899
11021,40.33039033382275,22.32559849648062
11020,27.61707109075332,5.469535938537656
12021,15.784891250581271,99.47291710972951
12060,58.29143436742781,17.452430266033627
12063,71.44581449951716,44.90589496714152
12082,66.14005433324768,76.23126137995908
12024,93.89110744321792,63.94363087451944
12058,39.17640286297541,55.82145695709668
12010,86.94797876166464,30.271053822723452
12011,46.22770792377125,125.33451297816521
12012,77.4584237216561,47.3452952697775
12004,60.00947459913602,85.0463985190597
12068,37.85002261378486,30.135976728165062
12043,49.34701102863081,82.49276408719847
12007,11.749891779927951,82.78364765321007
12057,83.86940187421648,156.49399079298476
12066,91.32582148226466,60.86152571288874
12056,58.63446726172838,49.306577773643376
