CVEGEO,economic_output
26051,13.826
26052,15.669
26053,0.0
26054,0.0
26055,5153.846
26056,13.978
26057,6.723
26058,911.664
26059,0.0
26060,0.0
26061,0.0
26062,3.284
26063,3.686
26064,3.896
26066,83.135
26067,2.819
26068,2.203
26069,15.325
26070,38.946
26071,689.169
26072,39.785
27001,121.295
27002,5689.432
27003,231.159
27004,45735.935
27005,1166.616
27006,483.895
27007,124.343
27008,4175.109
27009,692.746
27010,152.811
27011,52.348
27012,20300.86
27013,262.981
27014,362.313
27015,212.154
27016,299.846
27017,183.379
28001,15.404
28002,169.915
28003,132055.971
28004,29.093
28005,6.866
28006,5.072
28007,80.03
28008,0.0
28009,59873.394
28010,2.795
28011,182.933
28012,284.187
28013,2.342
28014,8.66
28015,259.413
28016,28.833
28017,546.685
28018,14.203
28019,24.056
28020,0.0
28021,1921.809
28022,59728.621
28023,1.652
28024,26.723
28025,138.858
28026,11.958
28027,38818.183
28028,6.161
28029,21.821
28030,24.299
28031,6.192
28032,113513.183
28033,6213.198
28034,4.478
28035,344.412
28037,72.754
28038,3310.15
28039,64.62
28040,2636.02
28041,3812.278
28042,1.752
28043,49.005
29001,34.227
29002,635.52
29003,1650.681
29004,361.962
29005,19978.624
29006,2346.663
29007,228.612
29008,3528.218
29009,6.673
29010,1057.026
29011,11.952
29012,21.015
29013,14706.576
29014,227.687
29015,3462.679
29016,42.689
29017,99.188
29018,1617.486
29019,2469.105
29020,30.073
29021,527.101
29022,10.133
29023,167.066
29024,96.38
29025,969.082
29026,152.62
29027,74.081
29028,7492.68
29029,36.81
29030,25.579
29031,31443.411
29032,305.646
29033,1040.185
29034,2057.082
29035,19.241
29036,66.834
29037,2326.589
29038,2441.186
29039,2905.64
29040,22.861
29041,13011.418
29042,7799.29
29043,970.957
29044,261.801
29045,15.386
29046,48.809
29047,13.578
29048,2153.956
29049,45.809
29050,43.2
29051,8.241
29052,26.589
29053,185.045
29054,37.236
29055,16.274
29056,30.335
29057,14.234
29058,36.801
29059,1273.732
29060,1316.942
30001,174.957
30002,25.185
30003,450.489
30004,34.956
30005,4.804
30006,15.63
30007,22.409
30008,6.403
30009,158.241
30010,861.377
30011,4083.99
30012,4.092
30013,77.529
30014,7338.758
30015,75.805
30016,3079.208
30017,5887.749
30018,0.918
30019,5.911
30020,14.613
30021,952.614
30022,36.777
30023,187.1
30024,722.693
30025,15.062
30026,446.216
30027,7.18
30028,1161.484
30029,4.168
30030,169.632
30031,6.07
30032,114.364
30033,15.02
30034,38.54
30035,29.206
30036,48.453
30037,19.143
30038,18179.892
30039,95602.266
30040,54.316
30041,3.092
30042,6.906
30043,42.584
30044,27445.752
30045,1158.498
30046,173.084
30047,307.667
30048,32417.186
30049,622.92
30050,29.841
30051,56.0
30052,3212.717
30053,2496.561
30054,8.678
30055,8.196
30056,5.998
30057,14.598
30058,22.526
30059,11701.749
30060,47.783
30061,118.948
30062,41.047
30063,24.546
30064,5.689
30065,905.626
30066,27.968
30067,33.032
30068,5191.609
30069,63.13
30070,12.459
30071,1480.725
30072,25.513
30073,1673.841
30074,1732.373
30075,23.833
30076,0.809
30077,550.44
30078,27.52
30079,18.676
30080,41.943
30081,33.635
30082,3474.555
30083,20.826
30084,10.44
30085,42109.459
30086,337.591
30087,3334.386
30088,12.254
30089,1622.846
30090,16.397
30091,298.094
30092,150.974
30093,20.524
30094,107.829
30095,28.501
30096,1.432
30097,2469.885
30098,3.931
30099,71.579
30100,1092.577
30101,28.096
30102,2693.64
30103,18.73
30104,21.219
30105,3687.769
30106,85.237
30107,0.0
30108,81328.251
30109,305.038
30110,2.197
30111,27.315
30112,453.879
30113,7.665
30114,14.309
30115,53.866
30116,90.698
30117,20.596
30118,26500.957
30119,57.591
30120,71.249
30121,49.897
30122,89.471
30123,9500.643
30124,393.976
30125,1369.658
30126,16.9
30127,26.177
30128,3181.552
30129,42.672
30130,130.852
30131,4088.713
30132,88.899
30133,277.412
30134,2166.172
30135,68.341
30136,15.3
30137,0.0
30138,178.392
30139,0.0
30140,2.655
30141,638.179
30142,58.823
30143,61.532
30144,184.745
30145,13.951
30146,4.228
30147,27.368
30148,84.258
30149,33.717
30150,129.296
30151,19.572
30152,13.121
30153,5.166
30154,15.186
30155,137.394
30156,0.0
30157,19.59
30158,20.031
30159,12.387
30160,1488.078
30161,154.287
30162,2.733
30163,4.248
30164,62.378
30165,13.564
30166,4.92
30167,17.332
30168,14.253
30169,956.025
30170,2.472
30171,12.113
30172,45.167
30173,3502.946
30174,3300.489
30175,242.861
30176,15.885
30177,13.633
30178,57.343
30179,36.785
30180,4.903
30181,72.148
30182,21.863
30183,185.646
30184,5.087
30185,17.306
30186,25.633
30187,6.953
30188,25.827
30189,1872.751
30190,5.111
30191,2941.137
30192,215.527
30193,76930.79
30194,197.221
30195,20.454
30196,20.642
30197,14.092
30198,4.25
30199,42.537
30200,8.046
30201,45.806
30202,3.974
30203,28.83
30204,77.125
30205,2941.597
30206,1504.536
30207,9660.472
30208,5184.13
30209,45.223
30210,16.052
30211,2799.984
30212,11.673
31001,10.708
31002,587.546
31003,177.644
31004,2026.202
31005,6.755
31006,51.147
31007,34.398
31008,7.798
31009,18.328
31010,14.991
31011,43.407
31012,21.061
31013,400.05
31014,4.321
31015,10.639
31016,33.236
31017,6.227
31018,10.467
31019,94.646
31020,21.37
31021,16.264
31022,38.835
31023,29.546
31024,42.841
31025,25.32
31026,13.14
31027,33.284
31028,7.741
31029,23.472
31030,16.951
31031,7.75
31032,111.211
31033,722.149
31034,19.501
31035,28.596
31036,30.801
31037,168.502
31038,3241.091
31039,104.662
31040,625.871
31041,11284.007
31042,10.074
31043,18.71
31044,52.418
31045,6.831
31046,33.299
31047,28.38
31048,73.358
31049,46.616
31050,65206.479
31051,129.819
31052,477.082
31053,212.232
31054,7.904
31055,23.042
31056,121.897
31057,22.668
31058,126.069
31059,1857.034
31060,5.78
31061,992.419
31062,13.819
31063,25.419
31064,14.744
31065,5.638
31066,13.399
31067,37.575
31068,9.077
31069,45.101
31070,25.76
31071,5.782
31072,4.168
31073,49.346
31074,15.114
31075,75.476
31076,198.803
31077,7.69
31078,75.14
31079,404.551
31080,448.91
31081,19.485
31082,15.63
31083,10.607
31084,92.893
31085,142.057
31086,11.861
31087,9.616
31088,9.314
31089,619.097
31090,14.994
31091,54.492
31092,21.141
31093,1108.257
31094,22.92
31095,113.93
31096,1034.879
31097,12.772
31098,57.072
31099,19.552
31100,146.807
31101,20377.242
31102,769.48
31103,14.606
31104,32.119
31105,21.525
31106,4.587
32001,13.793
32002,6.908
32003,3.44
32004,15.026
32005,21776.527
32006,57.897
32007,17.823
32008,27.963
32009,16.092
32010,6063.705
32011,7.843
32012,4.228
32013,119.912
32014,25.037
32015,1.58
32016,62.054
32017,8757.322
32018,11.695
32019,178.115
32020,683.506
32021,3.482
32022,102.249
32023,96.879
32024,301.036
32025,38.815
32026,6.672
32028,3.944
32029,1524.939
32030,15.687
32031,21.276
32032,4509.241
32033,11.045
32034,131.727
32035,2.388
32036,1492.941
32037,115.293
32038,69.545
32039,769.871
32040,18.824
32041,2.844
32042,130.341
32043,3.185
32044,1085.401
32045,24.545
32046,6.514
32047,20.758
32048,132.729
32049,69.229
32050,13.759
32051,61.268
32052,61.366
32053,21.282
32054,25.566
32055,106.14
32056,1097.916
32057,57.85
32058,10.401
