CVEGEO,distance_ciit
12037,582.3574311003814
12085,379.0121933088197
12027,680.6417023478435
12015,546.3574311003814
12074,487.04877323527916
12014,587.3969696196699
12018,414.14213562373095
12072,429.99494936611643
12009,400.5096679918779
12081,396.5685424949237
12084,404.66904755831206
12071,336.69848480983495
12070,423.9188309203682
12083,424.5269119345811
12079,452.9655121145936
12076,437.9533188057739
12065,397.59292911256324
12073,729.1442276647848
12064,651.2863632885159
12019,484.8183258569799
12005,411.9066376115481
12030,432.4142135623731
12069,403.9655121145936
12036,369.3847763108502
12080,387.556349186104
12078,376.0538238691622
12077,392.4852813742385
12023,373.9411254969542
12048,690.0071426749363
12053,469.3847763108502
12054,611.362481734264
12047,597.0853531617394
12049,577.5411972844553
12050,665.5584412271579
12051,466.1665222413703
12045,452.09040379562197
12046,349.24264068711926
12040,546.2497833620556
12013,372.4142135623731
12062,352.5979797464466
12041,408.36753236814695
12042,509.7766952966371
12044,486.99494936611643
12038,728.1198410471446
12039,488.88225099390843
12002,463.46298679765226
12003,644.6761902332488
12034,518.0020920410537
12035,551.5878784786806
12031,617.1147904132621
12032,575.8061325481598
12033,423.362481734264
12028,468.6934341759515
12029,524.066017177982
12008,494.2741699796958
12025,414.8284271247462
12026,571.6173157302034
12059,533.7888886054571
12061,499.00714267493635
12052,399.28427124746185
12067,645.6589462905462
12016,772.2447327281731
12017,561.0315292925765
12020,420.9655121145936
12022,687.1320343559647
13031,654.0823945689118
13005,589.572726577033
13075,566.1168824543171
13028,643.6732316404212
13045,545.4722215136447
13021,517.8620484583777
13001,541.0163773909288
13002,525.6610383316012
13049,677.8691911333152
13003,579.6854249492413
13030,622.2123368838228
13023,595.9575028878834
13004,555.1168824543171
13027,560.2762620207508
13022,540.844804515675
13020,618.4844148224648
13074,604.3300858899137
13070,604.9869401394061
13018,663.7981233214497
13029,665.17070632348
13071,635.6265504461959
13076,617.6732316404212
13046,664.4722215136447
13065,597.1585130146599
13061,515.3178925810936
13047,664.5382386916277
13078,607.2173875177053
13063,609.2173875177053
13017,637.7859300126296
13083,538.8742417671978
13072,525.1463197058398
13067,615.0580079512716
13026,630.9158723275406
13062,651.8275605729724
13044,657.1290757631372
13016,509.97474683058607
13015,611.5260453828076
13014,623.4011537017792
13068,609.4011537017792
13084,650.1534623807773
13081,597.0580079512716
13043,635.3250352560311
13066,551.4600282048247
13013,598.5310960166902
13025,625.974746830586
13048,559.1585130146599
13038,561.5432893255103
13052,574.3300858899137
13037,596.5849198858531
13036,582.4722215136447
13053,559.6610383316012
13012,567.3717164502565
13011,629.9453095790633
13010,601.2590180780481
13009,574.1290757631372
13008,506.1757569573626
13007,494.0041840821088
13006,637.4133470105993
13054,595.8569978244951
13055,593.8275605729724
13080,617.3595231414364
13079,614.1290757631372
13035,542.8742417671978
13073,640.9575028878834
13034,637.2712113868682
13019,617.6854249492413
13077,528.2884553295709
13051,550.0874452027944
13082,560.7737367038095
13064,626.4722215136447
13024,547.572726577033
13041,605.1290757631372
13060,547.4894654563474
13059,667.2123368838228
13032,649.9869401394061
13058,640.6265504461959
13057,523.1879502661826
13050,609.2712113868682
13056,519.9453095790633
13042,628.3422791987338
13040,663.1828996323001
13069,565.5605332682129
13039,547.8153672641523
13033,626.8275605729724
14018,958.5138520739876
14097,1056.8986283848378
14114,1083.1707063234799
14113,1056.1046891454969
14112,981.4894654563474
14111,1002.5798692519705
14110,1123.3595231414363
14109,940.5504320004478
14124,1025.9402589451806
14065,994.0092347159913
14116,1025.1606050557148
14117,1012.9646455628209
14118,1035.7220048757015
14119,1061.714862200764
14014,1040.9453095790632
14015,1117.7615433949893
14017,1144.844804515675
14043,1165.8204178980347
14106,1085.8620484583776
14107,1023.572726577033
14108,1016.3351365237962
14115,1153.729147550639
14075,1157.052957317389
14077,1106.6559876977185
14078,972.0945878777319
14074,950.508801440105
14076,1145.261110119103
14069,968.832611206855
14123,1005.0702012600917
14122,1049.9919907732885
14121,1011.5483399593928
14120,1079.3961030678965
14002,1074.4133470105992
14003,1121.6681810065386
14005,1104.8813844421352
14055,1139.780879378747
14086,1069.8742417671976
14098,1054.869191133315
14025,1115.6286424872508
14027,1104.6782822743037
14028,1158.4722215136446
14101,1042.1118318204344
14022,1129.6366517139609
14039,1057.0113267570462
14044,1030.7564927611068
14051,1027.8986283848378
14070,1041.7981233214496
14125,974.7392488184042
14071,1090.9940828143435
14068,1164.0752518939742
14067,1247.0823945689117
14066,993.3717164502565
14064,940.3738084913115
14063,981.17070632348
14062,1166.9696961967034
14061,1193.8418459228474
14060,1023.5209947489251
14059,994.974746830586
14058,1207.2834046956882
14057,1003.7737367038095
14056,954.4062043356618
14054,1100.3178925810937
14053,942.8763338082528
14052,1102.844804515675
14050,1049.442784262122
14031,1138.0600999923265
14049,949.2935059634534
14048,928.9402589451809
14047,971.7859300126296
14046,992.2072862499402
14045,1055.9524522540007
14042,1202.4103884177716
14041,1119.9839815465784
14040,1151.8225099390897
14038,1170.8397538817924
14037,1108.246824769228
14036,1142.325035256031
14035,978.7758287448644
14034,1101.2173875177052
14033,925.2417741353455
14004,1057.3595231414363
14019,1172.1017305526693
14001,1017.1534623807773
14006,1129.2123368838227
14007,1133.2245301926428
14008,953.7392488184042
14009,1096.7392488184041
14072,934.2661607529856
14080,1220.7098115668814
14081,1109.184991673355
14082,1047.7321061434666
14083,1090.1118318204344
14084,1209.856997824495
14085,996.8620484583777
14087,977.7371567773491
14088,1110.3717164502564
14089,1056.5016587651676
14094,1122.8935777509553
14095,1109.4255403194193
14096,1004.3300858899137
14032,1088.0874452027942
14030,1022.9575028878834
14029,1037.4377336282394
14026,1016.1168824543171
14024,1095.1707063234799
14023,1032.6904755831238
14021,1128.5483399593927
14020,1259.3422791987336
14016,945.312841947211
14011,1139.2712113868681
14013,968.7981233214497
14010,1076.2295808265253
14012,1169.0996385116143
14073,975.9352083112982
14079,1029.3178925810935
14093,1000.2245301926429
14099,1070.063058585154
14100,1218.3595231414363
14102,1084.3178925810937
14103,1023.2640687119307
14104,1129.4154390516542
14105,990.7981233214497
