CVEGEO,water_availability,economic_output,n_industy,distance_ciit,dist_to_border_km,dist_min_ports,highways,dist_min_km,gen_min_km,rails,pv_mean_annual_kwh,wind_mean,rainfall,crime
15055,0,477.582,201,598.7371568,805.8772004,307.3984997,1,5.940827979,8.115162556,0,1838.870039,48.66439056,0,60
15073,0,4427.251,356,593.666089,809.6345597,308.3488197,1,11.57060069,8.996155895,0,1812.955003,48.83876801,0,73
15015,36.495821,187.922,232,500.2813127,786.1837662,272.5361254,1,34.15586074,33.79347963,1,1509.640057,2.65259099,1200,49
15014,0,24454.151,690,654.6610383,752.8893937,320.6338523,1,15.38726307,29.96032997,1,1736.304989,17.30131721,1000,406
15056,0,305.281,319,629.7615434,750.7766953,330.7046044,1,31.40759936,35.8238417,0,1719.150014,16.7982769,1000,46
15054,0,2062.368,1176,601.394011,802.2914139,308.7426913,1,4.084193498,6.425250169,1,1820.984943,35.34169769,800,1209
15076,0,5365.348,877,597.2224382,798.2203461,314.1356682,1,9.284473042,1.43068305,1,1820.254996,43.54808426,0,427
15060,0,3228.551,1551,598.7909806,752.0071427,328.2784477,1,16.90742341,7.413947043,0,1732.289932,7.177979469,1000,1319
15083,0,26.356,39,525.3229432,776.6396103,289.2842316,1,24.65860244,12.09958941,1,1812.590029,110.8368073,800,41
15024,0,52375.866,672,578.5189027,733.0660172,309.2687973,1,5.185531968,6.686712709,1,1852.37493,32.7640152,0,847
15059,0,163.793,263,570.7615434,726.3380951,302.9476127,1,13.26653411,11.31464293,1,1865.515022,52.60813522,600,274
15009,0,1204.371,264,504.4234483,776.1837662,271.8826216,1,41.94116079,24.99519615,1,1552.710068,2.193287611,1000,198
15067,0,799.413,678,604.5067094,777.8061325,324.9551967,1,19.89732714,20.54118022,0,1757.839994,17.73051834,1000,211
15031,0,2860.767,3207,542.6782823,754.5391052,296.6972709,1,23.47261927,12.327542,1,1833.02994,75.93066406,600,2515
15092,0,6370.295,443,548.1046891,721.6396103,292.4181553,1,19.08803278,17.29841152,1,1817.335033,47.75774002,600,326
15066,4.586288,2.669,12,670.3523805,850.7716447,234.2966362,1,27.57619149,66.81903392,0,1593.224916,2.528570175,1000,3
15098,0,13.574,62,587.0092347,811.5634919,310.7867587,1,17.95725668,6.98411961,0,1755.285006,18.09481812,1000,6
15025,0,11342.503,1825,523.2224382,767.5685425,283.8038677,1,28.96412982,6.44688817,1,1615.855017,4.532069683,1000,2306
15077,31.919487,8.982,8,635.5533906,852.7594514,253.2541727,1,13.41533851,43.02315677,0,1526.430058,1.725591421,1500,3
15078,4.586288,11.715,18,671.666089,841.9432175,240.5770665,1,32.68570514,62.60765985,0,1546.504996,1.79584682,1000,5
15096,0,716.277,298,586.6316011,710.6518036,289.0035026,1,11.18659842,19.18178916,1,1835.219955,33.32025528,600,75
15104,0,103950.098,2652,572.0630586,751.4802307,321.2721856,1,1.938168815,1.724742892,1,1805.290036,19.5520401,600,3755
15107,26.427143,38.658,71,583.8549058,855.9482682,283.7388455,1,51.25918003,4.479682062,0,1818.064981,3.517132521,1000,25
15100,0,884.224,296,549.9625535,734.1248917,297.1544612,1,13.32468439,8.465412197,1,1867.340064,81.62628174,600,156
15082,31.919487,224.175,305,648.5828278,872.2152955,231.4078115,1,8.536608033,57.55367544,0,1581.91004,1.156369686,1500,57
15058,0,12621.71,4728,550.6782823,757.8528137,304.6531464,1,15.55306667,11.44670434,1,1841.790001,45.95261002,0,2956
15064,0,96.94,139,677.8326112,764.8305192,301.1188874,1,5.801794846,5.618398676,1,1774.265022,17.47010612,0,72
15109,0,59462.204,1880,572.7909806,741.2375901,316.4812947,1,8.9756904,2.023808027,1,1771.34506,25.85844994,0,1994
15023,0,180.276,258,589.2468248,726.9655121,303.7759704,1,4.404781762,5.329009795,1,1835.950077,23.68831253,700,250
15040,26.427143,98.81,137,593.1686143,850.4335495,281.02515,1,44.04936732,5.305584395,0,1818.429954,3.934194326,0,79
15039,18.017454,13049.859,1976,521.3645738,755.0832611,278.5728179,1,35.76438904,9.57299645,0,1631.915071,3.205169201,1000,1418
15005,0,1656.962,449,633.4356416,795.646753,295.5431738,1,22.91437105,17.71701908,1,1686.299958,18.71463966,1000,386
15086,0,21.554,21,636.5239533,839.1025971,262.1061289,1,23.82943376,37.66683229,0,1527.160006,1.190319419,1500,47
15042,0,2473.074,1277,639.7199128,774.8183259,308.9543345,1,18.55904716,34.59302284,1,1798.71999,22.17900276,1000,329
15049,0,54.445,75,585.1097398,818.9777054,307.2251264,1,22.87782363,13.41790007,0,1760.03001,19.65408897,1000,25
15052,9.055854,91.726,260,572.411255,838.3208512,302.5259651,1,42.75392159,13.87066245,0,1771.34506,2.704725266,1000,66
15103,18.017454,99.723,139,510.1513703,768.0121933,273.3001296,1,39.77121771,17.19637715,1,1574.245074,2.445295334,1000,106
15050,0,72.141,136,522.766594,788.4680374,291.7474687,1,27.93614939,22.72389424,0,1789.959929,23.50934982,1000,54
15101,0,44737.322,714,580.666089,804.2497834,319.3950331,1,22.39430311,4.09310027,0,1664.399979,10.59218121,1000,275
15090,0,4794.758,607,597.5239533,822.9482682,296.7108985,1,18.06912814,14.48873628,0,1652.719955,8.122157097,1000,211
15062,0,13546.842,486,582.8082246,793.4213562,326.4427703,1,18.91447712,10.79162084,1,1644.690015,10.0675869,1000,251
15105,31.919487,20.483,41,637.6711396,909.8721497,213.4746333,1,24.76338876,68.24286639,0,1626.074972,1.956091404,1500,18
15068,0,386.909,204,509.4528855,792.3259018,282.3376232,1,26.99024152,31.53763597,1,1738.130031,58.89274216,1000,73
15080,31.919487,24.059,45,618.3696244,877.27417,247.0680351,1,26.3406832,34.48553404,0,1536.650014,0.952562273,1500,6
15106,0,304660.45,5423,611.4650788,800.6051224,304.0029732,1,2.996051194,4.85480559,1,1612.935054,12.41845322,1000,4561
15118,0,7011.279,825,621.7371568,815.4041123,287.5576633,1,18.25984495,12.1671315,0,1572.055058,7.904460907,1000,595
15036,0,359.286,369,577.1168825,699.6812409,278.5778491,1,14.83187285,27.91437808,0,1811.860082,47.48313522,600,72
15013,0,18195.893,1883,583.8914857,754.0365799,328.4531107,1,7.217246222,7.737182533,0,1793.245039,14.23804379,800,1887
15124,2.061531,31.409,61,676.9625535,786.7300141,282.8472827,1,19.84339629,20.3488611,0,1708.930058,12.03221798,1000,72
15117,31.919487,36.052,46,599.9554108,870.8183259,263.9277347,1,41.76820274,18.05240651,0,1614.394948,2.649597645,1200,4
15046,0,225.873,47,593.4062043,765.0071427,339.8067087,1,19.84021313,15.39962957,0,1730.465064,8.53349781,1000,45
15115,0,218.439,330,598.0924958,776.3208512,329.8923222,1,22.66057112,20.14932544,0,1760.394983,16.81196022,1000,177
15045,0,42664.426,313,638.6021638,718.119841,303.0043234,1,26.592,34.31130469,1,1732.655079,15.08747768,800,325
15006,0,102.899,593,587.2518754,808.1492783,313.5250306,1,17.08333907,3.568591891,0,1804.559915,34.40294266,1000,26
15012,0,447.314,320,589.0803025,806.5634919,313.5397869,1,15.38251929,3.563289031,0,1806.74993,41.10922623,1000,37
15034,0,32.564,44,499.3818177,794.0121933,275.2132351,1,28.14162656,39.41812441,0,1615.12507,10.7970953,1200,13
15041,2.061531,4.763,12,673.394011,832.1147904,247.3438537,1,39.75755282,59.34849388,0,1701.995039,4.912847519,1000,5
15017,0,11.159,23,515.4234483,780.7401154,282.3768741,1,33.88457023,20.47980875,1,1774.994969,59.22135162,0,14
15102,0,531.173,28,645.803174,737.5046174,321.4911363,1,29.1190756,44.53041282,0,1754.555058,21.81459045,1000,23
15089,0,47.646,54,521.666089,779.8111832,287.9342595,1,27.49085934,16.28217985,1,1818.429954,104.5023041,800,28
15029,0,1880.257,710,535.2640687,752.6396103,289.3212217,1,29.26407629,11.32991145,1,1745.794997,38.3515892,600,633
15087,0,357.419,520,614.1635636,777.119841,320.4671319,1,20.55570994,24.58060101,0,1728.640022,16.63924408,1000,202
15069,0,79.661,47,540.3056993,734.8111832,288.9571551,0,21.67052469,16.85793558,0,1844.34499,87.02855682,0,11
15084,0,247.957,238,554.903679,708.0538239,285.9132672,1,10.08004634,27.32678663,1,1830.474951,55.80524445,600,111
15119,26.427143,16.088,65,576.6833329,850.6345597,292.7588172,1,49.72050016,12.24840398,0,1765.139987,2.326286554,1000,15
15008,31.919487,52.925,74,645.7127702,893.2863633,218.5074205,1,26.99664736,63.80896246,0,1594.320011,1.085839033,1500,8
15011,0,281.539,401,550.4772721,741.3675324,299.6170472,1,12.34564801,8.362397659,0,1859.30995,83.53410339,600,256
15121,0,195019.727,1865,583.0336213,741.9655121,317.6336905,1,4.049835562,10.03127415,1,1849.819942,27.03141785,700,3048
15075,0,1542.141,256,545.3473298,716.9827561,289.1297928,1,19.2126789,22.67715278,1,1814.415071,37.34471512,600,137
15018,0,209.622,310,603.2518754,814.7766953,299.4891085,1,8.932584302,15.47608505,0,1780.469921,19.99555588,1000,132
15019,0,383.87,254,585.7371568,800.492424,318.9132077,1,17.89496102,3.332126863,0,1729.004996,33.56224442,0,89
15020,0,6090.282,696,568.7909806,739.5807358,314.6100606,1,4.951701443,2.174805742,0,1791.419997,22.07297897,0,1118
15022,0,828.733,48,523.9797975,771.3969696,286.64374,1,26.3268506,8.425632302,0,1797.62507,118.7315292,0,75
15047,0,38.188,112,622.7199128,767.7766953,323.0018177,1,31.26444134,33.60106136,0,1710.389953,11.68728924,1000,96
15001,0,1228.686,440,665.1168825,736.1320344,324.7703894,1,14.90690159,33.18825416,0,1762.584999,25.10796928,800,133
15048,0,11161.987,440,647.5189027,761.646753,316.0230968,1,12.1885502,33.57766131,1,1787.40494,18.56505013,1000,182
15028,0,314.722,207,543.7199128,735.0538239,291.8538024,1,18.67912336,13.84303305,1,1847.995074,59.32040405,0,116
15063,9.055854,34.882,96,569.6244584,819.5929291,316.2609328,1,35.54968386,20.25021156,0,1637.390022,1.889305472,1200,87
15051,0,125640.831,1198,593.9503602,786.3208512,324.3235734,1,17.84819414,10.61610093,1,1719.514987,9.204597473,1000,585
15085,0,433.508,857,679.6316011,749.1736649,313.8837101,1,3.690913214,16.58884174,1,1754.920032,19.27705574,800,135
15088,0,338.872,528,585.5533906,832.0487732,297.6232149,1,31.28742406,2.820623629,0,1777.184985,4.495441437,1200,283
15027,0,26.164,48,595.3229432,805.6345597,310.2806361,1,9.126769962,6.719838948,0,1830.109978,48.65589523,0,44
15122,0,2185.917,1824,536.0508653,770.5391052,296.1034276,1,16.877699,3.116233934,1,1810.03504,37.55562592,700,1458
15099,18.017454,9628.018,1252,533.1635636,743.5685425,284.7060163,1,28.56555531,18.74675968,1,1608.555024,4.001869678,1000,1127
15004,31.919487,28.166,40,609.9259736,860.8893937,263.0071595,1,31.01449631,20.86720033,0,1691.044962,3.211686134,1500,10
15043,19.238514,281.573,205,573.666089,801.3502884,326.5225677,1,24.25377542,11.35436172,0,1664.764953,25.41966629,1200,33
15035,0,16862.034,496,593.903679,724.2081528,302.2039774,1,2.304133273,9.81353286,1,1764.41004,20.33405495,700,886
15065,0,289.672,222,532.4478349,719.8406204,278.1750177,1,31.27291351,29.15659087,1,1810.03504,41.82468033,0,205
15079,30.462743,313.372,69,632.2590181,710.8061325,295.0023622,1,17.7031663,25.40537355,1,1812.225056,28.21119118,800,67
15010,30.462743,7127.878,234,590.3595231,701.6518036,281.1054628,1,5.726832363,15.24085185,1,1830.839925,40.03480911,600,74
15037,0,1388.794,729,581.6072145,776.5218613,337.5880279,1,8.056482092,6.465582857,1,1703.08996,14.82346249,1000,767
15038,0,17.216,23,600.4772721,762.0782105,337.5984137,1,22.97991659,14.9716079,0,1717.689946,10.77043533,1000,25
15091,0,3123.566,360,582.0041841,727.4802307,303.9437594,1,5.702761798,5.364516941,1,1863.689981,44.78057098,0,524
15033,0,149325.816,7917,560.7199128,742.0954544,308.4303193,1,4.460648787,2.972359565,1,1813.319976,15.24147892,600,6044
15097,31.919487,27.437,54,622.8965363,852.2031022,260.4784691,1,21.84577523,32.01279547,0,1614.394948,3.393507957,1500,17
15114,0,207.655,57,653.0924958,799.1025971,283.6970424,1,29.13662704,33.82416179,0,1715.49993,21.3624382,1000,149
15095,0,44591.72,412,594.3473298,737.2792206,314.2404118,1,10.26087792,9.71233441,0,1766.600056,21.72278214,1000,510
15021,0,74.574,82,609.3107499,845.4041123,274.3327023,1,36.69764562,20.46541814,0,1568.040001,4.398920059,1500,45
15002,0,11108.796,1025,550.6194078,729.7106781,296.5518115,1,14.6660793,10.14843558,1,1802.735047,55.56147003,600,418
16045,0,1346.25,269,964.7026689,861.3961031,193.3792017,1,28.12701528,43.73249456,0,1756.379926,27.44263458,800,92
16093,0,122.461,106,690.0041841,772.2152955,290.23199,1,7.733536591,8.076069136,0,1697.615008,13.91467285,1000,17
16092,31.919487,44.996,37,717.8670991,877.4823228,190.6892014,1,69.74473662,96.85365281,0,1671.699972,1.711027145,1000,12
16088,0,1218.553,295,791.6610383,809.6366517,233.1030238,1,12.55791831,18.68306558,0,1804.194942,22.42810631,700,257
16085,0,177.337,360,908.1463197,850.8569978,213.2601106,1,51.36292754,46.13257932,0,1626.439946,15.99876308,1000,52
16084,0,134.663,294,929.9747468,857.5554826,216.430796,1,60.39159055,42.39740749,1,1678.634992,11.53092766,800,79
16074,0,79.893,90,983.9158723,851.7808794,191.021881,1,20.0845573,45.748962,0,1775.724916,25.29739952,800,11
16055,80.042898,214.917,213,853.7249635,945.4722215,113.4667482,1,23.76455628,51.66502343,1,1725.72006,12.31839752,700,75
16061,2.061531,122.252,119,693.8914857,799.6000718,265.2118826,1,31.86137411,32.37901621,1,1643.229947,5.536416531,1000,13
16073,0,284.598,1699,825.8620485,840.2051942,204.826369,1,19.32840761,29.2120092,1,1660.75007,15.99411011,1000,74
16104,0,1969.775,56,948.531096,852.3544725,209.3370883,1,45.50584796,33.03300502,1,1779.739974,31.16003418,800,22
16089,80.042898,159.191,172,935.2813127,966.3666658,143.4582305,1,55.59899246,122.2601795,0,1630.819976,1.64142704,1000,32
16103,0,299.703,217,963.158513,839.668181,211.0495112,1,38.06755376,24.6143922,0,1800.180058,27.09195518,0,29
16102,80.042898,7476.328,3285,873.2640687,892.6437944,165.8061456,1,3.097700475,49.1651779,1,1603.080072,1.126451135,1200,1538
16071,0,278.889,305,843.9158723,793.7909806,249.5519262,1,36.97067056,40.76033212,1,1724.624965,19.18053818,800,147
16064,80.042898,66.348,66,866.8670991,939.2001436,123.4574672,1,12.23200486,55.98847961,1,1723.165071,3.185293198,700,29
16063,0,166.969,55,864.9453096,816.5605333,231.1887519,1,54.26525428,18.74864935,1,1766.235082,23.02698326,800,39
16062,0,97.115,113,949.5727266,832.8691911,223.4183126,1,49.43713734,15.17708381,0,1752.365043,29.19960976,800,12
16060,13.496152,46.099,61,895.1290758,797.430591,255.9962522,1,49.75667788,11.88686855,0,1821.349916,34.29399872,0,19
16059,0.613843,0,6,834.4234483,912.8742418,138.1455156,1,37.91409984,17.88779586,1,1639.945011,2.687449694,800,12
16058,80.042898,505.319,748,880.6072145,900.3717165,161.7321665,1,12.81292612,55.86007717,0,1616.21999,0.916980565,1200,16
16057,27.550217,32.377,36,763.5239533,891.7077195,162.4282568,1,64.16028236,52.85938303,0,1625.345025,3.367628336,800,3
16056,35.462472,384.94,1756,858.3767671,860.7026689,190.5355347,1,30.15472238,23.15722542,0,1661.115043,16.20307159,1200,29
16079,27.550217,716.325,655,826.3645738,881.4183976,166.8789973,1,18.68460311,18.48564913,1,1614.029975,7.512039185,1200,124
16078,0,87.604,153,789.6021638,780.666089,260.7113886,1,24.94628207,8.865026263,0,1825.729947,45.28079224,700,6
16018,0,18.357,23,803.2173875,801.5361467,240.051031,1,22.97608346,16.52480321,0,1800.910006,24.65522766,700,43
16019,2.606066,469.133,122,949.7615434,883.3250353,186.9160441,1,42.27044701,61.46912466,0,1686.299958,2.699422359,1200,28
16020,0,433.639,369,794.1168825,789.5655839,251.4537846,1,31.25259556,4.526160466,0,1825.364974,23.11091423,700,74
16021,0,132.239,962,897.8620485,870.0285707,193.2543121,1,32.35992347,49.43569135,0,1647.245004,16.11430931,1200,5
16022,2.061531,96.541,58,769.6194078,820.4234483,226.6044546,1,18.17020278,33.23970763,1,1689.950042,2.393406153,1200,59
16067,0,54.517,58,881.5016588,810.531096,240.5463701,1,53.89284282,29.30235535,0,1786.674993,27.71186256,800,12
16072,2.061531,43.614,85,754.5189027,805.9676042,241.7115433,1,36.02751666,35.27158213,0,1596.510026,1.050919056,1200,32
16086,0,67.417,48,934.5432893,812.5849199,246.4191624,1,56.41180535,3.16285748,1,1818.429954,39.18848419,800,27
16087,74.011561,510.967,54,846.293506,895.531096,155.8351479,1,22.42949422,23.76750506,1,1698.344955,3.982735872,1200,35
16047,2.061531,40.696,47,707.2640687,823.884343,240.0724716,1,56.74492095,57.24870403,0,1671.334999,1.449522972,1200,12
16046,2.061531,41.268,76,693.6366517,836.9848481,234.4849391,1,52.70329203,65.73915981,0,1676.080003,1.456967592,1000,10
16012,80.042898,429.676,160,912.4945161,939.3544725,145.5948055,1,31.00317849,92.35377878,0,1632.280045,7.252128601,700,52
16065,35.462472,537.412,1170,878.7909806,867.9869401,189.2650836,1,24.02988666,36.33844819,0,1618.410006,13.71342087,1200,36
16066,27.550217,510.718,1001,822.7493501,864.6904756,181.771055,1,4.868208569,32.79607163,1,1600.890057,8.600518227,1200,325
16068,80.042898,235.543,102,911.7493501,901.5554826,173.8139741,1,39.84853699,79.68075526,0,1459.635026,3.203992367,1200,19
16069,13.496152,7443.297,670,908.6143571,795.9869401,261.2874046,1,54.70292167,6.698721183,1,1839.599986,56.34781265,800,328
16070,26.820476,953.623,201,882.803174,835.6732316,218.2102119,1,53.08163023,23.95391287,0,1707.46999,32.77411652,1000,16
16083,80.042898,52.788,66,893.293506,914.9991334,154.2394859,1,29.75324092,68.69330102,0,1440.65501,1.762385845,800,61
16002,0,48.309,125,912.0264787,994.2245302,110.7620883,1,55.24197349,105.6751698,0,1560.375035,0.504287302,1200,4
16094,0,13.541,34,893.9453096,828.5727266,228.2075922,1,62.85682223,35.19572527,0,1745.430024,40.72999191,0,8
16095,2.606066,1080.597,67,933.7909806,890.7686861,192.5548784,1,58.72156276,70.34624752,1,1689.585068,3.014398575,1200,23
16100,0,104.241,635,823.1341264,849.6194078,195.5548585,1,10.69324804,34.20881125,1,1680.09506,16.80776787,1000,45
16105,0,13157.933,67,948.9575029,817.3839098,235.6857807,1,45.47373105,1.013095492,1,1843.615043,47.57286453,800,18
16101,27.550217,4.466,19,747.8498551,841.8670991,211.4912725,1,39.14202305,61.1261253,0,1647.245004,1.250578403,1200,11
16111,74.011561,48.935,60,851.4356416,885.9453096,166.3731079,1,17.61302411,31.98817104,1,1737.034936,3.256111145,1500,77
16034,2.061531,2080.309,2475,732.1341264,811.9259736,242.7749015,1,53.66233435,56.59893672,0,1540.299923,0.876952887,1200,209
16017,0,22.424,32,699.2884553,752.629509,304.2972856,1,19.48944324,19.12560762,1,1781.929989,20.06921005,800,42
16016,0,66.588,682,839.4183976,832.9331163,212.5923078,1,28.66092259,16.26855326,1,1655.639918,18.64056015,1000,25
16015,0,138.264,111,941.4701295,1019.307791,125.7698461,1,90.12898786,132.271523,0,1527.160006,0.431454271,1200,23
16014,0,55.229,76,1000.783838,1034.503751,81.38264482,1,56.78766653,114.6102101,0,1553.804989,1.0682199,1200,15
16053,27.550217,46044.16,5065,796.6194078,831.6072145,212.5256415,1,9.657542502,39.41876173,1,1680.09506,3.660444975,1200,3916
16052,8.870558,86185.351,810,839.5462479,1053.241774,26.23317786,1,22.10507409,54.61795575,1,1689.950042,6.761738777,1000,846
16051,4.902971,1568.86,169,991.0163774,862.923015,179.1449211,1,8.291129556,54.87107974,0,1703.820081,30.38418388,800,10
16050,0,266.854,431,718.9747468,770.156421,283.022577,1,32.3799602,32.43666939,1,1741.049993,24.86067009,1200,209
16049,27.550217,69.67,85,770.7077195,863.0508653,187.4085312,1,36.64361336,57.65230785,0,1627.53504,0.713602602,1200,21
16042,0,550.273,44,936.5727266,827.4844148,234.4546998,1,59.17118761,15.33010824,0,1819.890022,35.005867,800,11
16041,0,49.892,202,715.1046891,790.8132752,266.0567799,1,35.91606108,36.25205892,1,1744.334929,30.87605476,1000,19
16038,24.1831,172.695,244,732.2274888,936.1513703,137.6481373,1,56.36918659,88.238255,0,1665.495074,4.746997833,700,71
16037,26.820476,25.532,41,829.9747468,816.1341264,226.8682192,1,37.14201593,30.14459778,0,1743.604982,23.82422829,0,21
16036,0,43,79,811.531096,795.6072145,245.7491289,1,32.73516466,21.76738741,0,1827.919962,27.10892677,800,12
16035,1.857187,71.757,173,826.9259736,950.7737367,102.6429203,1,49.25820935,47.05787614,1,1548.330038,3.550506115,600,14
16023,0,508.172,66,935.6021638,841.1412691,224.8096596,1,60.35032779,25.54450588,1,1759.665036,46.06367493,800,18
16025,0,593.567,2119,889.2468248,851.2295808,206.717508,1,41.66687447,33.78299414,0,1669.87493,12.71995735,1000,67
16040,2.061531,75.564,190,766.175757,806.1097398,239.6825032,1,27.42835695,25.78738136,1,1632.645018,7.53139925,1200,38
16039,0,20.435,27,808.9919908,855.4772721,190.0568596,1,16.63604512,42.60753479,1,1664.399979,10.99949455,1000,16
16026,0,2.223,12,979.6122651,1023.391052,100.7573747,1,62.97465836,133.0882118,0,1551.979947,0.751516521,1200,2
16027,26.820476,10.928,23,815.9747468,810.3351365,232.236561,1,26.90347581,31.23014568,0,1759.665036,20.3456459,800,12
16028,0,12.178,27,901.7442995,815.4011537,241.7189182,1,67.08616876,24.2350221,0,1799.084964,53.44984818,0,39
16029,1.857187,37.172,72,786.884343,954.1046891,101.2541829,1,85.49568006,53.80010215,0,1639.945011,5.165734291,600,3
16030,0,995.595,55,919.9869401,819.4427843,244.5506814,1,71.40693285,16.64397728,1,1788.135061,39.96738815,800,70
16054,26.820476,25.4,42,829.531096,803.0630586,238.9286021,1,40.1712623,38.82480949,0,1724.259992,31.15820122,0,12
16033,0.613843,109.586,92,850.4234483,919.5016588,135.2949855,1,31.51301356,32.44842168,1,1676.444976,2.256679296,800,22
16076,0,2330.631,1775,970.430591,853.2245302,196.9149508,1,27.67383766,38.79066286,0,1792.514918,28.0015583,800,136
16075,2.606066,324.168,507,912.7909806,882.0702013,190.2018535,1,40.97837184,67.43082628,1,1568.769948,4.089308262,1200,73
16080,0,18.677,53,703.7615434,781.4284989,277.5046225,1,22.39252889,22.73166008,1,1620.600021,12.77026463,1000,13
16081,4.586288,0,2,684.0803025,845.9137803,232.0544113,1,40.53201718,73.18150122,0,1665.495074,1.698559999,1000,3
16082,27.550217,873.546,283,795.5655839,885.0630586,163.6883417,1,35.41772975,26.7351302,0,1651.625035,2.987843513,1200,91
16099,4.586288,25.661,46,707.3229432,852.0264787,216.7059893,1,59.62439884,81.65782323,0,1662.940085,0.756541491,1200,8
16003,0,64.231,104,780.1463197,797.8376618,245.4803997,1,25.81508904,11.36219376,1,1793.974986,36.50935364,700,63
16090,74.011561,88.973,618,849.5777772,873.4600282,176.7845207,1,24.74168064,35.89111722,1,1686.664932,7.104253292,1200,31
16091,0,231.602,75,930.0041841,871.6265504,206.4609367,1,58.77258506,53.82643486,1,1650.894914,9.392380714,1000,65
16048,0,407.837,33,806.4772721,847.4062043,197.7216217,1,21.85811307,47.48994984,1,1744.700077,15.81367111,1000,15
16001,27.550217,79.774,120,794.5067094,856.5067094,189.8368786,1,28.00475912,47.11856812,0,1656.370039,12.90343189,1200,24
16024,35.462472,196.883,701,874.5189027,855.6732316,198.8251148,1,34.14703272,24.55918962,0,1648.705072,12.2889328,0,10
16009,0.613843,109.691,176,818.0092347,907.2468248,142.7242432,1,42.96925066,6.421289611,1,1630.090029,2.206400156,1200,69
16008,0,7.843,16,943.8010819,1058.935208,121.6299072,1,109.4028692,141.1790602,0,1511.099951,1.178195953,1000,13
16007,0,28.059,47,704.6194078,793.4995667,266.9646377,1,31.03244588,31.4628049,1,1711.485047,18.60689926,0,4
16006,1.857187,1660.482,615,883.0681092,962.3128419,112.7446247,1,16.91779009,81.50361797,1,1593.590064,1.555256605,1200,573
16005,0,24.857,52,693.3767671,792.3574311,271.7606763,1,25.18822059,25.69954457,1,1596.510026,10.89680958,1000,5
16004,0,37.996,61,865.158513,799.0752519,247.1586985,1,40.03803783,34.28022753,1,1794.704933,26.10197639,0,12
16011,0,55.229,38,959.7148622,825.3544725,223.6002052,1,38.67094998,12.62687609,0,1858.580003,53.6450386,0,6
16010,8.870558,79.547,154,840.9726548,1018.685425,47.20575556,1,44.3236197,39.93116255,1,1619.870074,1.672726274,1000,62
16110,0,269.084,241,753.1463197,786.6538957,259.4319919,1,39.08890024,33.22055476,1,1627.900014,6.181273937,1200,131
16109,13.496152,14.977,39,897.2295808,806.5016588,248.0374609,1,58.09554154,17.60275064,0,1798.71999,58.13591003,800,7
16108,0,7579.914,1047,916.1879503,834.2712114,231.0635414,1,68.65862745,28.47638236,1,1780.104947,26.70014763,800,657
16107,35.462472,8649.886,840,861.6610383,838.6316011,210.9796266,1,38.80343581,5.254797291,1,1643.594921,11.98253536,1000,80
16106,0,247.393,283,924.6143571,802.6143571,259.5918794,1,65.34880935,11.2967224,1,1834.854982,44.9741478,800,42
16013,27.550217,20.812,29,739.7249635,898.2518754,165.1932231,1,78.09056088,75.09080208,0,1665.860047,5.333034515,800,0
16044,26.820476,33.468,32,853.6316011,821.2468248,224.6966102,1,44.13745381,13.00721126,1,1727.544928,16.8487606,0,18
16043,0,7490.795,300,917.6316011,847.7564928,220.5163165,1,60.40887392,38.54568421,0,1740.320046,24.80841064,1000,264
16077,24.1831,55.085,83,691.4995667,929.8254685,164.4820262,1,25.55696157,118.0349323,0,1685.934985,5.03638649,0,12
16032,0,23.61,82,841.54834,856.0752519,191.1504436,1,14.76439793,24.04207927,1,1749.079933,17.74511909,0,16
16031,1.004238,20.638,31,716.9869401,735.3574311,314.2627927,1,39.41686218,38.65226158,0,1775.724916,37.19186401,800,11
16098,2.061531,53.003,143,710.4772721,807.6417023,252.7765972,1,44.69363297,45.15351932,1,1697.615008,3.699299574,1200,29
16097,5.878429,80.623,118,778.0681092,918.8204179,135.0281138,1,69.6629528,42.93930893,0,1673.16004,5.320637703,800,10
16096,1.857187,10.087,18,875.6711396,1008.454978,75.49906223,1,59.67662813,70.55045186,0,1573.879926,0.591430366,1200,0
16113,0,62.343,141,854.5432893,779.4478349,263.589822,1,21.71867535,48.12850472,1,1811.129961,36.43317795,0,36
16112,2.061531,899.505,779,688.6782823,815.0142853,254.6421275,1,44.90373002,45.44181284,1,1556.724951,1.454710364,1000,383
17008,9.055854,6425.17,458,537.9259736,831.0660172,323.7562421,1,23.82408801,6.23922861,1,1806.019983,8.219695091,0,624
17003,34.070832,169.197,293,479.0853532,843.0121933,285.971501,1,18.07936917,56.98190195,1,1875.370004,15.93146706,0,83
17036,0.527376,27.422,78,490.2396821,801.9411255,271.8360214,1,22.88168979,48.04582154,0,1760.394983,10.74688911,1200,7
17029,0,1058.964,537,527.411255,819.6812409,309.463746,1,11.80169523,21.04252272,1,1801.639953,3.756410837,0,918
17018,9.055854,420.811,467,549.1686143,832.2081528,322.471136,1,33.51183088,8.879203444,0,1835.219955,6.337629795,1000,609
17014,9.055854,20.028,28,550.7127702,853.9360749,308.2000608,1,45.70702563,17.81540041,0,1850.915036,8.664886475,0,24
17019,34.070832,84.661,179,497.156421,844.6396103,299.0898174,1,15.35080964,41.3096482,1,1816.605086,16.2752037,0,34
17006,0,9859.015,914,515.3401872,820.5391052,300.6903459,1,1.100425819,28.25446893,1,1844.709964,6.920163631,0,1709
17001,26.427143,32.933,45,548.156421,865.764502,303.4486302,1,52.10765584,26.68000939,1,1797.62507,4.955140114,1000,26
