CVEGEO,water_availability,economic_output,n_industy,distance_ciit,dist_to_border_km,dist_min_ports,highways,dist_min_km,gen_min_km,rails,pv_mean_annual_kwh,wind_mean,rainfall,crime
20069,0,0,7,182.8284271,569.2325394,178.0963419,1,52.41499061,49.87522887,0,1858.944976,41.44934082,0,0
20070,20.634036,51,288,318.4264069,681.6345597,297.3020211,1,12.0875898,151.9155207,0,1741.414967,12.96440601,2000,1
20072,0,16.528,78,169.6568542,557.7178208,166.6578254,1,46.70995775,44.31120699,0,1647.609978,3.535559654,700,1
20074,19.097052,0,8,138.0832611,497.9777054,116.0002744,1,98.88872743,69.29589284,0,1633.009992,2.652287006,700,0
20078,3.030253,8.463,33,182.9827561,571.0437226,179.4490346,1,13.02286311,9.73848669,1,1820.254996,30.56207275,0,1
20077,3.030253,11.126,35,213.0954544,601.156421,208.1597342,1,17.11077851,18.79773099,1,1845.805058,83.12179565,0,6
20081,1.937141,1.973,21,354.8355698,742.8965363,265.5421648,1,30.92032145,114.4333014,0,1747.255065,25.40726471,0,1
20092,3.030253,4.666,12,210.0538239,598.1147904,203.689043,0,16.16306168,15.27575737,0,1773.535075,5.301168442,700,1
20080,0,7.619,49,188.7989899,565.2619767,177.1584185,1,59.89270022,62.22183161,0,1730.465064,6.293155193,700,1
20084,3.030253,21.671,35,202.0954544,590.156421,198.751465,1,12.2446143,14.05424165,0,1574.610047,2.059067965,700,3
20082,0,2.285,26,298.9411255,667.119841,280.6148697,1,29.67233416,134.4069295,0,1647.974951,2.925100803,2000,1
20086,0,2.899,22,285.4386002,673.4995667,265.6785793,1,48.59465747,85.75105691,0,1755.285006,9.502196312,0,1
20083,3.030253,64.503,151,187.5685425,575.629509,183.4156885,1,11.4321125,9.290986773,0,1781.200042,22.17326355,0,32
20087,3.030253,102.29,267,191.2964646,579.3574311,187.9162354,1,4.13548376,0.088299969,0,1841.790001,30.30898285,700,7
20089,2.462729,2.743,66,328.2203461,716.2813127,233.8833711,1,12.28681226,80.87116247,0,1799.084964,39.62773895,0,4
20090,20.634036,34.974,87,315.9116882,674.1492783,291.6622906,1,14.96556936,150.7945459,0,1747.985013,21.79346466,0,3
20091,3.030253,17.989,47,192.7817459,580.8427125,189.6605774,1,6.666951031,5.384469339,0,1730.830038,12.90167713,700,6
20095,7.602375,9.061,44,170.0538239,527.4629868,142.2714129,1,82.25720419,53.08331934,0,1618.774979,8.073174477,1000,0
20100,30.778398,0,2,145.0660172,533.1269837,159.547556,1,66.02074514,62.65202848,0,1491.389987,1.963798285,1500,0
20199,2.254951,0,2,394.7056275,782.766594,277.8980358,1,53.40472923,100.9240165,0,1841.425028,22.25511551,0,0
20102,3.030253,7.233,54,219.8528137,607.9137803,214.1613305,1,22.35918056,23.17003156,0,1796.165001,7.987915516,700,5
20233,19.097052,5.482,40,157.5979797,545.6589463,155.7688482,1,36.55888075,32.74387873,0,1684.474916,17.39369774,700,0
20103,3.030253,77.23,109,179.2842712,567.3452378,175.1838441,1,30.77015053,28.34659914,1,1856.754961,73.31567383,0,12
20105,1.937141,3.619,121,324.9360749,712.9970414,252.4130313,0,24.68285959,98.24579495,0,1630.090029,8.262408257,800,1
20107,3.030253,266.682,887,189.8111832,577.8721497,185.772417,1,7.843346995,5.843625664,0,1756.745074,19.30823517,0,57
20108,0,0.902,7,232.4264069,620.4873734,224.0188681,1,49.16817112,47.77168937,0,1653.084929,2.396624565,1000,0
20109,23.352309,0,4,295.3452378,683.4062043,159.6953692,1,43.83306508,9.666580453,1,1791.419997,31.83955956,400,3
20110,0,0,5,289.3675324,677.4284989,273.2398647,0,41.02471857,91.20158162,0,1787.40494,8.98167038,0,0
20111,111.556852,20.323,42,321.2132034,696.8477631,307.5738694,1,22.35862265,153.0710862,0,1727.179954,7.449272156,2000,0
20527,23.352309,1.17,36,248.019336,636.0803025,174.4941852,0,67.74572116,37.3701307,0,1552.344921,1.432742357,600,0
20116,30.778398,12.864,61,240.0315293,628.0924958,139.7817339,1,43.48418959,15.33038076,0,1251.584964,0.646177351,3500,2
20114,30.778398,0,4,149.7523087,537.8132752,159.1594886,1,55.77970424,52.21934381,0,1626.074972,1.564675331,0,0
20115,3.030253,211.863,190,186.0832611,574.1442277,181.6404023,1,16.72064344,14.35483986,0,1811.494935,19.14840698,0,38
20119,0,0.102,10,279.6812409,667.7422074,259.650952,1,51.38063481,79.68954087,0,1717.689946,7.827456474,1000,0
20014,19.097052,202.329,522,6.414213562,389.5462479,51.82281294,1,7.847532522,7.603826751,1,1626.804919,262.9346924,1000,45
20123,0,5.135,16,205.1126984,593.1736649,198.5504611,1,34.64746487,32.38038252,0,1746.159971,2.929389477,1000,1
20122,19.097052,1.786,33,96.28427125,467.7766953,83.39429604,1,87.72406413,90.08596629,0,1723.165071,50.6839447,700,1
20126,1.700436,27.466,1010,150.4974747,509.5634919,127.9277553,1,93.86571012,65.36702623,0,1574.610047,3.656522751,600,0
20127,0,0.55,28,296.5807358,684.6417023,261.9177768,1,43.2158408,94.4869826,0,1804.559915,18.32720947,0,0
20128,30.778398,8.387,22,152.5512986,540.6122651,167.6548046,1,64.49102597,61.46761857,0,1503.070011,0.754644692,0,1
20529,2.254951,0,5,365.119841,753.1808076,253.3021989,1,23.26313591,106.3706384,0,1817.335033,27.19839096,0,0
20131,19.097052,116.636,419,137.4558441,525.5168107,136.346837,1,55.98500974,52.09122284,0,1724.989939,17.33509636,600,5
20130,3.437684,19.419,110,48.9411255,339.119841,52.17947021,1,31.23333798,17.59754473,1,1778.645053,627.9146729,0,1
20152,2.254951,3.064,7,377.4507935,765.51176,295.2688193,1,60.84641921,96.15849793,0,1697.979982,7.209429264,1000,0
20132,3.030253,1.285,11,173.3847763,561.4457429,169.6264266,1,38.17215479,35.80196266,1,1871.354947,87.30696869,0,0
20135,3.030253,18.971,93,213.7106781,601.7716447,207.4142914,1,17.93554523,17.61518729,0,1747.620039,4.847406387,700,2
20136,23.352309,26.184,145,210.6761902,598.7371568,157.9742687,1,48.82508744,28.62649781,0,1230.779992,0.097283572,4500,3
20137,0,0,2,253.1126984,641.1736649,244.219195,1,63.33821568,72.68183372,0,1662.940085,2.310721397,2000,1
20139,30.778398,0,3,239.9898987,628.0508653,157.3954059,1,56.43733317,27.12867272,0,1344.295032,1.109853387,2000,1
20142,30.778398,5.091,13,274.2447327,662.3056993,139.994783,1,24.96967908,11.79285777,0,1509.275084,7.803736687,2000,0
20140,0.508321,0,3,274.7939392,662.8549058,233.7435217,1,39.66312512,73.92732774,0,1774.265022,11.21287537,800,1
20160,2.254951,2.45,26,352.1909089,740.2518754,239.6933779,1,8.972095438,91.51022461,0,1818.794928,10.23172951,800,1
20143,3.437684,34.304,146,72.69848481,315.3624817,75.78477178,1,54.35957856,36.15921359,1,1771.710033,72.45648193,1200,3
20144,0.508321,4.617,24,267.8944443,655.9554108,238.2584074,1,48.22528701,66.44995525,0,1796.894948,15.56398296,800,1
20145,3.030253,136.22,94,180.2253967,568.2863633,177.1753822,1,14.73539535,10.66779161,1,1840.695081,46.95536804,700,12
20531,3.030253,32.297,185,219.1959595,607.256926,212.854395,1,21.68501486,22.03580808,0,1800.545032,8.40994072,700,2
20146,15.914757,3.741,119,147.5979797,512.4629868,128.7000805,1,87.25070213,72.59235562,0,1718.054919,39.70879364,600,0
20148,1.700436,0,3,140.0243866,497.4335495,107.9783626,0,117.9245801,52.57566358,0,1438.829968,0.870320678,2500,0
20151,23.352309,0.78,33,322.3330445,710.394011,207.9746273,0,24.31741024,56.42874997,0,1661.480017,9.517076492,700,0
20157,3.030253,409.49,125,201.1248917,589.1858582,195.8199795,1,4.35173144,4.834728566,1,1858.215029,36.67640305,0,49
20248,19.097052,40.764,343,42.89949494,366.9777054,16.69686554,1,25.5686464,37.37960952,0,1804.194942,669.5999146,0,0
20158,0,0,2,249.0416306,623.019336,234.9186413,1,30.93087688,92.99147587,0,1770.249965,6.703948498,1500,1
20162,19.097052,1.09,14,161.3137085,549.374675,158.5516159,0,45.56177296,43.21644479,1,1747.620039,17.71277618,700,1
20176,2.462729,7.255,30,284.8772004,672.9381669,202.7823903,1,33.67737598,49.74354048,0,1729.004996,25.88828659,700,5
20165,2.254951,15.027,81,370.8183259,758.8792924,238.2359398,1,27.02407662,97.01698715,0,1848.360047,27.65981293,0,0
20167,15.914757,2.525,29,163.7401154,521.1492783,139.3471522,1,85.75171401,60.79131335,0,1639.215064,6.238571644,600,0
20530,3.030253,20.877,187,176.7695526,564.8305192,172.3765153,1,26.2235789,24.06198732,0,1721.340029,18.60044479,700,2
20187,23.352309,1.558,7,245.0315293,633.0924958,141.3498693,1,40.53785558,14.88440832,0,1378.604982,1.27471292,3500,1
20171,30.778398,12.188,42,244.002092,632.0630586,128.3377882,1,33.26968155,16.92271946,0,1272.754996,0.021052212,4000,2
20188,20.634036,35.841,259,308.2842712,679.7766953,292.4234311,1,23.33717968,141.9130606,0,1680.09506,1.905226707,2000,1
20173,23.352309,1.193,13,190.5218613,578.5828278,196.0097203,1,47.95845572,47.09602621,0,1444.66998,0.215057224,1500,1
20174,3.030253,8.576,16,191.1543289,579.2152955,186.0050542,1,11.45136639,8.984360822,0,1842.884922,37.70964813,0,17
20191,23.352309,0,2,183.8233765,571.884343,186.3924361,1,30.54834431,28.62537301,0,1622.425063,1.629379988,800,0
20196,23.352309,1.247,6,193.2081528,581.2691193,197.9730159,1,39.19878558,38.49582523,0,1597.604947,3.610314369,800,2
20178,3.030253,96.677,7,207.7523087,595.8132752,204.6469209,1,16.92051165,19.21225213,1,1643.960068,14.14872742,700,5
20197,3.030253,29.102,205,170.9116882,558.9726548,168.0456444,1,24.05717747,20.24231348,1,1850.915036,50.89955902,0,0
20180,111.556852,18.168,30,354.8700577,727.1909089,338.6183206,1,21.18848684,132.1623629,0,1772.439981,12.91829205,1200,0
20215,0.508321,3.819,10,274.4507935,662.51176,229.5360215,1,39.08646577,73.80302365,0,1799.449937,24.16036034,800,0
20181,1.73708,0,5,338.3036072,726.3645738,207.626836,1,28.09397372,61.95446675,0,1737.034936,19.91115189,0,1
20480,1.937141,0,3,311.6518036,699.7127702,264.9596296,1,39.67551051,108.3461722,0,1745.430024,6.570193291,800,0
20182,30.778398,1.042,44,221.747258,609.8082246,154.909589,1,53.50418316,23.50002937,0,1443.209999,0.125562668,3500,1
20183,9.344285,1.417,26,389.4213562,777.4823228,292.0894723,1,60.76325519,91.81970872,0,1814.415071,14.75619698,800,0
20189,30.778398,0.649,5,128.137085,516.1980515,152.1234537,1,85.1080043,81.66352744,0,1344.295032,0.862110615,2000,0
20192,3.030253,5.824,59,178.1126984,566.1736649,173.8080514,1,29.47054743,27.12034876,0,1841.790001,68.60575867,0,1
20193,3.030253,10.257,23,214.8944443,602.9554108,212.3417812,1,27.25710795,29.56100026,0,1592.859943,3.75731945,700,2
20194,19.097052,36.644,334,127.8406204,515.901587,130.6826299,1,63.18088642,58.9799727,0,1702.360013,14.40755939,700,1
20195,0,1.297,21,275.5807358,663.6417023,251.053327,1,47.99487513,74.77787983,0,1735.940015,13.23116875,0,1
20210,1.937141,0.708,7,321.7939392,709.8549058,260.8361872,1,33.25150825,106.3697066,0,1668.415036,6.916572094,0,1
20200,19.097052,5.969,28,98.42640687,486.4873734,107.9783388,1,89.49805113,87.01511222,0,1475.695081,8.874773026,600,2
20201,30.778398,0,3,164.3086579,552.3696244,174.153815,1,51.18008117,48.3776789,0,1326.774997,0.146736935,1500,0
20203,19.097052,6.431,49,157.8994949,540.1614716,150.9825821,0,60.68374571,58.45383644,0,1772.075007,10.31024742,600,0
20208,1.937141,7.97,29,327.6518036,715.7127702,275.264914,1,35.52795498,120.8483096,0,1724.624965,3.549460411,700,2
20209,1.700436,0.597,16,145.9827561,503.391919,119.856538,1,103.0166371,61.14242264,0,1529.714994,2.031768799,700,1
20284,19.097052,28.202,204,164.627417,552.6883835,160.9842129,1,38.50767911,35.87719645,0,1764.045067,7.297192574,700,2
20219,3.030253,22.297,230,174.0121933,562.0731599,170.0127842,1,25.1677849,22.30457084,0,1724.989939,10.60380077,700,0
20216,30.778398,0.938,7,155.3086579,543.3696244,167.8162798,1,58.73674411,55.6599112,0,1521.685054,1.919178724,0,0
20221,0.508321,0,2,293.6639969,681.7249635,224.3195732,1,19.46292359,70.3494808,0,1733.385026,30.78407478,800,2
20222,30.778398,1.3,56,167.6934342,555.7544007,182.4681447,0,60.60542169,58.36231404,0,1455.98503,0.058838513,2000,0
20541,30.778398,1.31,10,166.2081528,554.2691193,178.5526024,1,55.49787141,53.01041863,0,1435.910006,0.100131765,2000,0
20224,0.508321,1.772,10,275.764502,663.8254685,221.2163901,1,36.53874142,70.48459037,0,1793.245039,52.72177887,600,0
20225,20.634036,9.054,42,309.0121933,673.0487732,287.9841365,1,20.7880088,143.3192165,0,1727.179954,20.44412041,2000,1
20226,19.097052,3.956,69,135.4264069,523.4873734,137.2246559,1,55.58255759,51.40592165,0,1734.844921,13.71366119,600,0
20228,30.778398,6.877,7,273.0731599,661.1341264,136.9246545,1,22.0963149,12.01743253,0,1361.814981,0.572718561,2500,0
20231,19.097052,0,8,80.74011537,468.8010819,100.3640747,0,73.94171252,76.21243441,0,1271.659988,2.89268589,2000,0
20239,0,0,1,304.5512986,692.6122651,253.5699938,1,30.80015448,99.24744414,0,1764.775014,18.39559746,800,0
20234,23.352309,2.544,5,267.5168107,655.5777772,146.1956337,1,33.17222286,7.508320965,0,1470.584929,3.932478905,2000,0
20240,0,0,16,321.8528137,709.9137803,285.4179644,1,22.81623406,121.857169,0,1695.789967,8.598228455,1200,0
20241,3.030253,11.374,49,189.2426407,574.8183259,184.0693178,1,54.56058069,52.0219952,0,1762.220025,29.99324608,700,0
20242,111.556852,3.259,25,370.0660172,758.1269837,302.2559059,1,49.66571164,97.9793702,0,1664.035006,4.744854927,1500,1
20243,3.030253,78.787,192,183.1837662,571.2447327,178.0090408,1,23.95980273,21.56237822,0,1831.570046,29.6572628,0,2
20244,23.352309,5.65,23,280.1025971,668.1635636,153.8092963,1,38.08512475,5.360241648,0,1622.425063,26.22229958,500,5
20249,30.778398,6.001,30,264.7594514,652.8204179,140.7790481,1,29.32779884,2.557909359,0,1501.609943,3.495032787,2500,1
20245,2.254951,,0,374.1909089,762.2518754,255.7219475,1,30.28416401,111.1371489,0,1821.715064,20.51813126,800,0
20269,0,5.55,15,290.0538239,678.1147904,277.28759,1,34.54078009,95.24370476,0,1716.230052,5.394310951,1000,0
20247,23.352309,7.303,33,176.8944443,564.9554108,182.5389805,1,40.32414844,38.05218828,0,1622.059915,1.770100951,1200,1
20250,0.508321,1.898,17,270.2081528,658.2691193,230.3546969,1,43.26498746,69.66342225,0,1820.619969,22.26429939,600,2
20255,0,3.976,55,260.7401154,648.8010819,250.00796,0,60.19356095,69.54683699,0,1772.075007,14.31249619,1000,0
20252,0,2.436,30,280.3675324,668.4284989,268.1412908,1,48.75071539,82.7553293,0,1784.120004,6.285219193,1000,0
20257,30.778398,1.088,11,144.9949494,533.0559159,157.0175399,1,62.66709678,59.14256167,0,1562.56505,2.26975584,1500,0
20258,0,1.606,8,285.8233765,673.884343,253.2021813,1,41.96618423,84.24845277,0,1722.069976,14.97497177,0,1
20259,9.344285,14.991,66,394.9777054,783.038672,286.7715647,0,58.92871265,93.56677928,0,1824.635026,20.20061302,0,0
20260,23.352309,5.449,11,211.4507935,599.51176,204.8240275,1,38.02257299,39.26216645,0,1533.365078,1.073422909,1000,1
20268,0,3.189,10,176.6568542,561.4041123,171.386206,1,54.83498981,52.33105491,0,1837.774944,23.11049843,0,2
20276,23.352309,0,4,245.8183259,633.8792924,158.3280551,1,54.03246737,23.88415974,0,1439.195029,7.707910061,1200,1
20281,0.508321,0.342,5,270.137085,658.1980515,236.0428098,1,44.42879279,69.65253177,0,1820.984943,13.26458645,800,1
20274,0,1.396,47,242.9116882,630.9726548,233.7736945,0,54.59288967,53.5736219,0,1727.544928,8.133397102,0,0
20532,0,1.597,3,309.2964646,697.3574311,289.5500785,1,19.03422197,113.0531798,0,1418.38997,3.434526682,1500,0
20280,30.778398,8.638,32,159.3797257,547.4406922,172.8501334,1,60.01945513,57.22408566,0,1491.025014,0.416282713,2000,0
20533,7.602375,27.318,25,174.8111832,532.2203461,148.3401404,1,76.27081565,56.79488156,0,1635.200007,8.829440117,700,1
20368,3.030253,28.594,45,170.4558441,558.5168107,166.3995425,1,34.96196428,32.74964421,0,1792.880065,11.79014492,700,1
20282,8.463489,0,10,62.56854249,419.9777054,38.38490543,0,58.44103595,60.1419338,0,1665.129926,42.54245758,800,1
20283,23.352309,2.161,49,294.4335495,682.4945161,197.0679162,1,32.35605645,42.58004417,0,1645.784936,12.10074139,700,1
20535,0,1.834,14,208.4142136,596.4751801,204.0627914,1,53.79724628,57.11428824,0,1754.920032,1.932871699,1500,0
20286,1.937141,9.689,29,349.2081528,737.2691193,278.0952667,1,44.88247329,122.7742957,0,1767.330003,25.02604675,0,2
20285,20.634036,20.01,76,331.7695526,698.2914139,312.7835306,1,12.48496752,155.5800856,0,1756.379926,15.00769234,1500,1
20288,30.778398,,0,171.137085,559.1980515,179.857432,0,48.04557686,45.60834552,0,1381.159971,0.043535072,1500,0
20289,15.914757,2.601,11,184.5269119,553.5340546,168.1525776,1,62.57633122,70.66987838,0,1789.594955,82.84107971,700,0
20292,0,,0,208.7401154,596.8010819,202.1558572,0,22.04789757,20.32403729,0,1761.490078,3.378380537,800,0
20380,3.030253,17.422,220,174.9116882,562.9726548,171.8440512,1,20.86436347,17.39142039,0,1847.629926,45.18156815,0,2
20294,3.030253,17.19,74,223.6518036,611.7127702,219.169241,1,29.43804346,31.24090413,1,1621.694942,6.688842773,800,16
20295,3.030253,87.312,168,192.2842712,580.3452378,186.5355409,1,31.68835725,29.15747992,1,1872.815015,14.61945724,700,10
20538,15.914757,1.979,14,165.4264069,528.6345597,145.2021847,1,81.90674799,69.58792442,0,1829.015057,63.74204636,0,0
20296,23.352309,0,7,197.0071427,585.0681092,190.4826865,1,52.0395356,51.6690906,0,1432.624983,0.741954982,1500,0
20297,0,1.287,19,270.7401154,658.8010819,260.1065874,1,49.50931043,80.13741656,0,1753.459964,2.515728951,1000,0
20304,0.508321,0,2,259.1787156,647.2396821,212.7783571,0,52.24456929,64.93943572,0,1687.760026,3.753570795,700,2
20299,30.778398,12.071,237,145.1959595,533.256926,152.1176052,1,53.35552005,49.42615245,0,1626.074972,2.225172997,1500,0
20300,111.556852,54.229,545,319,707.0609665,313.6349359,1,35.35584829,140.8460287,0,1749.079933,4.573732376,2000,4
20308,19.097052,14.045,69,37.65685425,377.1492783,9.88386425,1,25.96044516,35.05995242,0,1800.910006,498.9768066,1000,1
20301,3.030253,9.179,31,180.9705627,569.0315293,176.2030499,1,38.75738458,36.25024154,0,1877.195046,68.18235779,0,0
20311,23.352309,1.631,102,257.6345597,645.6955262,192.4662957,0,58.29665349,49.57738806,1,1566.945081,0.96718663,500,1
20302,20.634036,23.326,64,314.0416306,688.019336,298.9703061,1,22.01072517,146.4323351,0,1691.409936,4.934759617,2000,0
20303,30.778398,19.311,146,151.8528137,539.9137803,158.502705,1,49.09657712,45.33558093,0,1666.954968,2.791295767,1500,0
20305,19.097052,35.97,133,14.89949494,390.0904038,33.03427577,1,11.69598734,12.60122468,1,1731.924958,484.0652161,0,4
20321,2.462729,0,2,321.6051224,709.666089,216.7279396,1,15.23322531,64.0339655,0,1707.834964,12.15249825,700,0
20332,0.508321,0,2,281.4507935,669.51176,232.6716315,1,33.43837963,80.04764763,0,1707.834964,11.17705917,0,0
20307,1.700436,12.442,62,98.5807358,455.9898987,66.31774348,1,96.17402296,83.6683252,0,1688.489974,32.08797836,800,7
20312,20.634036,25.791,124,323.5269119,692.5340546,306.0590276,1,14.53175112,155.789833,0,1737.765057,7.891409874,2000,2
20313,23.352309,11.304,253,265.9482682,654.0092347,187.9632985,0,54.34618457,41.30189009,0,1626.804919,6.601933479,700,0
20314,0,4.301,66,229.3259018,586.7350647,205.2857326,1,21.77767516,90.67457156,0,1730.099916,2.762827396,1200,1
20331,0,13.905,118,279.0660172,667.1269837,245.5675614,1,41.99117348,77.22756964,0,1685.570011,7.393926144,0,0
20315,3.030253,4.375,49,177.3847763,565.4457429,173.5264581,1,37.95720856,35.49603507,0,1868.070011,80.43092346,0,0
20316,19.097052,2.404,21,131.2842712,502.7766953,117.1440166,0,87.24763737,83.68064579,0,1649.799993,8.946174622,600,0
20317,1.937141,0,2,311.0365799,699.0975465,251.2146358,1,25.67526863,96.67681728,0,1713.309915,9.866150856,800,0
20360,3.030253,10.379,57,185.1126984,573.1736649,180.0304513,1,28.21726442,25.70681241,0,1860.770018,55.85727692,0,6
20319,1.700436,1.397,24,135.2253967,492.6345597,108.6119912,0,110.811068,63.35233406,0,1510.005031,0.69940716,1200,0
20320,0,0,9,284.2964646,672.3574311,271.9785432,1,41.7665207,88.49538023,0,1838.870039,6.842703819,0,0
20322,30.778398,2.371,9,270.4163056,658.4772721,139.4834707,1,25.41501921,8.922049201,0,1528.620074,11.22078228,2500,0
20323,19.097052,0,2,97.98275606,486.0437226,112.6461237,0,89.5489669,90.11336329,0,1438.829968,7.785325527,2000,0
20325,19.097052,28.567,138,108.0416306,496.1025971,111.581655,1,81.11638648,76.97040305,0,1613.300028,8.539426804,600,2
20326,30.778398,2.435,21,224.2619767,612.3229432,162.1649699,0,60.79595956,30.75239343,0,1354.514987,0.161289483,2000,0
20328,19.097052,48.618,368,154.8284271,542.8893937,152.4413101,0,53.21154698,50.74686142,0,1721.340029,6.166787148,600,0
20335,30.778398,0,6,177.8650071,565.9259736,187.9069086,0,51.32230704,49.48485825,0,1415.470008,0.137660727,1500,0
20336,23.352309,0.921,6,197.9777054,586.038672,177.4585896,1,61.67967801,49.49952824,0,1309.620022,0.042203907,2000,0
20339,0.508321,15.584,38,299.9360749,687.9970414,237.1390716,1,19.69049021,82.91286832,0,1700.534971,10.31888866,800,5
20341,2.462729,,0,299.8355698,687.8965363,229.4127251,1,14.62408402,75.03910183,0,1765.504961,18.83600426,800,0
20342,3.030253,7.679,17,194.7401154,582.8010819,189.3257928,1,12.69862356,10.17511522,1,1875.734978,43.55159378,0,8
20343,3.030253,4.246,29,179.1543289,567.2152955,175.4411148,1,16.86103224,13.28940835,1,1822.809985,36.34224319,0,3
20345,111.556852,7.878,27,333.0416306,707.019336,318.1488242,1,22.93940612,145.8859916,0,1756.014953,17.01107216,2000,1
20346,1.937141,7.88,279,317.9360749,705.9970414,247.3896159,1,19.87506642,92.9411245,0,1669.144983,11.78172684,800,1
20347,1.700436,13.589,102,159.4680374,516.8772004,131.3937055,1,93.16432752,53.36773743,0,1526.065085,3.602435589,1200,0
20539,3.030253,19.222,53,211.0243866,599.0853532,205.855171,1,13.9946186,15.11495613,0,1860.040071,44.01223755,0,11
20211,1.700436,0,2,140.1959595,497.6051224,108.6049813,0,117.0008782,53.25624241,0,1422.405027,0.260437816,2500,0
20212,30.778398,0,2,146.1787156,534.2396821,172.3587956,0,66.52958187,81.02547678,0,1288.814963,0.04111544,2000,0
20213,0,4.202,21,254.4974747,613.5634919,231.6650381,0,13.77974324,105.1125632,0,1555.995004,3.84306097,2000,0
20348,111.556852,20.939,31,353.6518036,741.7127702,291.9174369,1,39.14507858,114.1553635,0,1666.954968,1.636110544,1500,2
20349,3.030253,9.132,83,180.4974747,568.5584412,176.3894692,1,17.77325131,15.02104854,0,1797.259922,23.31618881,0,4
20540,2.462729,25.576,122,316.2203461,704.2813127,226.6523816,1,1.985163637,72.56322227,0,1762.584999,20.9683094,700,8
20350,3.030253,102.175,98,190.0538239,578.1147904,185.871595,1,6.399290135,3.85902853,1,1784.484978,30.09611702,0,50
20352,2.254951,3.475,68,367.019336,755.0803025,248.3299632,0,23.02836105,103.1624397,0,1793.974986,17.77886581,800,1
20353,15.914757,4.609,69,187.6690476,548.391919,165.1370064,1,61.21159922,70.39092379,0,1739.955072,22.10508537,700,0
20354,30.778398,0,4,270.4873734,658.54834,134.3605775,1,20.41660942,11.28021005,0,1295.749983,1.760132074,3500,0
20355,30.778398,2.795,13,250.1320344,638.1930009,151.5944001,1,46.30715285,16.31765767,0,1439.195029,4.141497612,2000,0
20358,3.030253,2.261,9,193.5563492,581.6173157,189.0340447,1,41.48918456,38.98485385,0,1841.790001,7.04535675,700,0
20362,15.914757,10.797,21,180.3259018,537.7350647,155.98065,1,69.32232447,63.81248333,0,1673.16004,11.85031223,600,1
20361,19.097052,0,2,134.254834,495.8061325,113.3140973,0,98.44314359,72.59456077,0,1600.890057,3.753046036,700,0
20363,3.030253,30.704,39,187.9238816,575.9848481,187.4973729,1,20.18182688,18.34524124,0,1571.690085,2.042446375,1000,4
20373,23.352309,0.858,26,330.1320344,718.1930009,199.1714569,1,35.58212611,52.50436046,0,1663.305058,5.74865675,600,0
20369,3.030253,14.826,33,187.1837662,575.2447327,182.2280637,1,23.0265915,20.51121646,0,1853.105052,44.7434845,0,1
20370,0,0,2,295.6518036,683.7127702,255.3751914,1,37.51213735,93.08806682,0,1758.569942,17.19573212,0,0
20381,2.254951,15.863,39,383.1909089,771.2518754,263.3649817,1,40.18644073,115.6700042,0,1832.299993,7.497755527,800,1
20372,0,0,1,292.7401154,680.8010819,280.2876548,1,28.07946337,101.5324555,0,1512.560019,4.881876469,1200,0
20374,30.778398,1.384,8,266.5878785,654.648845,140.1080502,1,27.6707144,4.798791462,0,1503.799958,5.612695217,2500,1
20293,3.030253,431.314,53,201.0243866,589.0853532,197.7649539,1,8.277600092,10.64257272,1,1633.009992,7.989891052,700,35
20382,0,1.115,7,266.0121933,654.0731599,255.8839137,1,51.83344403,80.66180466,0,1787.039967,5.794799328,1000,0
20375,3.030253,49.199,115,191.0538239,579.1147904,186.5506862,0,5.762483133,3.556076525,1,1803.100021,31.33379173,0,22
20376,2.254951,0,1,376.5929291,764.6538957,284.6501935,1,51.33639715,102.5153029,0,1785.580072,14.60210323,0,1
20383,0,0,1,299.7228714,687.783838,252.6614334,1,32.7813486,96.29496336,0,1777.184985,20.60488701,0,0
20408,0,,0,302.0660172,690.1269837,257.9536514,1,36.55578295,98.82540439,0,1789.959929,22.38673973,0,0
20384,15.914757,13.718,357,181.6690476,542.391919,159.6376352,1,66.76902801,69.12860762,0,1723.530045,29.25115776,600,1
20387,3.030253,9.297,44,188.627417,576.6883835,183.703074,1,35.18507498,32.64219024,0,1881.209929,23.77211761,700,6
20411,3.030253,3.951,20,180.5685425,568.629509,176.7690964,1,15.50842973,11.96267543,1,1843.980017,48.3952713,0,0
20388,0,0,1,201.8406204,589.901587,195.8484618,1,23.78823098,21.53194097,0,1780.104947,5.02109623,800,0
20106,2.462729,0,2,309.7056275,697.766594,216.3275121,1,11.52727367,62.04075246,0,1825.364974,144.3627625,0,1
20055,2.254951,16.715,33,379.6051224,767.666089,259.476451,1,35.97185205,116.0815639,0,1811.494935,9.554739952,800,3
20390,3.030253,394.911,530,191.882251,579.9432175,188.0446988,1,3.955320029,2.126179365,1,1823.539932,29.87875938,0,139
20391,7.602375,2.235,14,181.7106781,539.119841,152.4373677,0,72.20920633,50.81629386,0,1615.855017,7.530395985,1500,0
20418,19.097052,42.424,175,43.3137085,424.747258,48.81984381,1,38.20901606,40.60634966,0,1615.855017,10.28166199,700,17
20392,0,0,10,295.4264069,683.4873734,284.0811021,1,23.53725867,108.5634249,0,1438.464994,0.554543853,1500,0
20393,3.030253,6.804,51,173.1421356,561.2031022,169.0388303,1,40.87671626,38.48578406,0,1871.719921,97.57788086,0,2
20394,30.778398,1.962,20,103.9533188,492.0142853,122.60149,1,92.71783068,88.66531592,0,1261.074972,2.646285772,2000,2
