CVEGEO,dist_min_ports
15026,317.8518604054833
15061,279.5154492713914
15057,333.3246387464622
15120,294.87615355747704
15110,256.10136391025145
15030,292.9483398712447
15044,302.6962192986532
15093,279.51413205318113
15108,310.0176527572137
15111,267.71237150955744
15016,278.71904306788167
15112,323.6022223887107
15113,286.38437585368166
15123,216.9133259143063
15074,298.5655179886492
15125,307.11697402939626
15053,307.59355115606627
15055,307.3984996508568
15073,308.3488196978825
15015,272.5361254372942
15014,320.63385226482904
15056,330.7046044248566
15054,308.7426912833821
15076,314.13566815524734
15060,328.27844770884053
15083,289.2842316328739
15024,309.26879730396877
15059,302.94761270334783
15009,271.8826216304887
15067,324.9551966686316
15031,296.6972709269369
15092,292.41815526511226
15066,234.29663618847957
15098,310.7867586941044
15025,283.8038676865908
15077,253.25417269477416
15078,240.5770664603619
15096,289.0035025753181
15104,321.2721855607046
15107,283.73884548537274
15100,297.1544611549396
15082,231.40781145685733
15058,304.65314639504726
15064,301.1188874333509
15109,316.4812947165239
15023,303.77597041898804
15040,281.02514996867325
15039,278.57281790832394
15005,295.5431737689589
15086,262.10612891803055
15042,308.95433446682216
15049,307.22512636734604
15052,302.5259650897133
15103,273.3001295963704
15050,291.74746865862033
15101,319.3950330807856
15090,296.7108985475929
15062,326.4427702903289
15105,213.47463329226275
15068,282.3376231615755
15080,247.06803514168706
15106,304.0029731813101
15118,287.55766329365434
15036,278.57784913228426
15013,328.45311069571756
15124,282.8472826776702
15117,263.9277346503029
15046,339.8067086939942
15115,329.89232215304895
15045,303.00432342757006
15006,313.52503059184323
15012,313.5397868826343
15034,275.2132350755374
15041,247.3438536863617
15017,282.37687412216894
15102,321.4911363393767
15089,287.93425952504964
15029,289.3212217001569
15087,320.4671319280238
15069,288.9571551002247
15084,285.9132671530388
15119,292.7588171535632
15008,218.507420467987
15011,299.61704722591725
15121,317.63369045897645
15075,289.1297928428879
15018,299.48910847052434
15019,318.91320765619975
15020,314.6100606440647
15022,286.64374004775357
15047,323.001817729068
15001,324.77038938793646
15048,316.0230967901671
15028,291.85380242735926
15063,316.2609327994462
15051,324.3235734461479
15085,313.88371008297145
15088,297.62321494797027
15027,310.2806361426081
15122,296.1034275978792
15099,284.70601628454307
15004,263.00715948980854
15043,326.5225677036842
15035,302.20397743686704
15065,278.1750177349282
15079,295.002362225457
15010,281.10546281550904
15037,337.5880279444893
15038,337.5984137478031
15091,303.94375938128877
15033,308.4303192749248
15097,260.47846907445296
15114,283.697042369793
15095,314.2404117920524
15021,274.33270232963974
15002,296.55181145166034
16045,193.37920173947245
16093,290.23199001362127
16092,190.68920135066534
16088,233.10302375952935
16085,213.26011063632794
16084,216.4307960007436
16074,191.0218810265181
16055,113.46674816362491
16061,265.21188263598395
16073,204.8263690258189
16104,209.3370883312614
16089,143.458230465299
16103,211.0495112032704
16102,165.8061456272122
16071,249.55192621887613
16064,123.45746717140877
16063,231.18875192005737
16062,223.41831256919804
16060,255.996252191866
16059,138.14551558363493
16058,161.7321665086771
16057,162.42825676118153
16056,190.53553474872587
16079,166.87899734908666
16078,260.7113885740615
16018,240.05103095977347
16019,186.9160440676855
16020,251.45378461346903
16021,193.25431212232294
16022,226.60445457773724
16067,240.54637009602132
16072,241.7115433236484
16086,246.41916239344334
16087,155.8351478553532
16047,240.07247155487548
16046,234.48493914804624
16012,145.59480552520913
16065,189.26508364476163
16066,181.77105495788484
16068,173.8139741303302
16069,261.2874045689657
