CVEGEO,pv_mean_annual_kwh
14041,1848.360047340393
14040,1703.820080757141
14038,1661.1150431632996
14037,1737.7650570869446
14036,1762.94997215271
14035,1857.1199345588684
14034,1729.0049958229065
14033,1846.1700320243835
14004,1740.685019493103
14019,1665.860047340393
14001,1703.820080757141
14006,1760.0300097465515
14007,1781.5650153160095
14008,1830.839924812317
14009,1790.3250765800476
14072,1875.734977722168
14080,1593.590064048767
14081,1835.9500765800476
14082,1710.389952659607
14083,1768.059949874878
14084,1530.8099150657654
14085,1693.5999512672424
14087,1599.429988861084
14088,1686.299958229065
14089,1770.9800863265991
14094,1608.5550236701965
14095,1836.315050125122
14096,1763.679919242859
14032,1647.609977722168
14030,1787.7699136734009
14029,1703.820080757141
14026,1735.2100682258606
14024,1742.510061264038
14023,1718.7850403785706
14021,1555.2650570869446
14020,1599.0650153160095
14016,1841.42502784729
14011,1783.0250835418701
14013,1831.5700459480286
14010,1644.6900153160095
14012,1692.1400570869446
14073,1852.740077972412
14079,1713.3099150657654
14093,1655.27494430542
14099,1472.77494430542
14100,1527.889952659607
14102,1676.080002784729
14103,1747.9850125312805
14104,1777.1849846839905
14105,1844.709963798523
14090,1774.265022277832
14091,1775.3599429130554
14092,1713.6750626564026
15116,1692.505030632019
15072,1809.670066833496
15003,1744.7000765800476
15007,1593.590064048767
15094,1790.690050125122
15032,1550.1550793647766
15081,1856.754961013794
15071,1828.6500835418701
15070,1825.3649735450745
15026,1744.3349289894104
15061,1860.0400710105896
15057,1786.310019493103
15120,1850.5500626564026
15110,1605.2699136734009
15030,1854.929919242859
15044,1872.450041770935
15093,1699.8050236701965
15108,1842.5199484825134
15111,1727.910075187683
15016,1790.690050125122
15112,1694.6950459480286
15113,1599.429988861084
15123,1533.7300515174866
15074,1792.14994430542
15125,1880.115008354187
15053,1876.830072402954
15055,1838.870038986206
15073,1812.955002784729
15015,1509.6400570869446
15014,1736.304988861084
15056,1719.150013923645
15054,1820.9849429130554
15076,1820.2549958229065
15060,1732.2899317741394
15083,1812.5900292396545
15024,1852.374930381775
15059,1865.515022277832
15009,1552.7100682258606
15067,1757.839994430542
15031,1833.0299401283264
15092,1817.335033416748
15066,1593.2249164581299
15098,1755.285005569458
15025,1615.855016708374
15077,1526.430058479309
15078,1546.5049958229065
15096,1835.219955444336
15104,1805.290036201477
15107,1818.064980506897
15100,1867.340064048767
15082,1581.9100403785706
15058,1841.7900013923645
15064,1774.265022277832
15109,1771.3450598716736
15023,1835.9500765800476
15040,1818.4299540519714
15039,1631.9150710105896
15005,1686.299958229065
15086,1527.160005569458
15042,1798.7199902534485
15049,1760.0300097465515
15052,1771.3450598716736
15103,1574.2450737953186
15050,1789.9599289894104
15101,1664.3999791145325
15090,1652.719955444336
15062,1644.6900153160095
15105,1626.07497215271
15068,1738.130030632019
15080,1536.650013923645
15106,1612.9350543022156
15118,1572.055058479309
15036,1811.8600821495056
15013,1793.245038986206
15124,1708.930058479309
15117,1614.3949484825134
15046,1730.465064048767
15115,1760.394983291626
15045,1732.6550793647766
15006,1804.5599150657654
15012,1806.749930381775
15034,1615.125069618225
15041,1701.995038986206
15017,1774.994969367981
15102,1754.555058479309
15089,1818.4299540519714
15029,1745.794997215271
15087,1728.640022277832
15069,1844.3449902534485
15084,1830.4749512672424
15119,1765.1399874687195
15008,1594.320011138916
15011,1859.309949874878
15121,1849.819941520691
15075,1814.4150710105896
15018,1780.4699206352234
15019,1729.0049958229065
15020,1791.419997215271
15022,1797.625069618225
15047,1710.389952659607
15001,1762.5849986076355
15048,1787.4049401283264
15028,1847.9950737953186
15063,1637.390022277832
15051,1719.5149874687195
15085,1754.9200320243835
15088,1777.1849846839905
15027,1830.109977722168
15122,1810.0350403785706
15099,1608.5550236701965
15004,1691.0449624061584
15043,1664.764952659607
15035,1764.4100403785706
15065,1810.0350403785706
15079,1812.22505569458
15010,1830.839924812317
15037,1703.0899596214294
15038,1717.6899456977844
15091,1863.689980506897
15033,1813.3199763298035
15097,1614.3949484825134
15114,1715.499930381775
15095,1766.60005569458
15021,1568.0400013923645
15002,1802.735047340393
16045,1756.3799262046814
16093,1697.615008354187
16092,1671.69997215271
16088,1804.194941520691
16085,1626.4399456977844
16084,1678.634991645813
16074,1775.7249164581299
16055,1725.7200598716736
16061,1643.229947090149
16073,1660.750069618225
16104,1779.7399735450745
16089,1630.8199763298035
16103,1800.180058479309
16102,1603.080072402954
16071,1724.6249651908875
16064,1723.1650710105896
16063,1766.2350821495056
16062,1752.3650431632996
16060,1821.3499164581299
16059,1639.945011138916
16058,1616.2199902534485
16057,1625.345025062561
16056,1661.1150431632996
16079,1614.029974937439
16078,1825.729947090149
16018,1800.910005569458
16019,1686.299958229065
16020,1825.3649735450745
16021,1647.2450041770935
16022,1689.950041770935
16067,1786.6749930381775
16072,1596.5100264549255
16086,1818.4299540519714
16087,1698.344955444336
16047,1671.3349986076355
16046,1676.080002784729
16012,1632.280044555664
