CVEGEO,pv_mean_annual_kwh
20451,1674.254961013794
20404,1785.580072402954
20407,1173.8400292396545
20558,1721.3400292396545
20561,1825.729947090149
20056,1771.3450598716736
20563,1728.640022277832
20497,1558.5499930381775
20549,1653.815050125122
20564,1818.4299540519714
20099,1849.4549679756165
20491,1597.604947090149
20379,1681.919927597046
20494,1710.0249791145325
20499,1745.4300236701965
20058,1493.2150292396545
20569,1819.890022277832
20570,1605.2699136734009
20567,1800.5450320243835
20423,1714.040036201477
20528,1706.7400431632996
20112,1781.5650153160095
20510,1860.405044555664
20129,1740.685019493103
20371,1863.3250069618225
20424,1496.864938735962
20406,1313.2700181007385
20422,1745.065050125122
20450,1695.060019493103
20075,1773.535075187683
20501,1804.5599150657654
20505,1681.189980506897
20459,1811.8600821495056
20477,1747.620038986206
20484,1830.109977722168
20485,1803.1000208854675
20492,1739.589924812317
20495,1524.2400431632996
20514,1347.5799679756165
20534,1757.110047340393
20117,1651.6250348091125
20512,1564.3899178504944
20518,1754.9200320243835
20206,1659.2900013923645
20521,1765.1399874687195
20001,1493.9449763298035
20256,1761.124930381775
20003,1411.4550375938416
20263,1601.984977722168
20004,1676.080002784729
20007,1872.0850682258606
20267,1621.3299679756165
20011,1736.304988861084
20027,1424.2299818992615
20030,1761.490077972412
20519,1687.7600264549255
20034,1791.419997215271
20013,1869.1649317741394
20017,1739.589924812317
20049,1865.1500487327576
20520,1768.7900710105896
20019,1388.8250243663788
20022,1858.580002784729
20024,1470.9500765800476
20025,1783.755030632019
20026,1777.549958229065
20029,1375.3199589252472
20032,1808.2099986076355
20033,1854.929919242859
20050,1788.5000348091125
20536,1677.5400710105896
20037,1715.1349568367004
20040,1438.1000208854675
20045,1806.3849568367004
20053,1601.6200041770935
20046,1749.445080757141
20172,1727.910075187683
20048,1755.6499791145325
20522,1611.8399596214294
20456,1830.109977722168
20060,1495.0400710105896
20061,1791.419997215271
20062,1697.9799818992615
20063,1872.8150153160095
20065,1656.7350125312805
20069,1858.9449763298035
20070,1741.414966583252
20072,1647.609977722168
20074,1633.009991645813
20078,1820.2549958229065
20077,1845.805058479309
20081,1747.2550654411316
20092,1773.535075187683
20080,1730.465064048767
20084,1574.610047340393
20082,1647.9749512672424
20086,1755.285005569458
20083,1781.200041770935
20087,1841.7900013923645
20089,1799.084963798523
20090,1747.9850125312805
20091,1730.8300375938416
20095,1618.7749791145325
20100,1491.3899874687195
20199,1841.42502784729
20102,1796.1650013923645
20233,1684.4749164581299
20103,1856.754961013794
20105,1630.0900292396545
20107,1756.7450737953186
20108,1653.0849289894104
20109,1791.419997215271
20110,1787.4049401283264
20111,1727.1799540519714
20527,1552.3449206352234
20116,1251.584963798523
20114,1626.07497215271
20115,1811.4949345588684
20119,1717.6899456977844
20014,1626.804919242859
20123,1746.1599707603455
20122,1723.1650710105896
20126,1574.610047340393
20127,1804.5599150657654
20128,1503.070011138916
20529,1817.335033416748
20131,1724.989938735962
20130,1778.645052909851
20152,1697.9799818992615
20132,1871.354947090149
20135,1747.620038986206
20136,1230.7799923419952
20137,1662.9400849342346
20139,1344.2950320243835
20142,1509.2750835418701
20140,1774.265022277832
20160,1818.794927597046
20143,1771.710033416748
20144,1796.8949484825134
20145,1840.695080757141
20531,1800.5450320243835
20146,1718.054919242859
20148,1438.8299679756165
20151,1661.480016708374
20157,1858.2150292396545
20248,1804.194941520691
20158,1770.2499651908875
20162,1747.620038986206
20176,1729.0049958229065
20165,1848.360047340393
20167,1639.215064048767
20530,1721.3400292396545
20187,1378.6049818992615
20171,1272.7549958229065
20188,1680.0950598716736
20173,1444.6699798107147
20174,1842.884922027588
20191,1622.4250626564026
20196,1597.604947090149
20178,1643.9600682258606
20197,1850.915036201477
20180,1772.439980506897
20215,1799.4499373435974
20181,1737.034935951233
20480,1745.4300236701965
20182,1443.2099986076355
20183,1814.4150710105896
20189,1344.2950320243835
20192,1841.7900013923645
20193,1592.8599429130554
20194,1702.3600125312805
20195,1735.9400153160095
20210,1668.415036201477
20200,1475.695080757141
20201,1326.7749965190887
20203,1772.0750069618225
20208,1724.6249651908875
20209,1529.714994430542
20284,1764.045066833496
20219,1724.989938735962
20216,1521.6850543022156
20221,1733.3850264549255
20222,1455.9850299358368
20541,1435.910005569458
20224,1793.245038986206
20225,1727.1799540519714
20226,1734.8449206352234
20228,1361.814980506897
20231,1271.6599881649017
20239,1764.775013923645
20234,1470.5849289894104
20240,1695.789966583252
20241,1762.220025062561
20242,1664.035005569458
20243,1831.5700459480286
20244,1622.4250626564026
20249,1501.6099429130554
20245,1821.715064048767
20269,1716.2300515174866
20247,1622.0599150657654
20250,1820.619969367981
20255,1772.0750069618225
20252,1784.1200041770935
20257,1562.565050125122
20258,1722.0699763298035
20259,1824.6350264549255
20260,1533.365077972412
20268,1837.77494430542
20276,1439.1950285434723
20281,1820.9849429130554
20274,1727.544927597046
20532,1418.3899700641632
20280,1491.025013923645
20533,1635.2000069618225
20368,1792.8800654411316
20282,1665.1299262046814
20283,1645.784935951233
20535,1754.9200320243835
20286,1767.330002784729
20285,1756.3799262046814
20288,1381.1599707603455
20289,1789.594955444336
20292,1761.490077972412
20380,1847.6299262046814
20294,1621.694941520691
20295,1872.8150153160095
20538,1829.0150570869446
20296,1432.6249825954437
20297,1753.459963798523
20304,1687.7600264549255
20299,1626.07497215271
20300,1749.079933166504
20308,1800.910005569458
20301,1877.1950459480286
20311,1566.945080757141
20302,1691.409935951233
20303,1666.9549679756165
20305,1731.924958229065
20321,1707.834963798523
20332,1707.834963798523
20307,1688.4899735450745
20312,1737.7650570869446
20313,1626.804919242859
20314,1730.0999164581299
20331,1685.570011138916
20315,1868.070011138916
20316,1649.7999930381775
20317,1713.3099150657654
20360,1860.7700181007385
20319,1510.005030632019
20320,1838.870038986206
20322,1528.6200737953186
20323,1438.8299679756165
20325,1613.30002784729
20326,1354.5149874687195
20328,1721.3400292396545
20335,1415.4700076580048
20336,1309.6200215816498
20339,1700.5349707603455
20341,1765.504961013794
20342,1875.734977722168
20343,1822.8099846839905
20345,1756.014952659607
20346,1669.144983291626
20347,1526.0650849342346
20539,1860.0400710105896
20211,1422.4050271511078
20212,1288.8149631023407
20213,1555.9950041770935
20348,1666.9549679756165
20349,1797.259922027588
20540,1762.5849986076355
20350,1784.484977722168
20352,1793.974986076355
20353,1739.955072402954
20354,1295.7499825954437
20355,1439.1950285434723
20358,1841.7900013923645
20362,1673.1600403785706
20361,1600.8900570869446
20363,1571.6900849342346
20373,1663.305058479309
20369,1853.1050515174866
20370,1758.569941520691
20381,1832.2999930381775
20372,1512.560019493103
20374,1503.799958229065
20293,1633.009991645813
20382,1787.039966583252
20375,1803.1000208854675
20376,1785.580072402954
20383,1777.1849846839905
20408,1789.9599289894104
20384,1723.530044555664
20387,1881.2099289894104
20411,1843.980016708374
20388,1780.104947090149
20106,1825.3649735450745
20055,1811.4949345588684
20390,1823.5399317741394
20391,1615.855016708374
20418,1615.855016708374
20392,1438.464994430542
20393,1871.7199206352234
20394,1261.07497215271
20395,1663.305058479309
20396,1522.05002784729
20397,1656.7350125312805
20398,1787.7699136734009
20399,1857.4850821495056
20400,1693.234977722168
20402,1776.4550375938416
20154,1593.9550375938416
20156,1364.369969367981
20403,1829.7450041770935
20419,1601.984977722168
20405,1678.9999651908875
20409,1799.084963798523
20412,1341.0100090503693
20415,1678.2700181007385
20287,1738.859977722168
20416,1683.3799958229065
20420,1704.9150013923645
20421,1702.724986076355
20425,1370.9400153160095
20428,1553.4400153160095
20432,1470.9500765800476
20429,1740.3200459480286
20430,1843.980016708374
20431,1646.5150570869446
20270,1639.5800375938416
20433,1591.4000487327576
20442,1455.619969367981
20438,1339.9150013923645
20434,1490.6600403785706
20444,1789.9599289894104
20443,1591.4000487327576
20445,1831.205072402954
20448,1636.660075187683
20449,1745.794997215271
20452,1868.4349846839905
20453,1769.884991645813
20454,1334.0749895572662
20455,1810.400013923645
20458,1291.0049784183502
20461,1717.6899456977844
20462,1747.2550654411316
20464,1603.080072402954
20465,1299.035005569458
20471,1499.785075187683
20472,1528.985047340393
20473,1519.495038986206
20474,1769.5200181007385
20475,1777.549958229065
20476,1764.045066833496
20389,1882.3050236701965
20478,1635.9299540519714
20012,1506.354947090149
20028,1682.285075187683
20039,1791.0550236701965
20064,1445.7649874687195
20066,1703.0899596214294
20067,1724.989938735962
20068,1814.4150710105896
20073,1491.3899874687195
20085,1456.7149770259857
20088,1529.3500208854675
20483,1764.4100403785706
20486,1716.595025062561
20093,1756.014952659607
20113,1599.0650153160095
20487,1745.065050125122
20488,1788.5000348091125
20496,1592.1299958229065
20509,1641.0399317741394
20557,1739.589924812317
20560,1662.5749373435974
20038,1620.6000208854675
20238,1806.3849568367004
21053,1679.364938735962
21211,1648.339924812317
21206,1853.470025062561
21152,1828.284935951233
21027,1707.105016708374
21026,1820.2549958229065
21015,1877.9249930381775
21014,1369.1149735450745
21010,1392.1099603176117
21149,1724.259991645813
21004,1866.9749164581299
21005,1828.284935951233
21006,1359.259991645813
21008,1642.8649735450745
21146,1859.6749234199524
21145,1313.9999651908875
21003,1815.1450181007385
21117,1908.585033416748
21165,1865.1500487327576
21163,1738.130030632019
21113,1842.5199484825134
21009,1841.42502784729
21039,1312.9049575328827
21040,1901.2850403785706
21041,1906.3950181007385
21016,1599.7949624061584
21087,1766.2350821495056
21167,1451.6049993038177
21166,1870.625
21018,1819.5250487327576
21054,1424.9600160121918
21127,1865.8799958229065
21129,1730.8300375938416
21130,1775.7249164581299
21213,1353.7850403785706
21124,1758.2049679756165
21169,1798.7199902534485
21172,1345.0249791145325
21179,1434.4500243663788
21202,1307.0650327205658
21203,1846.535005569458
21042,1829.0150570869446
21043,1281.1499965190887
21217,1298.6700320243835
21101,1382.9850125312805
21100,1356.3400292396545
21099,1704.9150013923645
21098,1838.5050654411316
21096,1845.4400849342346
21094,1770.9800863265991
21093,1593.590064048767
21092,1839.599986076355
21012,1841.0600543022156
21013,1866.6099429130554
21007,1857.85005569458
21011,1835.219955444336
21022,1792.8800654411316
21025,1334.8050236701965
21037,1837.4099707603455
21035,1634.4700598716736
21033,1803.1000208854675
21032,1665.4950737953186
21031,1857.4850821495056
21029,1366.924958229065
21045,1664.035005569458
21046,1718.054919242859
21002,1397.5849986076355
21212,1565.849986076355
21199,1393.9350020885468
21205,1856.025013923645
21201,1888.1449484825134
21197,1294.654974937439
21195,1560.3750348091125
21186,1269.835033416748
21185,1896.540036201477
21184,1314.3650257587433
21158,1439.5600020885468
21104,1841.42502784729
21123,1301.589994430542
21128,1897.999930381775
21126,1922.455072402954
21161,1819.890022277832
21079,1912.2349429130554
21194,1402.6949763298035
21190,1852.374930381775
21189,1900.554919242859
21188,1618.410005569458
21187,1391.7449867725372
21177,1825.3649735450745
21156,1614.3949484825134
21155,1852.374930381775
21154,1830.839924812317
21153,1887.779974937439
21118,1936.3249373435974
21119,1919.9000835418701
21120,1681.5549540519714
21125,1925.010061264038
21105,1756.3799262046814
21175,1729.0049958229065
21085,1814.780044555664
21164,1886.6850543022156
21198,1787.039966583252
21133,1898.7300515174866
21174,1322.3949658870697
21176,1895.444941520691
21178,1364.7350299358368
21134,1879.385061264038
21135,1779.375
21208,1372.7649700641632
21207,1357.4350368976593
21180,1683.3799958229065
21137,1755.6499791145325
21001,1837.4099707603455
21138,1653.4500765800476
21139,1876.464924812317
21196,1868.4349846839905
21140,1918.075041770935
21116,1288.0850160121918
21141,1834.8549818992615
21170,1840.329933166504
21052,1855.6600403785706
21168,1850.1849150657654
21143,1604.1749930381775
21142,1790.690050125122
21023,1623.8849568367004
21115,1765.504961013794
21114,1778.2800793647766
21108,1876.830072402954
21112,1842.154974937439
21147,1809.304919242859
21204,1267.6450181007385
21097,1940.339994430542
21148,1905.2999234199524
21200,1452.7000069618225
21151,1933.0400013923645
21159,1872.8150153160095
21050,1416.200041770935
21144,1929.3899178504944
21051,1805.290036201477
21055,1812.955002784729
21056,1835.9500765800476
21057,1420.2150118350983
21058,1403.7899839878082
21059,1869.1649317741394
21063,1646.880030632019
21064,1393.9350020885468
21065,1807.845025062561
21066,1830.109977722168
21067,1717.32497215271
21070,1856.025013923645
21071,1326.7749965190887
21076,1288.0850160121918
21038,1935.5949902534485
21078,1275.3099846839905
21047,1799.4499373435974
21048,1732.6550793647766
21049,1377.1450006961823
21080,1311.080002784729
21132,1896.540036201477
21216,1244.2849707603455
21072,1346.4849603176117
21068,1379.3350160121918
21171,1909.6799540519714
21062,1884.495038986206
21061,1352.6900327205658
21060,1912.5999164581299
21181,1914.424958229065
21044,1704.9150013923645
21036,1322.0299923419952
21191,1822.8099846839905
21215,1346.1199867725372
21192,1316.9200146198273
21193,1830.109977722168
21173,1475.695080757141
21073,1835.9500765800476
21121,1884.8600125312805
21083,1669.144983291626
21081,1760.0300097465515
21075,1241.0000348091125
21074,1691.7750835418701
21111,1441.019983291626
21089,1322.3949658870697
21210,1376.0499930381775
21136,1910.410075187683
21077,1354.5149874687195
21088,1292.8300201892853
21131,1895.8099150657654
21110,1811.8600821495056
21183,1339.1849672794342
21020,1881.940050125122
21028,1356.705002784729
21109,1412.1849846839905
21030,1325.679988861084
21034,1910.410075187683
21090,1923.5499930381775
21091,1420.2150118350983
21095,1879.385061264038
21102,1890.6999373435974
21103,1668.0500626564026
21106,1847.264952659607
21107,1372.0350229740143
21214,1761.8550515174866
21019,1803.8299679756165
21017,1462.1900153160095
21024,1830.839924812317
21086,1375.685019493103
21084,1366.195011138916
21150,1866.244969367981
21082,1859.6749234199524
21160,1824.270052909851
21157,1838.5050654411316
21162,1370.9400153160095
21209,1799.4499373435974
21122,1715.499930381775
21182,1921.7249512672424
21021,1870.9899735450745
21069,1858.9449763298035
22006,1847.6299262046814
22011,1749.445080757141
22012,1747.620038986206
22001,1730.465064048767
22005,1758.9349150657654
22004,1478.250069618225
22017,1807.845025062561
22003,1336.2650048732758
22013,1620.235047340393
22007,1780.4699206352234
22015,1329.3299853801727
22018,1710.389952659607
22002,1414.0100264549255
22008,1777.549958229065
22016,1789.2299818992615
22014,1790.3250765800476
22009,1341.3749825954437
22010,1394.665036201477
23007,1566.2149596214294
23009,1581.179919242859
23010,1533.7300515174866
23008,1573.8799262046814
23002,1546.869969367981
23006,1562.9300236701965
23003,1573.1499791145325
23011,1568.0400013923645
23005,1566.945080757141
23001,1584.830002784729
23004,1481.535005569458
24016,1483.7250208854675
24032,1595.049958229065
24051,1662.209963798523
24029,1467.664966583252
24033,1895.0799679756165
24027,1455.619969367981
24025,1877.560019493103
24015,1768.7900710105896
24059,1820.2549958229065
24013,1480.0749373435974
24002,1505.9899735450745
24003,1363.2749617099762
24004,1659.2900013923645
24028,1724.6249651908875
24050,1736.304988861084
24057,1369.4800341129303
24049,1890.334963798523
24006,1727.1799540519714
24018,1320.570011138916
24037,1386.9999825954437
24038,1461.825041770935
24020,1707.105016708374
24001,1776.4550375938416
24045,1772.0750069618225
24026,1474.2350125312805
24044,1837.77494430542
24039,1487.0099568367004
24048,1795.4350543022156
24055,1628.629961013794
24054,1278.9599812030792
24053,1442.845025062561
24052,1638.4849429130554
24019,1518.0349707603455
24014,1450.8749651908875
24017,1616.9499373435974
24008,1634.1050863265991
24056,1752.000069618225
24034,1477.154974937439
24010,1464.7450041770935
24046,1753.459963798523
24047,1732.6550793647766
24024,1565.120038986206
24023,1495.7700181007385
24022,1779.375
24009,1729.7349429130554
24036,1457.445011138916
24007,1821.3499164581299
24043,1647.609977722168
24042,1482.9950737953186
24012,1419.8500382900238
24035,1774.265022277832
24041,1485.5500626564026
24021,1791.419997215271
24058,1477.154974937439
24005,1612.204933166504
24030,1596.145052909851
24040,1429.7050201892853
24011,1607.8250765800476
24031,1402.6949763298035
25016,1339.55002784729
25015,1726.4500069618225
25019,1780.4699206352234
25020,1809.304919242859
25002,1764.775013923645
25018,1746.52494430542
25010,1695.789966583252
25009,1680.0950598716736
25013,1589.210033416748
25011,1798.7199902534485
25001,1709.2950320243835
25007,1605.2699136734009
25008,1674.6199345588684
25012,1623.8849568367004
25006,1585.1949763298035
25005,1519.1300654411316
25014,1585.9249234199524
25004,1527.160005569458
25017,1583.004961013794
25003,1503.070011138916
26037,1730.0999164581299
26036,1843.250069618225
26021,1770.2499651908875
26054,1775.3599429130554
26068,1820.2549958229065
26046,1876.830072402954
26045,1798.7199902534485
26041,1714.4050097465515
26033,1827.554988861084
26034,1826.4600682258606
26014,1758.2049679756165
26026,1846.535005569458
26016,1879.0199136734009
26044,1745.065050125122
26047,1812.5900292396545
26043,1823.9050793647766
26071,1852.374930381775
26029,1714.040036201477
26069,1670.970025062561
26025,1855.295066833496
26039,1835.5849289894104
26055,1868.799958229065
26030,1740.685019493103
26035,1808.2099986076355
26022,1750.17502784729
26050,1819.160075187683
26013,1811.129961013794
26012,1747.620038986206
26032,1737.4000835418701
26053,1800.5450320243835
26048,1800.180058479309
26057,1630.8199763298035
26065,1843.6150431632996
26066,1788.5000348091125
26070,1845.4400849342346
26072,1870.9899735450745
26058,1799.4499373435974
26017,1812.22505569458
26009,1630.0900292396545
26020,1864.0549540519714
26015,1687.0300793647766
26059,1864.785075187683
26060,1879.0199136734009
26001,1802.0049262046814
26042,1755.6499791145325
26067,1729.7349429130554
26018,1719.879961013794
26023,1782.2949624061584
26007,1860.0400710105896
26028,1761.490077972412
26005,1696.5199136734009
26003,1334.8050236701965
26004,1824.270052909851
26008,1711.485047340393
26027,1820.2549958229065
26031,1715.499930381775
26006,1814.780044555664
26064,1887.4150013923645
26062,1800.5450320243835
26052,1674.254961013794
26051,1703.0899596214294
26010,1684.4749164581299
26011,1846.535005569458
26019,1836.315050125122
26061,1719.150013923645
26024,1793.974986076355
26049,1704.55002784729
26063,1780.4699206352234
26040,1691.409935951233
26038,1817.335033416748
26056,1833.3949136734009
26002,1555.630030632019
27006,1500.1500487327576
27005,1504.5300793647766
27008,1327.8700041770935
27004,1512.560019493103
27010,1525.334963798523
27003,1565.849986076355
27015,1452.335033416748
27014,1553.075041770935
27007,1610.0149178504944
27011,1596.875
27013,1552.7100682258606
27017,1507.8150153160095
27002,1463.284935951233
27001,1587.0200181007385
27009,1551.25
27016,1420.9449589252472
27012,1533.365077972412
28009,1554.1699624061584
28003,1471.6800236701965
28022,1514.0199136734009
28021,1458.5400187969208
28013,1437.0050132274628
28041,1474.2350125312805
28014,1552.3449206352234
28040,1536.2850403785706
28010,1520.5899596214294
28015,1571.6900849342346
28039,1480.4400849342346
28020,1459.2699658870697
28027,1576.069941520691
28005,1584.10005569458
28007,1551.25
28038,1515.844955444336
28026,1655.27494430542
28037,1390.6499791145325
28019,1371.304988861084
28028,1531.9050097465515
28025,1555.2650570869446
28002,1420.2150118350983
28001,1559.6449136734009
28004,1441.3849568367004
28029,1455.9850299358368
28031,1550.1550793647766
28035,1560.010061264038
28034,1491.754961013794
28006,1630.8199763298035
28033,1546.5049958229065
28043,1489.5649456977844
28032,1557.455072402954
28023,1558.185019493103
28017,1319.8399770259857
28042,1500.1500487327576
28008,1409.6299958229065
28016,1163.2550132274628
28018,1547.965064048767
28011,1385.904974937439
28024,1571.3249373435974
28036,1556.7249512672424
28030,1565.849986076355
28012,1431.1650013923645
29013,1691.409935951233
29051,1906.759991645813
29059,1876.464924812317
29011,1884.8600125312805
29060,1877.1950459480286
29009,1832.2999930381775
29030,1789.9599289894104
29021,1769.5200181007385
29058,1891.430058479309
29046,1727.910075187683
29035,1851.2800097465515
29025,1812.955002784729
29052,1766.9650292396545
29031,1873.909935951233
29032,1904.934949874878
29024,1860.405044555664
29042,1899.82497215271
29053,1903.1100821495056
29034,1692.505030632019
29006,1714.769983291626
29044,1900.1899456977844
29049,1904.205002784729
29040,1865.515022277832
29026,1845.4400849342346
29055,1887.05002784729
29022,1814.0499234199524
29001,1877.9249930381775
29037,1789.9599289894104
29054,1904.205002784729
29036,1870.2600264549255
29010,1735.2100682258606
29033,1888.1449484825134
29023,1908.2200598716736
29050,1677.905044555664
29041,1861.864938735962
29057,1907.1249651908875
29048,1870.9899735450745
29020,1841.42502784729
29017,1833.760061264038
29056,1907.1249651908875
29002,1889.2400431632996
29007,1916.25
29004,1847.6299262046814
29012,1853.1050515174866
29029,1892.5249791145325
29028,1693.5999512672424
29008,1912.965064048767
29047,1836.315050125122
29039,1859.309949874878
29005,1883.39994430542
29045,1862.960033416748
29016,1843.980016708374
29019,1910.7750487327576
29014,1859.6749234199524
29015,1871.354947090149
29018,1807.4800515174866
29038,1843.6150431632996
29043,1891.430058479309
29027,1882.669997215271
29003,1877.9249930381775
30051,1434.8149979114532
30056,1468.760061264038
30055,1464.380030632019
30054,1457.445011138916
30053,1515.4799818992615
30183,1355.6099951267242
30182,1435.1799714565277
30181,1498.3250069618225
30110,1352.32497215271
30111,1416.5650153160095
30180,1274.5800375938416
30178,1460.0
30175,1395.0300097465515
30201,1316.189980506897
30208,1467.2999930381775
30207,1471.315050125122
30204,1430.4349672794342
30202,1289.544997215271
30200,1456.7149770259857
30186,1529.3500208854675
30197,1136.9750034809113
30196,1537.0149874687195
30137,1417.6600229740143
30184,1561.8349289894104
30105,1519.8600125312805
30043,1532.999930381775
30042,1338.0899596214294
30019,1564.02494430542
30163,1149.0200006961823
30115,1570.959963798523
30114,1349.769983291626
30113,1470.219955444336
30010,1122.0099568367004
30097,1456.7149770259857
30087,1494.309949874878
30149,1231.5100264549255
30150,1370.575041770935
30148,1527.160005569458
30147,1464.7450041770935
30064,1455.2549958229065
30074,1454.1599881649017
30168,1371.6699624061584
30166,1429.7050201892853
30165,1398.3150327205658
30164,1527.5249791145325
30126,1546.869969367981
30050,1445.400013923645
30046,1466.5700459480286
30004,1532.269983291626
30128,1590.669927597046
30145,1449.0500104427338
30146,1556.7249512672424
30098,1385.17502784729
30107,1281.1499965190887
30116,1438.464994430542
30131,1403.4250104427338
30136,1453.4300410747528
30138,1523.875069618225
30140,1405.9799993038177
30156,1257.0600020885468
30157,1395.0300097465515
30158,1393.9350020885468
30159,1391.3800132274628
30160,1396.1250174045563
30161,1438.1000208854675
30162,1536.2850403785706
30078,1375.685019493103
30167,1330.060019493103
30169,1455.2549958229065
30185,1408.1700146198273
30190,1470.9500765800476
30003,1425.6899631023407
30194,1645.054988861084
30199,1450.509991645813
30206,1453.064980506897
30011,1496.4999651908875
30012,1472.77494430542
30015,1356.705002784729
30016,1591.4000487327576
30017,1558.5499930381775
30117,1372.0350229740143
30044,1447.5900292396545
30047,1400.8700215816498
30049,1507.0850682258606
30052,1500.1500487327576
30099,1598.700041770935
30100,1546.140022277832
30198,1274.945011138916
30139,1447.2249686717987
30041,1381.1599707603455
30058,1401.2349951267242
30135,1436.2749791145325
30176,1478.6150431632996
30120,1464.7450041770935
30020,1466.205072402954
30021,1441.019983291626
30022,1403.7899839878082
30023,1204.8650431632996
30024,1400.504961013794
30025,1481.8999791145325
30026,1454.890022277832
30027,1394.2999756336212
30028,1575.339994430542
30029,1372.0350229740143
30030,1534.095025062561
30033,1411.820011138916
30034,1383.349986076355
30065,1541.3950181007385
30066,1419.1200041770935
30067,1433.355016708374
30068,1476.0600543022156
30070,1350.5000174045563
30072,1269.1049993038177
30073,1381.8900048732758
30075,1503.799958229065
30112,1471.6800236701965
30109,1180.7749617099762
30141,1315.8250069618225
30142,1415.8349812030792
30143,1403.7899839878082
30144,1412.9150187969208
30151,1396.4899909496307
30152,1444.6699798107147
30153,1241.365008354187
30154,1290.2750313282013
30155,1411.0899770259857
30187,1289.1800236701965
30188,1530.444941520691
30189,1398.6800062656403
30191,1608.190050125122
30192,1347.9450285434723
30195,1562.565050125122
30210,1244.6500313282013
30211,1420.9449589252472
30212,1463.6500835418701
30048,1446.8599951267242
30059,1478.980016708374
30209,1204.8650431632996
30173,1360.7199728488922
30205,1455.619969367981
30203,1391.7449867725372
30031,1518.0349707603455
30079,1414.0100264549255
30069,1406.710033416748
30101,1291.370038986206
30103,1427.1500313282013
30104,1281.1499965190887
30106,1293.1949937343597
30102,1355.9749686717987
30108,1342.4699902534485
30193,1570.5949902534485
30177,1167.269983291626
30179,1540.6650710105896
30174,1477.5199484825134
30172,1411.820011138916
30171,1470.219955444336
30170,1247.5699937343597
30134,1529.3500208854675
30001,1378.240008354187
30133,1456.3500034809113
30132,1438.464994430542
30122,1430.0699937343597
30130,1443.57497215271
30129,1454.1599881649017
30125,1468.3949136734009
30124,1385.5400013923645
30127,1340.279974937439
30123,1448.6850368976593
30002,1491.754961013794
30005,1482.264952659607
30121,1430.80002784729
30119,1479.709963798523
30006,1471.315050125122
30118,1526.0650849342346
30096,1253.7749791145325
30095,1249.7600090503693
30094,1417.6600229740143
30093,1452.7000069618225
30007,1534.4599986076355
30008,1392.839994430542
30009,1400.1399874687195
30071,1426.419997215271
30092,1372.3999965190887
30091,1351.595025062561
30090,1535.1899456977844
30089,1428.245038986206
30088,1531.540036201477
30086,1276.0400187969208
30018,1576.8000626564026
30035,1278.2300341129303
30036,1457.8099846839905
30037,1440.290036201477
30085,1372.7649700641632
30084,1477.154974937439
30083,1424.9600160121918
30082,1424.5950424671173
30081,1352.32497215271
30038,1417.2949624061584
30039,1451.9699728488922
30040,1400.504961013794
30032,1220.9250104427338
30080,1410.3600299358368
30077,1428.6100125312805
30076,1320.570011138916
30063,1248.30002784729
30062,1432.2600090503693
30061,1256.6950285434723
30013,1402.6949763298035
30014,1442.845025062561
30060,1407.8050410747528
30045,1473.1399178504944
30057,1226.765022277832
31054,1628.629961013794
31051,1637.390022277832
31046,1622.790036201477
31045,1630.0900292396545
31014,1603.4450459480286
31029,1619.8700737953186
31006,1619.139952659607
31093,1627.900013923645
31092,1593.9550375938416
31061,1609.2849707603455
31008,1601.984977722168
31011,1646.5150570869446
31081,1598.700041770935
31017,1599.7949624061584
31091,1611.474986076355
31096,1577.5300097465515
31018,1625.345025062561
31059,1647.9749512672424
31040,1625.345025062561
31085,1594.320011138916
31052,1633.3749651908875
31048,1633.3749651908875
31047,1620.235047340393
31036,1620.6000208854675
31104,1599.0650153160095
31101,1627.5350403785706
31102,1589.5750069618225
31071,1616.9499373435974
31069,1615.125069618225
31067,1630.8199763298035
31050,1629.3600821495056
31065,1607.8250765800476
31084,1621.3299679756165
31079,1585.9249234199524
31064,1631.184949874878
31001,1625.7099986076355
31049,1616.9499373435974
31032,1606.365008354187
31024,1620.235047340393
31022,1596.875
31094,1603.080072402954
31106,1641.0399317741394
31105,1633.009991645813
31103,1629.3600821495056
31097,1618.410005569458
31095,1633.3749651908875
31090,1627.170066833496
31088,1633.739938735962
31087,1640.3099846839905
31086,1632.6450181007385
31083,1676.4449763298035
31082,1639.945011138916
31080,1619.5049262046814
31055,1630.455002784729
31078,1631.5499234199524
31077,1623.519983291626
31074,1628.2649874687195
31073,1600.5250835418701
31072,1634.1050863265991
31070,1606.7299818992615
31068,1639.945011138916
31063,1630.0900292396545
31060,1616.2199902534485
31053,1634.835033416748
31044,1635.9299540519714
31066,1622.0599150657654
31043,1607.4599289894104
31020,1642.1350264549255
31039,1643.5949206352234
31037,1623.519983291626
31035,1628.9949345588684
31034,1631.184949874878
31033,1643.9600682258606
31031,1623.519983291626
31027,1636.660075187683
31026,1645.784935951233
31089,1626.804919242859
31025,1626.804919242859
31098,1589.939980506897
31042,1623.1550097465515
31062,1625.7099986076355
31075,1612.204933166504
31023,1626.804919242859
31016,1603.4450459480286
31015,1622.0599150657654
31013,1636.294927597046
31056,1613.6650013923645
31057,1606.365008354187
31012,1618.7749791145325
31010,1604.9049401283264
31009,1634.1050863265991
31007,1628.2649874687195
31005,1629.3600821495056
31004,1631.9150710105896
31003,1619.5049262046814
31076,1621.3299679756165
31019,1585.559949874878
31028,1632.6450181007385
31058,1595.4149317741394
31021,1587.0200181007385
