CVEGEO,water_availability
22009,0.0
22010,0.0
23007,2059.634923
23009,2059.634923
23010,306.460761
23008,2059.634923
23002,136.584952
23006,136.584952
23003,2059.634923
23011,2059.634923
23005,2059.634923
23001,2059.634923
23004,306.460761
24016,93.954487
24032,0.0
24051,0.0
24029,4.195399
24033,0.0
24027,2.293699
24025,0.0
24015,0.0
24059,0.0
24013,54.054731
24002,17.127052
24003,63.217249
24004,5.842758
24028,0.0
24050,0.0
24057,0.399755
24049,0.0
24006,0.0
24018,54.054731
24037,0.399755
24038,54.054731
24020,0.0
24001,0.0
24045,0.0
24026,54.054731
24044,0.0
24039,54.054731
24048,0.0
24055,0.0
24054,0.399755
24053,54.054731
24052,17.127052
24019,32.460662
24014,54.054731
24017,4.636625
24008,17.127052
24056,7.378531
24034,93.954487
24010,17.127052
24046,4.464775
24047,0.0
24024,2.293699
24023,63.217249
24022,0.0
24009,5.842758
24036,63.217249
24007,0.0
24043,2.293699
24042,93.954487
24012,54.054731
24035,0.0
24041,54.054731
24021,0.0
24058,63.217249
24005,17.127052
24030,5.842758
24040,93.954487
24011,0.0
24031,32.460662
25016,0.0
25015,0.0
25019,39.890599
25020,23.874806
25002,0.0
25018,39.890599
25010,23.874806
25009,6.645055
25013,0.0
25011,0.0
25001,60.906153
25007,23.874806
25008,0.0
25012,0.0
25006,0.0
25005,0.0
25014,0.0
25004,0.0
25017,0.0
25003,0.0
26037,0.0
26036,0.0
26021,0.0
26054,7.703657
26068,7.703657
26046,0.0
26045,3.743562
26041,10.009704
26033,21.071781
26034,0.760056
26014,0.760056
26026,22.157317
26016,0.0
26044,10.173885
26047,0.0
26043,0.0
26071,0.0
26029,11.734151
26069,19.810746
26025,0.0
26039,5.730267
26055,0.0
26030,0.0
26035,0.0
26022,0.0
26050,3.743562
26013,0.760056
26012,11.734151
26032,0.760056
26053,3.743562
26048,0.0
26057,22.825242
26065,0.0
26066,4.974648
26070,0.0
26072,11.734151
26058,0.0
26017,0.022531
26009,10.173885
26020,0.0
26015,2.16735
26059,5.651983
26060,2.946668
26001,3.743562
26042,6.0438
26067,8.157709
26018,0.0
26023,0.760056
26007,0.0
26028,9.02857
26005,22.825242
26003,60.906153
26004,0.0
26008,9.02857
26027,10.009704
26031,9.02857
26006,3.743562
26064,0.0
26062,10.884285
26052,22.825242
26051,0.0
26010,2.16735
26011,10.009704
26019,3.99407
26061,10.173885
26024,9.02857
26049,22.157317
26063,9.02857
26040,9.02857
26038,0.760056
26056,0.0
26002,2.16735
27006,180.335309
27005,1554.426468
27008,180.335309
27004,577.409318
27010,366.260752
27003,1553.427575
27015,577.409318
27014,1554.426468
27007,161.080504
27011,161.080504
27013,366.260752
27017,388.45366
27002,180.335309
27001,385.530232
27009,577.409318
27016,577.409318
27012,577.409318
28009,93.954487
28003,93.954487
28022,12.810618
28021,93.954487
28013,2.950438
28041,2.950438
28014,0.0
28040,12.810618
28010,14.268945
28015,93.847952
28039,63.217249
28020,0.0
28027,93.847952
28005,12.033584
28007,93.847952
28038,93.954487
28026,1.903012
28037,1.4181
28019,10.753596
28028,63.217249
28025,4.82752
28002,7.195523
28001,78.306083
28004,54.054731
28029,63.217249
28031,10.753596
28035,78.306083
28034,0.0
28006,0.0
28033,12.810618
28043,10.753596
28032,12.810618
28023,12.810618
28017,10.753596
28042,0.0
28008,1.4181
28016,2.950438
28018,0.0
28011,10.753596
28024,0.0
28036,14.268945
28030,0.0
28012,93.954487
29013,0.0
29051,26.562619
29059,26.562619
29011,26.562619
29060,26.562619
29009,26.562619
29030,12.318401
29021,18.017454
29058,26.562619
29046,0.33811
29035,12.318401
29025,18.017454
29052,12.318401
29031,0.33811
29032,26.562619
29024,26.562619
29042,18.017454
29053,26.562619
29034,0.33811
29006,18.017454
29044,18.017454
29049,26.562619
29040,26.562619
29026,26.562619
29055,26.562619
29022,26.562619
29001,26.562619
29037,0.0
29054,26.562619
29036,26.562619
29010,26.562619
29033,26.562619
29023,18.017454
29050,26.562619
29041,18.017454
29057,26.562619
29048,26.562619
29020,18.017454
29017,26.562619
29056,26.562619
29002,26.562619
29007,12.318401
29004,12.318401
29012,18.017454
29029,26.562619
29028,18.017454
29008,12.318401
29047,0.33811
29039,12.318401
29005,26.562619
29045,23.526769
29016,12.318401
29019,18.017454
29014,26.562619
29015,18.017454
29018,26.562619
29038,26.562619
29043,26.562619
29027,18.017454
29003,26.562619
30051,13.283498
30056,4.195399
30055,8.071
30054,30.778398
30053,117.573638
30183,75.816902
30182,72.661362
30181,117.573638
30110,30.778398
30111,61.060905
30180,12.840719
30178,17.028794
30175,1.453705
30201,30.778398
30208,17.028794
30207,30.778398
30204,61.060905
30202,12.840719
30200,0.0
30186,0.0
30197,75.816902
30196,6.495599
30137,30.778398
30184,30.778398
30105,117.573638
30043,0.0
30042,75.816902
30019,30.778398
30163,75.816902
30115,30.778398
30114,75.816902
30113,0.0
30010,0.0
30097,77.801634
30087,72.661362
30149,75.795175
30150,93.954487
30148,0.0
30147,30.778398
30064,13.283498
30074,30.778398
30168,0.0
30166,12.233823
30165,0.0
30164,0.0
30126,0.0
30050,13.283498
30046,0.0
30004,72.661362
30128,0.0
30145,61.060905
30146,0.0
30098,0.0
30107,0.0
30116,61.060905
30131,13.283498
30136,72.661362
30138,30.778398
30140,0.0
30156,12.233823
30157,1.453705
30158,75.816902
30159,30.778398
30160,12.840719
30161,4.195399
30162,0.0
30078,93.954487
30167,12.840719
30169,30.778398
30185,0.0
30190,30.778398
30003,61.060905
30194,0.0
30199,61.060905
30206,61.060905
30011,117.573638
30012,17.028794
30015,20.375184
30016,0.0
30017,0.0
30117,30.778398
30044,0.0
30047,0.0
30049,117.573638
30052,6.495599
30099,30.778398
30100,0.0
30198,12.840719
30139,20.375184
30041,0.0
30058,12.840719
30135,30.778398
30176,30.778398
30120,61.060905
30020,30.778398
30021,0.0
30022,0.0
30023,0.0
30024,0.0
30025,0.0
30026,72.661362
30027,12.840719
30028,0.0
30029,0.0
30030,30.778398
30033,13.283498
30034,12.840719
30065,0.0
30066,13.283498
30067,13.283498
30068,0.0
30070,61.060905
30072,12.840719
30073,17.028794
30075,117.573638
30112,72.661362
30109,75.816902
30141,17.028794
30142,179.154991
30143,17.028794
30144,61.060905
30151,93.954487
30152,93.954487
30153,12.840719
30154,93.954487
30155,8.071
30187,12.233823
30188,0.0
30189,1.453705
30191,12.233823
30192,75.816902
30195,30.778398
30210,179.154991
30211,75.816902
30212,30.778398
30048,61.060905
30059,61.060905
30209,75.795175
30173,30.778398
30205,93.954487
30203,13.283498
30031,0.0
30079,0.0
30069,13.283498
30101,0.0
30103,13.283498
30104,75.795175
30106,12.233823
30102,75.816902
30108,61.060905
30193,0.0
30177,12.233823
30179,0.0
30174,30.778398
30172,61.060905
30171,30.778398
30170,12.840719
30134,0.0
30001,72.661362
30133,93.954487
30132,72.661362
30122,61.060905
30130,30.778398
30129,7.447469
30125,0.0
30124,75.816902
30127,0.0
30123,93.954487
30002,12.233823
30005,117.573638
30121,93.954487
30119,30.778398
30006,30.778398
30118,0.0
30096,12.233823
30095,12.233823
30094,17.028794
30093,72.661362
30007,0.0
30008,0.0
30009,12.233823
30071,0.0
30092,0.0
30091,179.154991
30090,0.0
30089,61.060905
30088,0.0
30086,0.0
30018,30.778398
30035,12.840719
30036,12.233823
30037,13.283498
30085,0.0
30084,17.028794
30083,12.840719
30082,61.060905
30081,30.778398
30038,0.0
30039,61.060905
30040,13.283498
30032,75.795175
30080,0.0
30077,17.028794
30076,8.071
30063,12.840719
30062,0.0
30061,295.2518
30013,93.954487
30014,0.0
30060,93.954487
30045,30.778398
30057,12.233823
31054,2059.634923
31051,2059.634923
31046,2059.634923
31045,2059.634923
31014,2059.634923
31029,2059.634923
31006,2059.634923
31093,2059.634923
31092,2059.634923
31061,2059.634923
31008,2059.634923
31011,2059.634923
31081,2059.634923
31017,2059.634923
31091,2059.634923
31096,2059.634923
31018,2059.634923
31059,2059.634923
31040,2059.634923
31085,2059.634923
31052,2059.634923
31048,2059.634923
31047,2059.634923
31036,2059.634923
31104,2059.634923
31101,2059.634923
31102,2059.634923
31071,2059.634923
31069,2059.634923
31067,2059.634923
31050,2059.634923
31065,2059.634923
31084,2059.634923
31079,136.584952
31064,2059.634923
31001,2059.634923
31049,2059.634923
31032,2059.634923
31024,2059.634923
31022,136.584952
31094,2059.634923
31106,2059.634923
31105,2059.634923
31103,2059.634923
31097,2059.634923
31095,2059.634923
31090,2059.634923
31088,2059.634923
31087,2059.634923
31086,2059.634923
31083,2059.634923
31082,2059.634923
31080,2059.634923
31055,2059.634923
31078,2059.634923
31077,2059.634923
31074,2059.634923
31073,2059.634923
31072,2059.634923
31070,2059.634923
31068,2059.634923
31063,2059.634923
31060,2059.634923
31053,2059.634923
31044,2059.634923
31066,2059.634923
31043,2059.634923
31020,2059.634923
31039,2059.634923
31037,2059.634923
31035,2059.634923
31034,2059.634923
31033,2059.634923
31031,2059.634923
31027,2059.634923
31026,2059.634923
31089,2059.634923
31025,2059.634923
31098,136.584952
31042,2059.634923
31062,2059.634923
31075,2059.634923
31023,2059.634923
31016,2059.634923
31015,2059.634923
31013,2059.634923
31056,2059.634923
31057,2059.634923
31012,2059.634923
31010,2059.634923
31009,2059.634923
31007,2059.634923
31005,2059.634923
31004,2059.634923
31003,2059.634923
31076,2059.634923
31019,2059.634923
31028,2059.634923
31058,136.584952
31021,2059.634923
31030,2059.634923
31038,2059.634923
31041,2059.634923
31099,2059.634923
31100,2059.634923
31002,2059.634923
32029,0.763184
32028,0.0
32027,0.0
32026,1.182544
32025,0.0
32024,0.969216
32008,0.0
32031,8.259542
32022,7.018567
32018,0.0
32052,7.97713
32016,0.0
32054,0.969216
32006,0.0
32013,0.0
32007,0.762258
32034,0.0
32053,0.0
32055,8.399309
32003,6.350523
32039,0.0
32038,4.464775
32015,8.399309
32017,0.0
32020,0.172463
32023,0.0
32058,8.399309
32036,0.0
32057,0.0
32030,8.399309
32032,0.0
32056,0.0
32035,0.0
32005,0.0
32010,0.0
32001,8.399309
32011,0.0
32002,0.0
32040,0.0
32041,0.0
32037,0.0
32021,13.21242
32047,0.0
32045,8.399309
32051,0.0
32050,0.0
32049,0.0
32048,8.399309
32019,0.0
32033,0.0
32012,8.399309
32046,0.0
32044,8.399309
32004,6.350523
32043,0.0
32042,2.008744
32014,0.0
32009,3.883231
