CVEGEO,water_availability
11009,0.0
11016,0.0
11024,0.0
11029,0.0
11011,0.0
11027,0.0
11025,0.0
11003,0.0
11004,0.0
11005,0.0
11043,0.0
11022,0.0
11014,0.0
11045,0.0
11001,0.0
11033,0.0
11006,0.0
11002,0.0
11012,0.0
11013,0.0
11007,0.0
11019,1.004238
11035,0.0
11018,0.0
11008,0.0
11041,0.0
11028,0.0
11040,0.0
11042,0.0
11039,20.926815
11032,0.0
11023,0.0
11038,1.004238
11046,0.0
11021,0.0
11020,0.0
12021,35.220061
12060,1.903079
12063,5.185709
12082,3.263022
12024,9.344285
12058,50.473092
12010,226.448562
12011,4.812715
12012,6.522905
12004,111.556852
12068,2.640035
12043,111.556852
12007,50.473092
12057,31.165688
12066,9.344285
12056,3.263022
12001,35.220061
12075,20.756871
12055,1.903079
12006,50.473092
12037,1.903079
12085,20.634036
12027,31.919487
12015,5.409428
12074,11.640191
12014,31.165688
12018,6.522905
12072,226.448562
12009,111.556852
12081,5.185709
12084,5.185709
12071,0.0
12070,9.344285
12083,6.522905
12079,226.448562
12076,5.185709
12065,9.344285
12073,24.1831
12064,31.919487
12019,5.409428
12005,9.344285
12030,5.143525
12069,9.344285
12036,111.556852
12080,5.185709
12078,111.556852
12077,5.185709
12023,20.634036
12048,0.541362
12053,3.263022
12054,31.165688
12047,50.473092
12049,26.427143
12050,31.919487
12051,226.448562
12045,9.344285
12046,111.556852
12040,226.448562
12013,5.185709
12062,111.556852
12041,5.185709
12042,11.640191
12044,226.448562
12038,24.1831
12039,5.143525
12002,9.344285
12003,4.832512
12034,5.409428
12035,20.883012
12031,10.107356
12032,226.448562
12033,9.344285
12028,226.448562
12029,35.220061
12008,5.409428
12025,6.522905
12026,50.473092
12059,11.640191
12061,17.693104
12052,6.522905
12067,50.473092
12016,24.1831
12017,50.473092
12020,9.344285
12022,0.541362
13031,0.399755
13005,30.462743
13075,0.0
13028,7.447469
13045,4.463735
13021,23.526769
13001,0.0
13002,0.0
13049,0.399755
13003,53.144093
13030,53.144093
13023,30.462743
13004,0.0
13027,12.840719
13022,0.0
13020,0.302078
13074,30.462743
13070,30.462743
13018,0.399755
13029,0.0
13071,0.302078
13076,0.0
13046,4.195399
13065,30.462743
13061,2.756391
13047,43.183646
13078,8.071
13063,0.0
13017,30.462743
13083,0.0
13072,2.756391
13067,30.462743
13026,7.447469
13062,4.195399
13044,0.0
13016,17.344356
13015,53.144093
13014,8.071
13068,8.071
13084,13.653593
13081,9.456009
13043,0.399755
